2.855e+06	0	0	0	0	0	0	0
7.23458e+06	0	0	0	0	0	0	0
1.78327e+07	0	0	0	0	0	0	0
4.12296e+07	0	0	0	0	0	0	0
8.39385e+07	0	0	0	0	0	0	0
1.40197e+08	1	0	0	0	0	0	0
1.89302e+08	2	1	0	0	0	0	0
2.18943e+08	3	1	0	0	0	0	0
2.33043e+08	3	1	0	0	0	0	0
2.38982e+08	3	1	0	0	0	0	0
2.41356e+08	3	1	0	0	0	0	0
2.42283e+08	3	1	0	0	0	0	0
2.42643e+08	3	1	0	0	0	0	0
2.42781e+08	3	1	0	0	0	0	0
2.42835e+08	3	1	0	0	0	0	0
2.42855e+08	3	1	0	0	0	0	0
2.42863e+08	3	1	0	0	0	0	0
2.42866e+08	3	1	0	0	0	0	0
2.42867e+08	3	1	0	0	0	0	0
2.42868e+08	3	1	0	0	0	0	0
2.42868e+08	3	1	0	0	0	0	0
2.42868e+08	3	1	0	0	0	0	0
2.42868e+08	3	1	0	0	0	0	0
3.10821e+06	0	0	0	0	0	0	0
7.85666e+06	0	0	0	0	0	0	0
1.92889e+07	0	0	0	0	0	0	0
4.42446e+07	0	0	0	0	0	0	0
8.87062e+07	0	0	0	0	0	0	0
1.45243e+08	0	0	0	0	0	0	0
1.92804e+08	2	0	0	0	0	0	0
2.20744e+08	3	0	0	0	0	0	0
2.33826e+08	3	0	0	0	0	0	0
2.39295e+08	3	0	0	0	0	0	0
2.41477e+08	3	0	0	0	0	0	0
2.42329e+08	3	0	0	0	0	0	0
2.4266e+08	3	0	0	0	0	0	0
2.42788e+08	3	0	0	0	0	0	0
2.42837e+08	3	0	0	0	0	0	0
2.42856e+08	3	0	0	0	0	0	0
2.42863e+08	3	0	0	0	0	0	0
2.42866e+08	3	0	0	0	0	0	0
2.42867e+08	3	0	0	0	0	0	0
2.42868e+08	3	0	0	0	0	0	0
2.42868e+08	3	0	0	0	0	0	0
2.42868e+08	3	0	0	0	0	0	0
3.10849e+06	0	0	0	0	0	0	0
7.86144e+06	0	0	0	0	0	0	0
1.92968e+07	0	0	0	0	0	0	0
4.42448e+07	0	0	0	0	0	0	0
8.87212e+07	0	0	0	0	0	0	0
1.45257e+08	1	0	0	0	0	0	0
1.92807e+08	2	0	0	0	0	0	0
2.20742e+08	2	0	0	0	0	0	0
2.33823e+08	2	0	0	0	0	0	0
2.39296e+08	3	0	0	0	0	0	0
2.41477e+08	3	0	0	0	0	0	0
2.42329e+08	3	0	0	0	0	0	0
2.42659e+08	3	0	0	0	0	0	0
2.42787e+08	3	0	0	0	0	0	0
2.42837e+08	3	0	0	0	0	0	0
2.42856e+08	3	0	0	0	0	0	0
2.42863e+08	3	0	0	0	0	0	0
2.42866e+08	3	0	0	0	0	0	0
2.42867e+08	3	0	0	0	0	0	0
2.42868e+08	3	0	0	0	0	0	0
2.42868e+08	3	0	0	0	0	0	0
2.42868e+08	3	0	0	0	0	0	0
3.10827e+06	0	0	0	0	0	0	0
7.86442e+06	0	0	0	0	0	0	0
1.93053e+07	0	0	0	0	0	0	0
4.42806e+07	2	0	0	0	0	0	0
8.8769e+07	5	0	0	0	0	0	0
1.45309e+08	13	0	0	0	0	0	0
1.92851e+08	16	0	0	0	0	0	0
2.20768e+08	18	0	0	0	0	0	0
2.33838e+08	18	0	0	0	0	0	0
2.39305e+08	18	0	0	0	0	0	0
2.4148e+08	18	0	0	0	0	0	0
2.42332e+08	18	0	0	0	0	0	0
2.42661e+08	18	0	0	0	0	0	0
2.42788e+08	18	0	0	0	0	0	0
2.42837e+08	18	0	0	0	0	0	0
2.42856e+08	18	0	0	0	0	0	0
2.42863e+08	18	0	0	0	0	0	0
2.42866e+08	18	0	0	0	0	0	0
2.42867e+08	18	0	0	0	0	0	0
2.42868e+08	18	0	0	0	0	0	0
2.42868e+08	18	0	0	0	0	0	0
2.42868e+08	18	0	0	0	0	0	0
3.11022e+06	0	0	0	0	0	0	0
7.85739e+06	0	0	0	0	0	0	0
1.92931e+07	0	0	0	0	0	0	0
4.4254e+07	0	0	0	0	0	0	0
8.87136e+07	0	0	0	0	0	0	0
1.45257e+08	2	0	0	0	0	0	0
1.92803e+08	2	0	0	0	0	0	0
2.20736e+08	4	0	0	0	0	0	0
2.33821e+08	4	0	0	0	0	0	0
2.39295e+08	5	1	0	0	0	0	0
2.41477e+08	5	1	0	0	0	0	0
2.4233e+08	5	1	0	0	0	0	0
2.4266e+08	5	1	0	0	0	0	0
2.42787e+08	5	1	0	0	0	0	0
2.42837e+08	5	1	0	0	0	0	0
2.42856e+08	5	1	0	0	0	0	0
2.42863e+08	5	1	0	0	0	0	0
2.42866e+08	5	1	0	0	0	0	0
2.42867e+08	5	1	0	0	0	0	0
2.42868e+08	5	1	0	0	0	0	0
2.42868e+08	5	1	0	0	0	0	0
2.42868e+08	5	1	0	0	0	0	0
3.11066e+06	1	0	0	0	0	0	0
7.8649e+06	1	0	0	0	0	0	0
1.9306e+07	4	0	0	0	0	0	0
4.42717e+07	13	0	0	0	0	0	0
8.87573e+07	41	0	0	0	0	0	0
1.45297e+08	63	0	0	0	0	0	0
1.92838e+08	92	0	0	0	0	0	0
2.20757e+08	107	0	0	0	0	0	0
2.33831e+08	107	0	0	0	0	0	0
2.39298e+08	107	0	0	0	0	0	0
2.41478e+08	107	0	0	0	0	0	0
2.4233e+08	107	0	0	0	0	0	0
2.4266e+08	107	0	0	0	0	0	0
2.42787e+08	107	0	0	0	0	0	0
2.42837e+08	107	0	0	0	0	0	0
2.42856e+08	107	0	0	0	0	0	0
2.42863e+08	107	0	0	0	0	0	0
2.42866e+08	107	0	0	0	0	0	0
2.42867e+08	107	0	0	0	0	0	0
2.42868e+08	107	0	0	0	0	0	0
2.42868e+08	107	0	0	0	0	0	0
2.42868e+08	107	0	0	0	0	0	0
2.855e+06	0	0	0	0	0	0	0
7.23537e+06	0	0	0	0	0	0	0
1.78264e+07	0	0	0	0	0	0	0
4.12282e+07	2	0	0	0	0	0	0
8.39471e+07	10	0	0	0	0	0	0
1.40184e+08	22	0	0	0	0	0	0
1.89296e+08	26	0	0	0	0	0	0
2.18955e+08	31	0	0	0	0	0	0
2.33047e+08	32	0	0	0	0	0	0
2.38982e+08	32	0	0	0	0	0	0
2.41352e+08	32	0	0	0	0	0	0
2.42281e+08	32	0	0	0	0	0	0
2.42641e+08	32	0	0	0	0	0	0
2.4278e+08	32	0	0	0	0	0	0
2.42834e+08	32	0	0	0	0	0	0
2.42855e+08	32	0	0	0	0	0	0
2.42863e+08	32	0	0	0	0	0	0
2.42866e+08	32	0	0	0	0	0	0
2.42867e+08	32	0	0	0	0	0	0
2.42868e+08	32	0	0	0	0	0	0
2.42868e+08	32	0	0	0	0	0	0
2.42868e+08	32	0	0	0	0	0	0
2.42868e+08	32	0	0	0	0	0	0
3.10734e+06	0	0	0	0	0	0	0
7.86172e+06	0	0	0	0	0	0	0
1.92962e+07	0	0	0	0	0	0	0
4.42491e+07	0	0	0	0	0	0	0
8.87071e+07	6	0	0	0	0	0	0
1.45242e+08	9	0	0	0	0	0	0
1.92795e+08	12	0	0	0	0	0	0
2.20733e+08	15	0	0	0	0	0	0
2.33821e+08	15	0	0	0	0	0	0
2.39297e+08	16	0	0	0	0	0	0
2.41478e+08	17	0	0	0	0	0	0
2.4233e+08	17	0	0	0	0	0	0
2.4266e+08	17	0	0	0	0	0	0
2.42787e+08	17	0	0	0	0	0	0
2.42837e+08	17	0	0	0	0	0	0
2.42856e+08	17	0	0	0	0	0	0
2.42863e+08	17	0	0	0	0	0	0
2.42866e+08	17	0	0	0	0	0	0
2.42867e+08	17	0	0	0	0	0	0
2.42868e+08	17	0	0	0	0	0	0
2.42868e+08	17	0	0	0	0	0	0
2.42868e+08	17	0	0	0	0	0	0
3.10838e+06	0	0	0	0	0	0	0
7.8606e+06	0	0	0	0	0	0	0
1.93053e+07	0	0	0	0	0	0	0
4.42732e+07	1	0	0	0	0	0	0
8.87605e+07	1	0	0	0	0	0	0
1.45309e+08	2	0	0	0	0	0	0
1.92844e+08	4	0	0	0	0	0	0
2.2076e+08	4	0	0	0	0	0	0
