date,day,pmutS,volume,treatment,Well Row,Well Col,Content,OD,N,concentration
2017-09-05,1,90,1,nalidixic acid,E,8,Sample X56,1.3,13e8,0.0625
2017-09-05,1,90,1,nalidixic acid,E,9,Sample X57,1.371,1371e6,0.0625
2017-09-05,1,90,1,nalidixic acid,E,10,Sample X58,1.273,1273e6,0.0625
2017-09-05,1,90,1,nalidixic acid,E,11,Sample X59,1.257,1257e6,0.0625
2017-09-05,1,90,1,nalidixic acid,F,2,Sample X62,1.318,1318e6,0.0625
2017-09-05,1,90,1,nalidixic acid,F,3,Sample X63,1.333,1333e6,0.0625
2017-09-05,1,90,1,nalidixic acid,F,4,Sample X64,1.384,1384e6,0.0625
2017-09-05,1,90,1,nalidixic acid,F,5,Sample X65,1.36,136e7,0.0625
2017-09-05,1,90,1,nalidixic acid,F,6,Sample X66,1.361,1361e6,0.0625
2017-09-05,1,90,1,nalidixic acid,F,7,Sample X67,1.353,1353e6,0.0625
2017-09-05,1,90,1,nalidixic acid,F,8,Sample X68,1.344,1344e6,0.0625
2017-09-05,1,90,1,nalidixic acid,F,9,Sample X69,1.385,1385e6,0.0625
2017-09-05,1,90,1,nalidixic acid,F,10,Sample X70,1.293,1293e6,0.0625
2017-09-05,1,90,1,nalidixic acid,F,11,Sample X71,1.278,1278e6,0.0625
2017-09-05,1,90,1,nalidixic acid,G,2,Sample X74,1.35,135e7,0.0625
2017-09-05,1,90,1,nalidixic acid,G,3,Sample X75,1.363,1363e6,0.0625
2017-09-05,1,90,1,nalidixic acid,G,4,Sample X76,1.39,139e7,0.0625
2017-09-05,1,90,1,nalidixic acid,G,5,Sample X77,1.354,1354e6,0.0625
2017-09-05,1,90,1,nalidixic acid,G,6,Sample X78,1.348,1348e6,0.0625
2017-09-05,1,90,1,nalidixic acid,G,7,Sample X79,1.36,136e7,0.0625
2017-09-05,1,90,1,nalidixic acid,G,8,Sample X80,1.309,1309e6,0.0625
2017-09-05,1,90,1,nalidixic acid,G,9,Sample X81,1.379,1379e6,0.0625
2017-09-05,1,90,1,nalidixic acid,G,10,Sample X82,1.273,1273e6,0.0625
2017-09-05,1,90,1,nalidixic acid,G,11,Sample X83,1.318,1318e6,0.0625
2017-09-05,1,90,1,rifampicin,B,2,Sample X14,1.397,1397e6,0.0625
2017-09-05,1,90,1,rifampicin,B,3,Sample X15,1.371,1371e6,0.0625
2017-09-05,1,90,1,rifampicin,B,4,Sample X16,1.38,138e7,0.0625
2017-09-05,1,90,1,rifampicin,B,5,Sample X17,1.385,1385e6,0.0625
2017-09-05,1,90,1,rifampicin,B,6,Sample X18,1.361,1361e6,0.0625
2017-09-05,1,90,1,rifampicin,B,7,Sample X19,1.381,1381e6,0.0625
2017-09-05,1,90,1,rifampicin,B,8,Sample X20,1.357,1357e6,0.0625
2017-09-05,1,90,1,rifampicin,B,9,Sample X21,1.351,1351e6,0.0625
2017-09-05,1,90,1,rifampicin,B,10,Sample X22,1.367,1367e6,0.0625
2017-09-05,1,90,1,rifampicin,B,11,Sample X23,1.334,1334e6,0.0625
2017-09-05,1,90,1,rifampicin,C,2,Sample X26,1.338,1338e6,0.0625
2017-09-05,1,90,1,rifampicin,C,3,Sample X27,1.283,1283e6,0.0625
2017-09-05,1,90,1,rifampicin,C,4,Sample X28,1.332,1332e6,0.0625
2017-09-05,1,90,1,rifampicin,C,5,Sample X29,1.309,1309e6,0.0625
2017-09-05,1,90,1,rifampicin,C,6,Sample X30,1.303,1303e6,0.0625
2017-09-05,1,90,1,rifampicin,C,7,Sample X31,1.318,1318e6,0.0625
2017-09-05,1,90,1,rifampicin,C,8,Sample X32,1.288,1288e6,0.0625
2017-09-05,1,90,1,rifampicin,C,9,Sample X33,1.311,1311e6,0.0625
2017-09-05,1,90,1,rifampicin,C,10,Sample X34,1.31,131e7,0.0625
2017-09-05,1,90,1,rifampicin,C,11,Sample X35,1.302,1302e6,0.0625
2017-09-05,1,90,1,rifampicin,D,2,Sample X38,1.331,1331e6,0.0625
2017-09-05,1,90,1,rifampicin,D,3,Sample X39,1.343,1343e6,0.0625
2017-09-05,1,90,1,rifampicin,D,4,Sample X40,1.313,1313e6,0.0625
2017-09-05,1,90,1,rifampicin,D,5,Sample X41,1.314,1314e6,0.0625
2017-09-05,1,90,1,rifampicin,D,6,Sample X42,1.29,129e7,0.0625
2017-09-05,1,90,1,rifampicin,D,7,Sample X43,1.314,1314e6,0.0625
2017-09-05,1,90,1,rifampicin,D,8,Sample X44,1.322,1322e6,0.0625
2017-09-05,1,90,1,rifampicin,D,9,Sample X45,1.292,1292e6,0.0625
2017-09-05,1,90,1,rifampicin,D,10,Sample X46,1.316,1316e6,0.0625
2017-09-05,1,90,1,rifampicin,D,11,Sample X47,1.325,1325e6,0.0625
2017-09-05,1,90,1,rifampicin,E,2,Sample X50,1.319,1319e6,0.0625
2017-09-05,1,90,1,rifampicin,E,3,Sample X51,1.367,1367e6,0.0625
2017-09-05,1,90,1,rifampicin,E,4,Sample X52,1.338,1338e6,0.0625
2017-09-05,1,90,1,rifampicin,E,5,Sample X53,1.336,1336e6,0.0625
2017-09-05,1,90,1,rifampicin,E,6,Sample X54,1.373,1373e6,0.0625
2017-09-05,1,90,1,rifampicin,E,7,Sample X55,1.322,1322e6,0.0625
2017-09-05,1,90,1,rifampicin,E,8,Sample X56,1.323,1323e6,0.0625
2017-09-05,1,90,1,rifampicin,E,9,Sample X57,1.352,1352e6,0.0625
2017-09-05,1,90,1,rifampicin,E,10,Sample X58,1.322,1322e6,0.0625
2017-09-05,1,90,1,rifampicin,E,11,Sample X59,1.313,1313e6,0.0625
2017-09-05,1,90,1,rifampicin,F,2,Sample X62,1.343,1343e6,0.0625
2017-09-05,1,90,1,rifampicin,F,3,Sample X63,1.339,1339e6,0.0625
2017-09-05,1,90,1,rifampicin,F,4,Sample X64,1.365,1365e6,0.0625
2017-09-05,1,90,1,rifampicin,F,5,Sample X65,1.375,1375e6,0.0625
2017-09-05,1,90,1,rifampicin,F,6,Sample X66,1.325,1325e6,0.0625
2017-09-05,1,90,1,rifampicin,F,7,Sample X67,1.335,1335e6,0.0625
2017-09-05,1,90,1,rifampicin,F,8,Sample X68,1.319,1319e6,0.0625
2017-09-05,1,90,1,rifampicin,F,9,Sample X69,1.333,1333e6,0.0625
2017-09-05,1,90,1,rifampicin,F,10,Sample X70,1.286,1286e6,0.0625
2017-09-05,1,90,1,rifampicin,F,11,Sample X71,1.286,1286e6,0.0625
2017-09-05,1,90,1,rifampicin,G,2,Sample X74,1.347,1347e6,0.0625
2017-09-05,1,90,1,rifampicin,G,3,Sample X75,1.371,1371e6,0.0625
2017-09-05,1,90,1,rifampicin,G,4,Sample X76,1.394,1394e6,0.0625
2017-09-05,1,90,1,rifampicin,G,5,Sample X77,1.354,1354e6,0.0625
2017-09-05,1,90,1,rifampicin,G,6,Sample X78,1.381,1381e6,0.0625
2017-09-05,1,90,1,rifampicin,G,7,Sample X79,1.363,1363e6,0.0625
2017-09-05,1,90,1,rifampicin,G,8,Sample X80,1.351,1351e6,0.0625
2017-09-05,1,90,1,rifampicin,G,9,Sample X81,1.323,1323e6,0.0625
2017-09-05,1,90,1,rifampicin,G,10,Sample X82,1.323,1323e6,0.0625
2017-09-05,1,90,1,rifampicin,G,11,Sample X83,1.358,1358e6,0.0625
2017-09-06,2,100,1,nalidixic acid,B,2,Sample X14,1.222,1222e6,0.125
2017-09-06,2,100,1,nalidixic acid,B,3,Sample X15,1.121,1121e6,0.125
2017-09-06,2,100,1,nalidixic acid,B,4,Sample X16,1.336,1336e6,0.125
2017-09-06,2,100,1,nalidixic acid,B,5,Sample X17,1.183,1183e6,0.125
2017-09-06,2,100,1,nalidixic acid,B,6,Sample X18,0.934,934e6,0.125
2017-09-06,2,100,1,nalidixic acid,B,7,Sample X19,1.184,1184e6,0.125
2017-09-06,2,100,1,nalidixic acid,B,8,Sample X20,1.293,1293e6,0.125
2017-09-06,2,100,1,nalidixic acid,B,9,Sample X21,1.245,1245e6,0.125
2017-09-06,2,100,1,nalidixic acid,B,10,Sample X22,0.958,958e6,0.125
2017-09-06,2,100,1,nalidixic acid,B,11,Sample X23,0.868,868e6,0.125
2017-09-06,2,100,1,nalidixic acid,C,2,Sample X26,1.062,1062e6,0.125
2017-09-06,2,100,1,nalidixic acid,C,3,Sample X27,1.093,1093e6,0.125
2017-09-06,2,100,1,nalidixic acid,C,4,Sample X28,1.268,1268e6,0.125
2017-09-06,2,100,1,nalidixic acid,C,5,Sample X29,1.186,1186e6,0.125
2017-09-06,2,100,1,nalidixic acid,C,6,Sample X30,0.995,995e6,0.125
2017-09-06,2,100,1,nalidixic acid,C,7,Sample X31,0.837,837e6,0.125
2017-09-06,2,100,1,nalidixic acid,C,8,Sample X32,1.037,1036999999.9999999,0.125
2017-09-06,2,100,1,nalidixic acid,C,9,Sample X33,0.835,835e6,0.125
2017-09-06,2,100,1,nalidixic acid,C,10,Sample X34,1.174,1174e6,0.125
2017-09-06,2,100,1,nalidixic acid,C,11,Sample X35,1.232,1232e6,0.125
2017-09-06,2,100,1,nalidixic acid,D,2,Sample X38,1.048,1048e6,0.125
2017-09-06,2,100,1,nalidixic acid,D,3,Sample X39,0.865,865e6,0.125
2017-09-06,2,100,1,nalidixic acid,D,4,Sample X40,1.027,1026999999.9999999,0.125
2017-09-06,2,100,1,nalidixic acid,D,5,Sample X41,0.923,923e6,0.125
2017-09-06,2,100,1,nalidixic acid,D,6,Sample X42,1.174,1174e6,0.125
2017-09-06,2,100,1,nalidixic acid,D,7,Sample X43,1.128,1128e6,0.125
2017-09-06,2,100,1,nalidixic acid,D,8,Sample X44,1.094,1094e6,0.125
2017-09-06,2,100,1,nalidixic acid,D,9,Sample X45,0.955,955e6,0.125
2017-09-06,2,100,1,nalidixic acid,D,10,Sample X46,1.315,1315e6,0.125
2017-09-06,2,100,1,nalidixic acid,D,11,Sample X47,1.189,1189e6,0.125
2017-09-06,2,100,1,nalidixic acid,E,2,Sample X50,1.001,1000999999.9999999,0.125
2017-09-06,2,100,1,nalidixic acid,E,3,Sample X51,0.964,964e6,0.125
2017-09-06,2,100,1,nalidixic acid,E,4,Sample X52,1.156,1156e6,0.125
2017-09-06,2,100,1,nalidixic acid,E,5,Sample X53,0.935,935e6,0.125
2017-09-06,2,100,1,nalidixic acid,E,6,Sample X54,1.159,1159e6,0.125
2017-09-06,2,100,1,nalidixic acid,E,7,Sample X55,1.164,1164e6,0.125
2017-09-06,2,100,1,nalidixic acid,E,8,Sample X56,1.23,123e7,0.125
2017-09-06,2,100,1,nalidixic acid,E,9,Sample X57,1.293,1293e6,0.125
2017-09-06,2,100,1,nalidixic acid,E,10,Sample X58,1.159,1159e6,0.125
2017-09-06,2,100,1,nalidixic acid,E,11,Sample X59,1.308,1308e6,0.125
2017-09-06,2,100,1,nalidixic acid,F,2,Sample X62,1.109,1109e6,0.125
2017-09-06,2,100,1,nalidixic acid,F,3,Sample X63,1.073,1073e6,0.125
2017-09-06,2,100,1,nalidixic acid,F,4,Sample X64,1.364,1364e6,0.125
2017-09-06,2,100,1,nalidixic acid,F,5,Sample X65,1.213,1213e6,0.125
2017-09-06,2,100,1,nalidixic acid,F,6,Sample X66,1.246,1246e6,0.125
2017-09-06,2,100,1,nalidixic acid,F,7,Sample X67,0.877,877e6,0.125
2017-09-06,2,100,1,nalidixic acid,F,8,Sample X68,0.997,997e6,0.125
2017-09-06,2,100,1,nalidixic acid,F,9,Sample X69,1.117,1117e6,0.125
2017-09-06,2,100,1,nalidixic acid,F,10,Sample X70,1.31,131e7,0.125
2017-09-06,2,100,1,nalidixic acid,F,11,Sample X71,1.258,1258e6,0.125
2017-09-06,2,100,1,nalidixic acid,G,2,Sample X74,1.257,1257e6,0.125
2017-09-06,2,100,1,nalidixic acid,G,3,Sample X75,0.993,993e6,0.125
2017-09-06,2,100,1,nalidixic acid,G,4,Sample X76,0.986,986e6,0.125
2017-09-06,2,100,1,nalidixic acid,G,5,Sample X77,0.994,994e6,0.125
2017-09-06,2,100,1,nalidixic acid,G,6,Sample X78,1.192,1192e6,0.125
2017-09-06,2,100,1,nalidixic acid,G,7,Sample X79,1.2,12e8,0.125
2017-09-06,2,100,1,nalidixic acid,G,8,Sample X80,1,1e9,0.125
2017-09-06,2,100,1,nalidixic acid,G,9,Sample X81,0.753,753e6,0.125
2017-09-06,2,100,1,nalidixic acid,G,10,Sample X82,1.225,1225e6,0.125
2017-09-06,2,100,1,nalidixic acid,G,11,Sample X83,1.084,1084e6,0.125
2017-09-06,2,100,1,rifampicin,B,2,Sample X14,1.372,1372e6,0.125
2017-09-06,2,100,1,rifampicin,B,3,Sample X15,1.382,1382e6,0.125
2017-09-06,2,100,1,rifampicin,B,4,Sample X16,1.36,136e7,0.125
2017-09-06,2,100,1,rifampicin,B,5,Sample X17,1.34,134e7,0.125
2017-09-06,2,100,1,rifampicin,B,6,Sample X18,1.335,1335e6,0.125
2017-09-06,2,100,1,rifampicin,B,7,Sample X19,1.367,1367e6,0.125
2017-09-06,2,100,1,rifampicin,B,8,Sample X20,1.317,1317e6,0.125
2017-09-06,2,100,1,rifampicin,B,9,Sample X21,1.321,1321e6,0.125
2017-09-06,2,100,1,rifampicin,B,10,Sample X22,1.366,1366e6,0.125
2017-09-06,2,100,1,rifampicin,B,11,Sample X23,1.337,1337e6,0.125
2017-09-06,2,100,1,rifampicin,C,2,Sample X26,1.367,1367e6,0.125
2017-09-06,2,100,1,rifampicin,C,3,Sample X27,1.309,1309e6,0.125
2017-09-06,2,100,1,rifampicin,C,4,Sample X28,1.336,1336e6,0.125
2017-09-06,2,100,1,rifampicin,C,5,Sample X29,1.339,1339e6,0.125
2017-09-06,2,100,1,rifampicin,C,6,Sample X30,1.33,133e7,0.125
2017-09-06,2,100,1,rifampicin,C,7,Sample X31,1.271,1271e6,0.125
2017-09-06,2,100,1,rifampicin,C,8,Sample X32,1.277,1277e6,0.125
2017-09-06,2,100,1,rifampicin,C,9,Sample X33,1.23,123e7,0.125
2017-09-06,2,100,1,rifampicin,C,10,Sample X34,1.264,1264e6,0.125
2017-09-06,2,100,1,rifampicin,C,11,Sample X35,1.312,1312e6,0.125
2017-09-06,2,100,1,rifampicin,D,2,Sample X38,1.331,1331e6,0.125
2017-09-06,2,100,1,rifampicin,D,3,Sample X39,1.266,1266e6,0.125
2017-09-06,2,100,1,rifampicin,D,4,Sample X40,1.269,1269e6,0.125
2017-09-06,2,100,1,rifampicin,D,5,Sample X41,1.252,1252e6,0.125
2017-09-06,2,100,1,rifampicin,D,6,Sample X42,1.239,1239e6,0.125
2017-09-06,2,100,1,rifampicin,D,7,Sample X43,1.298,1298e6,0.125
2017-09-06,2,100,1,rifampicin,D,8,Sample X44,1.371,1371e6,0.125
2017-09-06,2,100,1,rifampicin,D,9,Sample X45,1.271,1271e6,0.125
2017-09-06,2,100,1,rifampicin,D,10,Sample X46,1.327,1327e6,0.125
2017-09-06,2,100,1,rifampicin,D,11,Sample X47,1.367,1367e6,0.125
2017-09-06,2,100,1,rifampicin,E,2,Sample X50,1.236,1236e6,0.125
2017-09-06,2,100,1,rifampicin,E,3,Sample X51,1.266,1266e6,0.125
2017-09-06,2,100,1,rifampicin,E,4,Sample X52,1.335,1335e6,0.125
2017-09-06,2,100,1,rifampicin,E,5,Sample X53,1.303,1303e6,0.125
2017-09-06,2,100,1,rifampicin,E,6,Sample X54,1.203,1203e6,0.125
2017-09-06,2,100,1,rifampicin,E,7,Sample X55,1.27,127e7,0.125
2017-09-06,2,100,1,rifampicin,E,8,Sample X56,1.333,1333e6,0.125
2017-09-06,2,100,1,rifampicin,E,9,Sample X57,1.234,1234e6,0.125
2017-09-06,2,100,1,rifampicin,E,10,Sample X58,1.315,1315e6,0.125
2017-09-06,2,100,1,rifampicin,E,11,Sample X59,1.303,1303e6,0.125
2017-09-06,2,100,1,rifampicin,F,2,Sample X62,1.311,1311e6,0.125
2017-09-06,2,100,1,rifampicin,F,3,Sample X63,1.297,1297e6,0.125
2017-09-06,2,100,1,rifampicin,F,4,Sample X64,1.342,1342e6,0.125
2017-09-06,2,100,1,rifampicin,F,5,Sample X65,1.264,1264e6,0.125
2017-09-06,2,100,1,rifampicin,F,6,Sample X66,1.336,1336e6,0.125
2017-09-06,2,100,1,rifampicin,F,7,Sample X67,1.323,1323e6,0.125
2017-09-06,2,100,1,rifampicin,F,8,Sample X68,1.327,1327e6,0.125
2017-09-06,2,100,1,rifampicin,F,9,Sample X69,1.284,1284e6,0.125
2017-09-06,2,100,1,rifampicin,F,10,Sample X70,1.314,1314e6,0.125
2017-09-06,2,100,1,rifampicin,F,11,Sample X71,1.306,1306e6,0.125
2017-09-06,2,100,1,rifampicin,G,2,Sample X74,1.29,129e7,0.125
2017-09-06,2,100,1,rifampicin,G,3,Sample X75,1.333,1333e6,0.125
2017-09-06,2,100,1,rifampicin,G,4,Sample X76,1.369,1369e6,0.125
2017-09-06,2,100,1,rifampicin,G,5,Sample X77,1.323,1323e6,0.125
2017-09-06,2,100,1,rifampicin,G,6,Sample X78,1.345,1345e6,0.125
2017-09-06,2,100,1,rifampicin,G,7,Sample X79,1.328,1328e6,0.125
2017-09-06,2,100,1,rifampicin,G,8,Sample X80,1.3,13e8,0.125
2017-09-06,2,100,1,rifampicin,G,9,Sample X81,1.332,1332e6,0.125
2017-09-06,2,100,1,rifampicin,G,10,Sample X82,1.355,1355e6,0.125
2017-09-06,2,100,1,rifampicin,G,11,Sample X83,1.291,1291e6,0.125
2017-09-06,2,50,1,nalidixic acid,B,2,Sample X14,1.386,1386e6,0.125
2017-09-06,2,50,1,nalidixic acid,B,3,Sample X15,1.356,1356e6,0.125
2017-09-06,2,50,1,nalidixic acid,B,4,Sample X16,1.389,1389e6,0.125
2017-09-06,2,50,1,nalidixic acid,B,5,Sample X17,1.383,1383e6,0.125
2017-09-06,2,50,1,nalidixic acid,B,6,Sample X18,1.357,1357e6,0.125
2017-09-06,2,50,1,nalidixic acid,B,7,Sample X19,1.369,1369e6,0.125
2017-09-06,2,50,1,nalidixic acid,B,8,Sample X20,1.363,1363e6,0.125
2017-09-06,2,50,1,nalidixic acid,B,9,Sample X21,1.355,1355e6,0.125
2017-09-06,2,50,1,nalidixic acid,B,10,Sample X22,1.353,1353e6,0.125
2017-09-06,2,50,1,nalidixic acid,B,11,Sample X23,1.346,1346e6,0.125
2017-09-06,2,50,1,nalidixic acid,C,2,Sample X26,1.317,1317e6,0.125
2017-09-06,2,50,1,nalidixic acid,C,3,Sample X27,1.311,1311e6,0.125
2017-09-06,2,50,1,nalidixic acid,C,4,Sample X28,1.29,129e7,0.125
2017-09-06,2,50,1,nalidixic acid,C,5,Sample X29,1.276,1276e6,0.125
2017-09-06,2,50,1,nalidixic acid,C,6,Sample X30,1.225,1225e6,0.125
2017-09-06,2,50,1,nalidixic acid,C,7,Sample X31,1.232,1232e6,0.125
2017-09-06,2,50,1,nalidixic acid,C,8,Sample X32,1.271,1271e6,0.125
2017-09-06,2,50,1,nalidixic acid,C,9,Sample X33,1.288,1288e6,0.125
2017-09-06,2,50,1,nalidixic acid,C,10,Sample X34,1.325,1325e6,0.125
2017-09-06,2,50,1,nalidixic acid,C,11,Sample X35,1.329,1329e6,0.125
2017-09-06,2,50,1,nalidixic acid,D,2,Sample X38,1.329,1329e6,0.125
2017-09-06,2,50,1,nalidixic acid,D,3,Sample X39,1.319,1319e6,0.125
2017-09-06,2,50,1,nalidixic acid,D,4,Sample X40,1.273,1273e6,0.125
2017-09-06,2,50,1,nalidixic acid,D,5,Sample X41,1.318,1318e6,0.125
2017-09-06,2,50,1,nalidixic acid,D,6,Sample X42,1.304,1304e6,0.125
2017-09-06,2,50,1,nalidixic acid,D,7,Sample X43,1.341,1341e6,0.125
2017-09-06,2,50,1,nalidixic acid,D,8,Sample X44,1.302,1302e6,0.125
2017-09-06,2,50,1,nalidixic acid,D,9,Sample X45,1.337,1337e6,0.125
2017-09-06,2,50,1,nalidixic acid,D,10,Sample X46,1.31,131e7,0.125
2017-09-06,2,50,1,nalidixic acid,D,11,Sample X47,1.323,1323e6,0.125
2017-09-06,2,50,1,nalidixic acid,E,2,Sample X50,1.259,1259e6,0.125
2017-09-06,2,50,1,nalidixic acid,E,3,Sample X51,1.317,1317e6,0.125
2017-09-06,2,50,1,nalidixic acid,E,4,Sample X52,1.266,1266e6,0.125
2017-09-06,2,50,1,nalidixic acid,E,5,Sample X53,1.295,1295e6,0.125
2017-09-06,2,50,1,nalidixic acid,E,6,Sample X54,1.326,1326e6,0.125
2017-09-06,2,50,1,nalidixic acid,E,7,Sample X55,1.327,1327e6,0.125
2017-09-06,2,50,1,nalidixic acid,E,8,Sample X56,1.336,1336e6,0.125
2017-09-06,2,50,1,nalidixic acid,E,9,Sample X57,1.303,1303e6,0.125
2017-09-06,2,50,1,nalidixic acid,E,10,Sample X58,1.302,1302e6,0.125
2017-09-06,2,50,1,nalidixic acid,E,11,Sample X59,1.346,1346e6,0.125
2017-09-06,2,50,1,nalidixic acid,F,2,Sample X62,1.331,1331e6,0.125
2017-09-06,2,50,1,nalidixic acid,F,3,Sample X63,1.296,1296e6,0.125
2017-09-06,2,50,1,nalidixic acid,F,4,Sample X64,1.312,1312e6,0.125
2017-09-06,2,50,1,nalidixic acid,F,5,Sample X65,1.338,1338e6,0.125
2017-09-06,2,50,1,nalidixic acid,F,6,Sample X66,1.309,1309e6,0.125
2017-09-06,2,50,1,nalidixic acid,F,7,Sample X67,1.315,1315e6,0.125
2017-09-06,2,50,1,nalidixic acid,F,8,Sample X68,1.279,1279e6,0.125
2017-09-06,2,50,1,nalidixic acid,F,9,Sample X69,1.341,1341e6,0.125
2017-09-06,2,50,1,nalidixic acid,F,10,Sample X70,1.301,1301e6,0.125
2017-09-06,2,50,1,nalidixic acid,F,11,Sample X71,1.344,1344e6,0.125
2017-09-06,2,50,1,nalidixic acid,G,2,Sample X74,1.344,1344e6,0.125
2017-09-06,2,50,1,nalidixic acid,G,3,Sample X75,1.319,1319e6,0.125
2017-09-06,2,50,1,nalidixic acid,G,4,Sample X76,1.299,1299e6,0.125
2017-09-06,2,50,1,nalidixic acid,G,5,Sample X77,1.338,1338e6,0.125
2017-09-06,2,50,1,nalidixic acid,G,6,Sample X78,1.305,1305e6,0.125
2017-09-06,2,50,1,nalidixic acid,G,7,Sample X79,1.326,1326e6,0.125
2017-09-06,2,50,1,nalidixic acid,G,8,Sample X80,1.28,128e7,0.125
2017-09-06,2,50,1,nalidixic acid,G,9,Sample X81,1.322,1322e6,0.125
2017-09-06,2,50,1,nalidixic acid,G,10,Sample X82,1.289,1289e6,0.125
2017-09-06,2,50,1,nalidixic acid,G,11,Sample X83,1.359,1359e6,0.125
2017-09-06,2,50,1,rifampicin,B,2,Sample X14,1.424,1424e6,0.125
2017-09-06,2,50,1,rifampicin,B,3,Sample X15,1.408,1408e6,0.125
2017-09-06,2,50,1,rifampicin,B,4,Sample X16,1.305,1305e6,0.125
2017-09-06,2,50,1,rifampicin,B,5,Sample X17,1.333,1333e6,0.125
2017-09-06,2,50,1,rifampicin,B,6,Sample X18,1.331,1331e6,0.125
2017-09-06,2,50,1,rifampicin,B,7,Sample X19,1.316,1316e6,0.125
2017-09-06,2,50,1,rifampicin,B,8,Sample X20,1.366,1366e6,0.125
2017-09-06,2,50,1,rifampicin,B,9,Sample X21,1.296,1296e6,0.125
2017-09-06,2,50,1,rifampicin,B,10,Sample X22,1.361,1361e6,0.125
2017-09-06,2,50,1,rifampicin,B,11,Sample X23,1.37,137e7,0.125
2017-09-06,2,50,1,rifampicin,C,2,Sample X26,1.314,1314e6,0.125
2017-09-06,2,50,1,rifampicin,C,3,Sample X27,1.351,1351e6,0.125
2017-09-06,2,50,1,rifampicin,C,4,Sample X28,1.266,1266e6,0.125
2017-09-06,2,50,1,rifampicin,C,5,Sample X29,1.327,1327e6,0.125
2017-09-06,2,50,1,rifampicin,C,6,Sample X30,1.238,1238e6,0.125
2017-09-06,2,50,1,rifampicin,C,7,Sample X31,1.283,1283e6,0.125
2017-09-06,2,50,1,rifampicin,C,8,Sample X32,1.218,1218e6,0.125
2017-09-06,2,50,1,rifampicin,C,9,Sample X33,1.175,1175e6,0.125
2017-09-06,2,50,1,rifampicin,C,10,Sample X34,1.198,1198e6,0.125
2017-09-06,2,50,1,rifampicin,C,11,Sample X35,1.283,1283e6,0.125
2017-09-06,2,50,1,rifampicin,D,2,Sample X38,1.263,1263e6,0.125
2017-09-06,2,50,1,rifampicin,D,3,Sample X39,1.308,1308e6,0.125
2017-09-06,2,50,1,rifampicin,D,4,Sample X40,1.263,1263e6,0.125
2017-09-06,2,50,1,rifampicin,D,5,Sample X41,1.289,1289e6,0.125
2017-09-06,2,50,1,rifampicin,D,6,Sample X42,1.198,1198e6,0.125
2017-09-06,2,50,1,rifampicin,D,7,Sample X43,1.302,1302e6,0.125
2017-09-06,2,50,1,rifampicin,D,8,Sample X44,1.294,1294e6,0.125
2017-09-06,2,50,1,rifampicin,D,9,Sample X45,1.252,1252e6,0.125
2017-09-06,2,50,1,rifampicin,D,10,Sample X46,1.262,1262e6,0.125
2017-09-06,2,50,1,rifampicin,D,11,Sample X47,1.299,1299e6,0.125
2017-09-06,2,50,1,rifampicin,E,2,Sample X50,1.247,1247e6,0.125
2017-09-06,2,50,1,rifampicin,E,3,Sample X51,1.264,1264e6,0.125
2017-09-06,2,50,1,rifampicin,E,4,Sample X52,1.257,1257e6,0.125
2017-09-06,2,50,1,rifampicin,E,5,Sample X53,1.24,124e7,0.125
2017-09-06,2,50,1,rifampicin,E,6,Sample X54,1.244,1244e6,0.125
2017-09-06,2,50,1,rifampicin,E,7,Sample X55,1.208,1208e6,0.125
2017-09-06,2,50,1,rifampicin,E,8,Sample X56,1.279,1279e6,0.125
2017-09-06,2,50,1,rifampicin,E,9,Sample X57,1.296,1296e6,0.125
2017-09-06,2,50,1,rifampicin,E,10,Sample X58,1.332,1332e6,0.125
2017-09-06,2,50,1,rifampicin,E,11,Sample X59,1.315,1315e6,0.125
2017-09-06,2,50,1,rifampicin,F,2,Sample X62,1.319,1319e6,0.125
2017-09-06,2,50,1,rifampicin,F,3,Sample X63,1.3,13e8,0.125
2017-09-06,2,50,1,rifampicin,F,4,Sample X64,1.266,1266e6,0.125
2017-09-06,2,50,1,rifampicin,F,5,Sample X65,1.296,1296e6,0.125
2017-09-06,2,50,1,rifampicin,F,6,Sample X66,1.296,1296e6,0.125
2017-09-06,2,50,1,rifampicin,F,7,Sample X67,1.317,1317e6,0.125
2017-09-06,2,50,1,rifampicin,F,8,Sample X68,1.357,1357e6,0.125
2017-09-06,2,50,1,rifampicin,F,9,Sample X69,1.246,1246e6,0.125
2017-09-06,2,50,1,rifampicin,F,10,Sample X70,1.334,1334e6,0.125
2017-09-06,2,50,1,rifampicin,F,11,Sample X71,1.324,1324e6,0.125
2017-09-06,2,50,1,rifampicin,G,2,Sample X74,1.318,1318e6,0.125
2017-09-06,2,50,1,rifampicin,G,3,Sample X75,1.353,1353e6,0.125
2017-09-06,2,50,1,rifampicin,G,4,Sample X76,1.346,1346e6,0.125
2017-09-06,2,50,1,rifampicin,G,5,Sample X77,1.291,1291e6,0.125
2017-09-06,2,50,1,rifampicin,G,6,Sample X78,1.312,1312e6,0.125
2017-09-06,2,50,1,rifampicin,G,7,Sample X79,1.326,1326e6,0.125
2017-09-06,2,50,1,rifampicin,G,8,Sample X80,1.34,134e7,0.125
2017-09-06,2,50,1,rifampicin,G,9,Sample X81,1.275,1275e6,0.125
2017-09-06,2,50,1,rifampicin,G,10,Sample X82,1.346,1346e6,0.125
2017-09-06,2,50,1,rifampicin,G,11,Sample X83,1.339,1339e6,0.125
