date,day,pmutS,volume,treatment,Well Row,Well Col,Content,OD,N,concentration
2017-08-18,4,90,1,double,D,4,Sample X40,1.081,1081e6,0.5
2017-08-18,4,90,1,double,D,5,Sample X41,0.182,182e6,0.5
2017-08-18,4,90,1,double,D,6,Sample X42,0.188,188e6,0.5
2017-08-18,4,90,1,double,D,7,Sample X43,0.959,959e6,0.5
2017-08-18,4,90,1,double,D,8,Sample X44,1.18,118e7,0.5
2017-08-18,4,90,1,double,D,9,Sample X45,1.136,1136e6,0.5
2017-08-18,4,90,1,double,D,10,Sample X46,0.17,17e7,0.5
2017-08-18,4,90,1,double,D,11,Sample X47,0.169,169e6,0.5
2017-08-18,4,90,1,double,E,2,Sample X50,0.192,192e6,0.5
2017-08-18,4,90,1,double,E,3,Sample X51,0.268,268000000.00000003,0.5
2017-08-18,4,90,1,double,E,4,Sample X52,0.183,183e6,0.5
2017-08-18,4,90,1,double,E,5,Sample X53,0.175,175e6,0.5
2017-08-18,4,90,1,double,E,6,Sample X54,0.189,189e6,0.5
2017-08-18,4,90,1,double,E,7,Sample X55,0.197,197e6,0.5
2017-08-18,4,90,1,double,E,8,Sample X56,1.032,1032e6,0.5
2017-08-18,4,90,1,double,E,9,Sample X57,0.195,195e6,0.5
2017-08-18,4,90,1,double,E,10,Sample X58,1.006,1006e6,0.5
2017-08-18,4,90,1,double,E,11,Sample X59,1.154,1154e6,0.5
2017-08-18,4,90,1,double,F,2,Sample X62,0.92,92e7,0.5
2017-08-18,4,90,1,double,F,3,Sample X63,0.271,271e6,0.5
2017-08-18,4,90,1,double,F,4,Sample X64,0.189,189e6,0.5
2017-08-18,4,90,1,double,F,5,Sample X65,0.296,296e6,0.5
2017-08-18,4,90,1,double,F,6,Sample X66,0.741,741e6,0.5
2017-08-18,4,90,1,double,F,7,Sample X67,1.042,1042e6,0.5
2017-08-18,4,90,1,double,F,8,Sample X68,0.213,213e6,0.5
2017-08-18,4,90,1,double,F,9,Sample X69,0.182,182e6,0.5
2017-08-18,4,90,1,double,F,10,Sample X70,0.198,198e6,0.5
2017-08-18,4,90,1,double,F,11,Sample X71,1.155,1155e6,0.5
2017-08-18,4,90,1,double,G,2,Sample X74,0.981,981e6,0.5
2017-08-18,4,90,1,double,G,3,Sample X75,1.154,1154e6,0.5
2017-08-18,4,90,1,double,G,4,Sample X76,0.253,253e6,0.5
2017-08-18,4,90,1,double,G,5,Sample X77,0.366,366e6,0.5
2017-08-18,4,90,1,double,G,6,Sample X78,0.238,238e6,0.5
2017-08-18,4,90,1,double,G,7,Sample X79,0.481,481e6,0.5
2017-08-18,4,90,1,double,G,8,Sample X80,0.195,195e6,0.5
2017-08-18,4,90,1,double,G,9,Sample X81,0.194,194e6,0.5
2017-08-18,4,90,1,double,G,10,Sample X82,0.228,228e6,0.5
2017-08-18,4,90,1,double,G,11,Sample X83,0.203,203e6,0.5
2017-08-19,5,100,1,double,B,2,Sample X14,0.167,167e6,1
2017-08-19,5,100,1,double,B,3,Sample X15,0.165,165e6,1
2017-08-19,5,100,1,double,B,4,Sample X16,0.171,171e6,1
2017-08-19,5,100,1,double,B,5,Sample X17,0.171,171e6,1
2017-08-19,5,100,1,double,B,6,Sample X18,0.171,171e6,1
2017-08-19,5,100,1,double,B,7,Sample X19,0.168,168e6,1
2017-08-19,5,100,1,double,B,8,Sample X20,0.168,168e6,1
2017-08-19,5,100,1,double,B,9,Sample X21,0.167,167e6,1
2017-08-19,5,100,1,double,B,10,Sample X22,0.167,167e6,1
2017-08-19,5,100,1,double,B,11,Sample X23,0.171,171e6,1
2017-08-19,5,100,1,double,C,2,Sample X26,0.179,179e6,1
2017-08-19,5,100,1,double,C,3,Sample X27,0.173,173e6,1
2017-08-19,5,100,1,double,C,4,Sample X28,0.177,177e6,1
2017-08-19,5,100,1,double,C,5,Sample X29,0.177,177e6,1
2017-08-19,5,100,1,double,C,6,Sample X30,0.181,181e6,1
2017-08-19,5,100,1,double,C,7,Sample X31,0.181,181e6,1
2017-08-19,5,100,1,double,C,8,Sample X32,0.179,179e6,1
2017-08-19,5,100,1,double,C,9,Sample X33,0.181,181e6,1
2017-08-19,5,100,1,double,C,10,Sample X34,0.185,185e6,1
2017-08-19,5,100,1,double,C,11,Sample X35,0.181,181e6,1
2017-08-19,5,100,1,double,D,2,Sample X38,0.233,233e6,1
2017-08-19,5,100,1,double,D,3,Sample X39,0.183,183e6,1
2017-08-19,5,100,1,double,D,4,Sample X40,0.185,185e6,1
2017-08-19,5,100,1,double,D,5,Sample X41,0.184,184e6,1
2017-08-19,5,100,1,double,D,6,Sample X42,0.182,182e6,1
2017-08-19,5,100,1,double,D,7,Sample X43,0.18,18e7,1
2017-08-19,5,100,1,double,D,8,Sample X44,0.179,179e6,1
2017-08-19,5,100,1,double,D,9,Sample X45,0.182,182e6,1
2017-08-19,5,100,1,double,D,10,Sample X46,0.18,18e7,1
2017-08-19,5,100,1,double,D,11,Sample X47,0.178,178e6,1
2017-08-19,5,100,1,double,E,2,Sample X50,0.175,175e6,1
2017-08-19,5,100,1,double,E,3,Sample X51,0.177,177e6,1
2017-08-19,5,100,1,double,E,4,Sample X52,0.177,177e6,1
2017-08-19,5,100,1,double,E,5,Sample X53,0.181,181e6,1
2017-08-19,5,100,1,double,E,6,Sample X54,0.183,183e6,1
2017-08-19,5,100,1,double,E,7,Sample X55,0.238,238e6,1
2017-08-19,5,100,1,double,E,8,Sample X56,0.183,183e6,1
2017-08-19,5,100,1,double,E,9,Sample X57,0.178,178e6,1
2017-08-19,5,100,1,double,E,10,Sample X58,0.18,18e7,1
2017-08-19,5,100,1,double,E,11,Sample X59,0.181,181e6,1
2017-08-19,5,100,1,double,F,2,Sample X62,0.192,192e6,1
2017-08-19,5,100,1,double,F,3,Sample X63,0.197,197e6,1
2017-08-19,5,100,1,double,F,4,Sample X64,0.192,192e6,1
2017-08-19,5,100,1,double,F,5,Sample X65,0.197,197e6,1
2017-08-19,5,100,1,double,F,6,Sample X66,0.195,195e6,1
2017-08-19,5,100,1,double,F,7,Sample X67,0.196,196e6,1
2017-08-19,5,100,1,double,F,8,Sample X68,0.196,196e6,1
2017-08-19,5,100,1,double,F,9,Sample X69,0.191,191e6,1
2017-08-19,5,100,1,double,F,10,Sample X70,0.195,195e6,1
2017-08-19,5,100,1,double,F,11,Sample X71,0.195,195e6,1
2017-08-19,5,100,1,double,G,2,Sample X74,0.197,197e6,1
2017-08-19,5,100,1,double,G,3,Sample X75,0.19,19e7,1
2017-08-19,5,100,1,double,G,4,Sample X76,0.196,196e6,1
2017-08-19,5,100,1,double,G,5,Sample X77,0.194,194e6,1
2017-08-19,5,100,1,double,G,6,Sample X78,0.195,195e6,1
2017-08-19,5,100,1,double,G,7,Sample X79,0.193,193e6,1
2017-08-19,5,100,1,double,G,8,Sample X80,0.196,196e6,1
2017-08-19,5,100,1,double,G,9,Sample X81,0.194,194e6,1
2017-08-19,5,100,1,double,G,10,Sample X82,0.192,192e6,1
2017-08-19,5,100,1,double,G,11,Sample X83,0.193,193e6,1
2017-08-19,5,50,1,double,B,2,Sample X14,1.06,106e7,1
2017-08-19,5,50,1,double,B,3,Sample X15,0.827,827e6,1
2017-08-19,5,50,1,double,B,4,Sample X16,1.28,128e7,1
2017-08-19,5,50,1,double,B,5,Sample X17,0.883,883e6,1
2017-08-19,5,50,1,double,B,6,Sample X18,1.06,106e7,1
2017-08-19,5,50,1,double,B,7,Sample X19,0.831,831e6,1
2017-08-19,5,50,1,double,B,8,Sample X20,0.901,901e6,1
2017-08-19,5,50,1,double,B,9,Sample X21,1.029,1028999999.9999999,1
2017-08-19,5,50,1,double,B,10,Sample X22,0.979,979e6,1
2017-08-19,5,50,1,double,B,11,Sample X23,0.608,608e6,1
2017-08-19,5,50,1,double,C,2,Sample X26,1.18,118e7,1
2017-08-19,5,50,1,double,C,3,Sample X27,0.886,886e6,1
2017-08-19,5,50,1,double,C,4,Sample X28,0.203,203e6,1
2017-08-19,5,50,1,double,C,5,Sample X29,0.935,935e6,1
2017-08-19,5,50,1,double,C,6,Sample X30,0.249,249e6,1
2017-08-19,5,50,1,double,C,7,Sample X31,0.201,201e6,1
2017-08-19,5,50,1,double,C,8,Sample X32,0.604,604e6,1
2017-08-19,5,50,1,double,C,9,Sample X33,1.085,1085e6,1
2017-08-19,5,50,1,double,C,10,Sample X34,0.842,842e6,1
2017-08-19,5,50,1,double,C,11,Sample X35,1.04,104e7,1
2017-08-19,5,50,1,double,D,2,Sample X38,0.675,675e6,1
2017-08-19,5,50,1,double,D,3,Sample X39,0.399,399e6,1
2017-08-19,5,50,1,double,D,4,Sample X40,0.987,987e6,1
2017-08-19,5,50,1,double,D,5,Sample X41,0.2,2e8,1
2017-08-19,5,50,1,double,D,6,Sample X42,0.941,941e6,1
2017-08-19,5,50,1,double,D,7,Sample X43,0.978,978e6,1
2017-08-19,5,50,1,double,D,8,Sample X44,1.208,1208e6,1
2017-08-19,5,50,1,double,D,9,Sample X45,1.138,1138e6,1
2017-08-19,5,50,1,double,D,10,Sample X46,0.738,738e6,1
2017-08-19,5,50,1,double,D,11,Sample X47,0.685,685e6,1
2017-08-19,5,50,1,double,E,2,Sample X50,0.788,788e6,1
2017-08-19,5,50,1,double,E,3,Sample X51,0.58,58e7,1
2017-08-19,5,50,1,double,E,4,Sample X52,0.877,877e6,1
2017-08-19,5,50,1,double,E,5,Sample X53,0.196,196e6,1
2017-08-19,5,50,1,double,E,6,Sample X54,0.199,199e6,1
2017-08-19,5,50,1,double,E,7,Sample X55,0.451,451e6,1
2017-08-19,5,50,1,double,E,8,Sample X56,0.723,723e6,1
2017-08-19,5,50,1,double,E,9,Sample X57,0.997,997e6,1
2017-08-19,5,50,1,double,E,10,Sample X58,0.925,925e6,1
2017-08-19,5,50,1,double,E,11,Sample X59,0.212,212e6,1
2017-08-19,5,50,1,double,F,2,Sample X62,0.805,805e6,1
2017-08-19,5,50,1,double,F,3,Sample X63,0.875,875e6,1
2017-08-19,5,50,1,double,F,4,Sample X64,1.049,1048999999.9999999,1
2017-08-19,5,50,1,double,F,5,Sample X65,1.263,1263e6,1
2017-08-19,5,50,1,double,F,6,Sample X66,0.95,95e7,1
2017-08-19,5,50,1,double,F,7,Sample X67,0.429,429e6,1
2017-08-19,5,50,1,double,F,8,Sample X68,0.863,863e6,1
2017-08-19,5,50,1,double,F,9,Sample X69,0.778,778e6,1
2017-08-19,5,50,1,double,F,10,Sample X70,0.765,765e6,1
2017-08-19,5,50,1,double,F,11,Sample X71,0.519,519e6,1
2017-08-19,5,50,1,double,G,2,Sample X74,0.848,848e6,1
2017-08-19,5,50,1,double,G,3,Sample X75,0.336,336e6,1
2017-08-19,5,50,1,double,G,4,Sample X76,0.89,89e7,1
2017-08-19,5,50,1,double,G,5,Sample X77,0.99,99e7,1
2017-08-19,5,50,1,double,G,6,Sample X78,0.846,846e6,1
2017-08-19,5,50,1,double,G,7,Sample X79,0.669,669e6,1
2017-08-19,5,50,1,double,G,8,Sample X80,0.601,601e6,1
2017-08-19,5,50,1,double,G,9,Sample X81,0.207,207e6,1
2017-08-19,5,50,1,double,G,10,Sample X82,0.812,812e6,1
2017-08-19,5,50,1,double,G,11,Sample X83,0.813,813e6,1
2017-08-19,5,75,1,double,B,2,Sample X14,0.153,153e6,1
2017-08-19,5,75,1,double,B,3,Sample X15,0.629,629e6,1
2017-08-19,5,75,1,double,B,4,Sample X16,0.335,335e6,1
2017-08-19,5,75,1,double,B,5,Sample X17,0.919,919e6,1
2017-08-19,5,75,1,double,B,6,Sample X18,0.151,151e6,1
2017-08-19,5,75,1,double,B,7,Sample X19,0.899,899e6,1
2017-08-19,5,75,1,double,B,8,Sample X20,0.204,204e6,1
2017-08-19,5,75,1,double,B,9,Sample X21,0.159,159e6,1
2017-08-19,5,75,1,double,B,10,Sample X22,0.153,153e6,1
2017-08-19,5,75,1,double,B,11,Sample X23,0.153,153e6,1
2017-08-19,5,75,1,double,C,2,Sample X26,0.161,161e6,1
2017-08-19,5,75,1,double,C,3,Sample X27,0.367,367e6,1
2017-08-19,5,75,1,double,C,4,Sample X28,0.155,155e6,1
2017-08-19,5,75,1,double,C,5,Sample X29,0.152,152e6,1
2017-08-19,5,75,1,double,C,6,Sample X30,0.158,158e6,1
2017-08-19,5,75,1,double,C,7,Sample X31,0.353,353e6,1
2017-08-19,5,75,1,double,C,8,Sample X32,0.152,152e6,1
2017-08-19,5,75,1,double,C,9,Sample X33,0.155,155e6,1
2017-08-19,5,75,1,double,C,10,Sample X34,0.861,861e6,1
2017-08-19,5,75,1,double,C,11,Sample X35,0.916,916e6,1
2017-08-19,5,75,1,double,D,2,Sample X38,0.752,752e6,1
2017-08-19,5,75,1,double,D,3,Sample X39,0.308,308e6,1
2017-08-19,5,75,1,double,D,4,Sample X40,0.158,158e6,1
2017-08-19,5,75,1,double,D,5,Sample X41,0.156,156e6,1
2017-08-19,5,75,1,double,D,6,Sample X42,0.158,158e6,1
2017-08-19,5,75,1,double,D,7,Sample X43,0.901,901e6,1
2017-08-19,5,75,1,double,D,8,Sample X44,0.156,156e6,1
2017-08-19,5,75,1,double,D,9,Sample X45,0.157,157e6,1
2017-08-19,5,75,1,double,D,10,Sample X46,0.937,937e6,1
2017-08-19,5,75,1,double,D,11,Sample X47,0.157,157e6,1
2017-08-19,5,75,1,double,E,2,Sample X50,0.297,297e6,1
2017-08-19,5,75,1,double,E,3,Sample X51,1.005,1004999999.9999999,1
2017-08-19,5,75,1,double,E,4,Sample X52,0.157,157e6,1
2017-08-19,5,75,1,double,E,5,Sample X53,0.157,157e6,1
2017-08-19,5,75,1,double,E,6,Sample X54,0.155,155e6,1
2017-08-19,5,75,1,double,E,7,Sample X55,0.206,206e6,1
2017-08-19,5,75,1,double,E,8,Sample X56,0.156,156e6,1
2017-08-19,5,75,1,double,E,9,Sample X57,0.162,162e6,1
2017-08-19,5,75,1,double,E,10,Sample X58,0.226,226e6,1
2017-08-19,5,75,1,double,E,11,Sample X59,0.828,828e6,1
2017-08-19,5,75,1,double,F,2,Sample X62,0.97,97e7,1
2017-08-19,5,75,1,double,F,3,Sample X63,0.163,163e6,1
2017-08-19,5,75,1,double,F,4,Sample X64,0.165,165e6,1
2017-08-19,5,75,1,double,F,5,Sample X65,0.165,165e6,1
2017-08-19,5,75,1,double,F,6,Sample X66,0.967,967e6,1
2017-08-19,5,75,1,double,F,7,Sample X67,0.166,166e6,1
2017-08-19,5,75,1,double,F,8,Sample X68,0.179,179e6,1
2017-08-19,5,75,1,double,F,9,Sample X69,0.166,166e6,1
2017-08-19,5,75,1,double,F,10,Sample X70,0.164,164e6,1
2017-08-19,5,75,1,double,F,11,Sample X71,0.165,165e6,1
2017-08-19,5,75,1,double,G,2,Sample X74,0.367,367e6,1
2017-08-19,5,75,1,double,G,3,Sample X75,0.853,853e6,1
2017-08-19,5,75,1,double,G,4,Sample X76,0.167,167e6,1
2017-08-19,5,75,1,double,G,5,Sample X77,0.169,169e6,1
2017-08-19,5,75,1,double,G,6,Sample X78,0.162,162e6,1
2017-08-19,5,75,1,double,G,7,Sample X79,0.17,17e7,1
2017-08-19,5,75,1,double,G,8,Sample X80,0.168,168e6,1
2017-08-19,5,75,1,double,G,9,Sample X81,0.882,882e6,1
2017-08-19,5,75,1,double,G,10,Sample X82,0.169,169e6,1
2017-08-19,5,75,1,double,G,11,Sample X83,0.167,167e6,1
2017-08-19,5,90,1,double,B,2,Sample X14,0.158,158e6,1
2017-08-19,5,90,1,double,B,3,Sample X15,0.159,159e6,1
2017-08-19,5,90,1,double,B,4,Sample X16,0.161,161e6,1
2017-08-19,5,90,1,double,B,5,Sample X17,0.697,697e6,1
2017-08-19,5,90,1,double,B,6,Sample X18,0.69,69e7,1
2017-08-19,5,90,1,double,B,7,Sample X19,0.154,154e6,1
2017-08-19,5,90,1,double,B,8,Sample X20,0.158,158e6,1
2017-08-19,5,90,1,double,B,9,Sample X21,1.035,1034999999.9999999,1
2017-08-19,5,90,1,double,B,10,Sample X22,0.167,167e6,1
2017-08-19,5,90,1,double,B,11,Sample X23,1.139,1139e6,1
2017-08-19,5,90,1,double,C,2,Sample X26,0.174,174e6,1
2017-08-19,5,90,1,double,C,3,Sample X27,0.165,165e6,1
2017-08-19,5,90,1,double,C,4,Sample X28,0.168,168e6,1
2017-08-19,5,90,1,double,C,5,Sample X29,0.168,168e6,1
2017-08-19,5,90,1,double,C,6,Sample X30,0.168,168e6,1
2017-08-19,5,90,1,double,C,7,Sample X31,0.165,165e6,1
2017-08-19,5,90,1,double,C,8,Sample X32,0.163,163e6,1
2017-08-19,5,90,1,double,C,9,Sample X33,0.168,168e6,1
2017-08-19,5,90,1,double,C,10,Sample X34,0.167,167e6,1
2017-08-19,5,90,1,double,C,11,Sample X35,0.171,171e6,1
2017-08-19,5,90,1,double,D,2,Sample X38,0.173,173e6,1
2017-08-19,5,90,1,double,D,3,Sample X39,0.17,17e7,1
2017-08-19,5,90,1,double,D,4,Sample X40,1.28,128e7,1
2017-08-19,5,90,1,double,D,5,Sample X41,0.17,17e7,1
2017-08-19,5,90,1,double,D,6,Sample X42,0.166,166e6,1
2017-08-19,5,90,1,double,D,7,Sample X43,0.765,765e6,1
2017-08-19,5,90,1,double,D,8,Sample X44,0.968,968e6,1
2017-08-19,5,90,1,double,D,9,Sample X45,0.891,891e6,1
2017-08-19,5,90,1,double,D,10,Sample X46,0.171,171e6,1
2017-08-19,5,90,1,double,D,11,Sample X47,0.169,169e6,1
2017-08-19,5,90,1,double,E,2,Sample X50,0.165,165e6,1
2017-08-19,5,90,1,double,E,3,Sample X51,0.169,169e6,1
2017-08-19,5,90,1,double,E,4,Sample X52,0.164,164e6,1
2017-08-19,5,90,1,double,E,5,Sample X53,0.164,164e6,1
2017-08-19,5,90,1,double,E,6,Sample X54,0.162,162e6,1
2017-08-19,5,90,1,double,E,7,Sample X55,0.162,162e6,1
2017-08-19,5,90,1,double,E,8,Sample X56,0.705,705e6,1
2017-08-19,5,90,1,double,E,9,Sample X57,0.167,167e6,1
2017-08-19,5,90,1,double,E,10,Sample X58,1.004,1004e6,1
2017-08-19,5,90,1,double,E,11,Sample X59,0.881,881e6,1
2017-08-19,5,90,1,double,F,2,Sample X62,0.628,628e6,1
2017-08-19,5,90,1,double,F,3,Sample X63,0.178,178e6,1
2017-08-19,5,90,1,double,F,4,Sample X64,0.179,179e6,1
2017-08-19,5,90,1,double,F,5,Sample X65,0.173,173e6,1
2017-08-19,5,90,1,double,F,6,Sample X66,0.612,612e6,1
2017-08-19,5,90,1,double,F,7,Sample X67,0.386,386e6,1
2017-08-19,5,90,1,double,F,8,Sample X68,0.178,178e6,1
2017-08-19,5,90,1,double,F,9,Sample X69,0.175,175e6,1
2017-08-19,5,90,1,double,F,10,Sample X70,0.182,182e6,1
2017-08-19,5,90,1,double,F,11,Sample X71,0.98,98e7,1
2017-08-19,5,90,1,double,G,2,Sample X74,0.794,794e6,1
2017-08-19,5,90,1,double,G,3,Sample X75,1.186,1186e6,1
2017-08-19,5,90,1,double,G,4,Sample X76,0.177,177e6,1
2017-08-19,5,90,1,double,G,5,Sample X77,0.183,183e6,1
2017-08-19,5,90,1,double,G,6,Sample X78,0.173,173e6,1
2017-08-19,5,90,1,double,G,7,Sample X79,0.29,29e7,1
2017-08-19,5,90,1,double,G,8,Sample X80,0.183,183e6,1
2017-08-19,5,90,1,double,G,9,Sample X81,0.18,18e7,1
2017-08-19,5,90,1,double,G,10,Sample X82,0.18,18e7,1
2017-08-19,5,90,1,double,G,11,Sample X83,0.184,184e6,1
2017-08-21,6,100,1,double,B,2,Sample X14,0.167,167e6,2
2017-08-21,6,100,1,double,B,3,Sample X15,0.168,168e6,2
2017-08-21,6,100,1,double,B,4,Sample X16,0.169,169e6,2
2017-08-21,6,100,1,double,B,5,Sample X17,0.174,174e6,2
2017-08-21,6,100,1,double,B,6,Sample X18,0.174,174e6,2
2017-08-21,6,100,1,double,B,7,Sample X19,0.173,173e6,2
2017-08-21,6,100,1,double,B,8,Sample X20,0.172,172e6,2
2017-08-21,6,100,1,double,B,9,Sample X21,0.172,172e6,2
2017-08-21,6,100,1,double,B,10,Sample X22,0.17,17e7,2
2017-08-21,6,100,1,double,B,11,Sample X23,0.17,17e7,2
2017-08-21,6,100,1,double,C,2,Sample X26,0.173,173e6,2
2017-08-21,6,100,1,double,C,3,Sample X27,0.172,172e6,2
2017-08-21,6,100,1,double,C,4,Sample X28,0.178,178e6,2
2017-08-21,6,100,1,double,C,5,Sample X29,0.177,177e6,2
2017-08-21,6,100,1,double,C,6,Sample X30,0.181,181e6,2
2017-08-21,6,100,1,double,C,7,Sample X31,0.18,18e7,2
2017-08-21,6,100,1,double,C,8,Sample X32,0.182,182e6,2
2017-08-21,6,100,1,double,C,9,Sample X33,0.181,181e6,2
2017-08-21,6,100,1,double,C,10,Sample X34,0.186,186e6,2
2017-08-21,6,100,1,double,C,11,Sample X35,0.182,182e6,2
2017-08-21,6,100,1,double,D,2,Sample X38,0.182,182e6,2
2017-08-21,6,100,1,double,D,3,Sample X39,0.186,186e6,2
2017-08-21,6,100,1,double,D,4,Sample X40,0.186,186e6,2
2017-08-21,6,100,1,double,D,5,Sample X41,0.186,186e6,2
2017-08-21,6,100,1,double,D,6,Sample X42,0.184,184e6,2
2017-08-21,6,100,1,double,D,7,Sample X43,0.184,184e6,2
2017-08-21,6,100,1,double,D,8,Sample X44,0.183,183e6,2
2017-08-21,6,100,1,double,D,9,Sample X45,0.185,185e6,2
2017-08-21,6,100,1,double,D,10,Sample X46,0.18,18e7,2
2017-08-21,6,100,1,double,D,11,Sample X47,0.177,177e6,2
2017-08-21,6,100,1,double,E,2,Sample X50,0.178,178e6,2
2017-08-21,6,100,1,double,E,3,Sample X51,0.182,182e6,2
2017-08-21,6,100,1,double,E,4,Sample X52,0.178,178e6,2
2017-08-21,6,100,1,double,E,5,Sample X53,0.186,186e6,2
2017-08-21,6,100,1,double,E,6,Sample X54,0.187,187e6,2
2017-08-21,6,100,1,double,E,7,Sample X55,0.186,186e6,2
2017-08-21,6,100,1,double,E,8,Sample X56,0.185,185e6,2
2017-08-21,6,100,1,double,E,9,Sample X57,0.184,184e6,2
2017-08-21,6,100,1,double,E,10,Sample X58,0.188,188e6,2
2017-08-21,6,100,1,double,E,11,Sample X59,0.189,189e6,2
2017-08-21,6,100,1,double,F,2,Sample X62,0.193,193e6,2
2017-08-21,6,100,1,double,F,3,Sample X63,0.196,196e6,2
2017-08-21,6,100,1,double,F,4,Sample X64,0.195,195e6,2
2017-08-21,6,100,1,double,F,5,Sample X65,0.199,199e6,2
2017-08-21,6,100,1,double,F,6,Sample X66,0.197,197e6,2
2017-08-21,6,100,1,double,F,7,Sample X67,0.199,199e6,2
2017-08-21,6,100,1,double,F,8,Sample X68,0.199,199e6,2
2017-08-21,6,100,1,double,F,9,Sample X69,0.192,192e6,2
2017-08-21,6,100,1,double,F,10,Sample X70,0.199,199e6,2
2017-08-21,6,100,1,double,F,11,Sample X71,0.2,2e8,2
2017-08-21,6,100,1,double,G,2,Sample X74,0.202,202e6,2
2017-08-21,6,100,1,double,G,3,Sample X75,0.196,196e6,2
2017-08-21,6,100,1,double,G,4,Sample X76,0.199,199e6,2
2017-08-21,6,100,1,double,G,5,Sample X77,0.197,197e6,2
2017-08-21,6,100,1,double,G,6,Sample X78,0.198,198e6,2
2017-08-21,6,100,1,double,G,7,Sample X79,0.199,199e6,2
2017-08-21,6,100,1,double,G,8,Sample X80,0.201,201e6,2
2017-08-21,6,100,1,double,G,9,Sample X81,0.198,198e6,2
2017-08-21,6,100,1,double,G,10,Sample X82,0.198,198e6,2
2017-08-21,6,100,1,double,G,11,Sample X83,0.2,2e8,2
2017-08-21,6,50,1,double,B,2,Sample X14,1.309,1309e6,2
2017-08-21,6,50,1,double,B,3,Sample X15,1.347,1347e6,2
2017-08-21,6,50,1,double,B,4,Sample X16,1.333,1333e6,2
2017-08-21,6,50,1,double,B,5,Sample X17,0.505,505e6,2
2017-08-21,6,50,1,double,B,6,Sample X18,1.371,1371e6,2
2017-08-21,6,50,1,double,B,7,Sample X19,1.262,1262e6,2
2017-08-21,6,50,1,double,B,8,Sample X20,1.281,1281e6,2
2017-08-21,6,50,1,double,B,9,Sample X21,1.32,132e7,2
2017-08-21,6,50,1,double,B,10,Sample X22,1.33,133e7,2
2017-08-21,6,50,1,double,B,11,Sample X23,1.059,1059e6,2
2017-08-21,6,50,1,double,C,2,Sample X26,1.254,1254e6,2
2017-08-21,6,50,1,double,C,3,Sample X27,1.321,1321e6,2
2017-08-21,6,50,1,double,C,4,Sample X28,0.217,217e6,2
2017-08-21,6,50,1,double,C,5,Sample X29,1.304,1304e6,2
2017-08-21,6,50,1,double,C,6,Sample X30,0.226,226e6,2
2017-08-21,6,50,1,double,C,7,Sample X31,0.22,22e7,2
2017-08-21,6,50,1,double,C,8,Sample X32,1.076,1076e6,2
2017-08-21,6,50,1,double,C,9,Sample X33,1.258,1258e6,2
2017-08-21,6,50,1,double,C,10,Sample X34,1.24,124e7,2
2017-08-21,6,50,1,double,C,11,Sample X35,1.279,1279e6,2
2017-08-21,6,50,1,double,D,2,Sample X38,0.673,673e6,2
2017-08-21,6,50,1,double,D,3,Sample X39,0.645,645e6,2
2017-08-21,6,50,1,double,D,4,Sample X40,1.351,1351e6,2
2017-08-21,6,50,1,double,D,5,Sample X41,0.219,219e6,2
2017-08-21,6,50,1,double,D,6,Sample X42,0.781,781e6,2
2017-08-21,6,50,1,double,D,7,Sample X43,1.316,1316e6,2
2017-08-21,6,50,1,double,D,8,Sample X44,1.26,126e7,2
2017-08-21,6,50,1,double,D,9,Sample X45,1.234,1234e6,2
2017-08-21,6,50,1,double,D,10,Sample X46,0.255,255e6,2
2017-08-21,6,50,1,double,D,11,Sample X47,0.323,323e6,2
2017-08-21,6,50,1,double,E,2,Sample X50,1.303,1303e6,2
2017-08-21,6,50,1,double,E,3,Sample X51,0.578,578e6,2
2017-08-21,6,50,1,double,E,4,Sample X52,1.333,1333e6,2
2017-08-21,6,50,1,double,E,5,Sample X53,0.21,21e7,2
2017-08-21,6,50,1,double,E,6,Sample X54,0.213,213e6,2
2017-08-21,6,50,1,double,E,7,Sample X55,0.393,393e6,2
2017-08-21,6,50,1,double,E,8,Sample X56,0.971,971e6,2
2017-08-21,6,50,1,double,E,9,Sample X57,1.354,1354e6,2
2017-08-21,6,50,1,double,E,10,Sample X58,1.221,1221e6,2
2017-08-21,6,50,1,double,E,11,Sample X59,0.228,228e6,2
2017-08-21,6,50,1,double,F,2,Sample X62,1.163,1163e6,2
2017-08-21,6,50,1,double,F,3,Sample X63,1.309,1309e6,2
2017-08-21,6,50,1,double,F,4,Sample X64,1.382,1382e6,2
2017-08-21,6,50,1,double,F,5,Sample X65,1.317,1317e6,2
2017-08-21,6,50,1,double,F,6,Sample X66,1.367,1367e6,2
2017-08-21,6,50,1,double,F,7,Sample X67,0.977,977e6,2
2017-08-21,6,50,1,double,F,8,Sample X68,0.91,91e7,2
2017-08-21,6,50,1,double,F,9,Sample X69,1.292,1292e6,2
2017-08-21,6,50,1,double,F,10,Sample X70,1.011,1010999999.9999999,2
2017-08-21,6,50,1,double,F,11,Sample X71,0.293,293e6,2
2017-08-21,6,50,1,double,G,2,Sample X74,1.375,1375e6,2
2017-08-21,6,50,1,double,G,3,Sample X75,0.255,255e6,2
2017-08-21,6,50,1,double,G,4,Sample X76,1.417,1417e6,2
2017-08-21,6,50,1,double,G,5,Sample X77,1.371,1371e6,2
2017-08-21,6,50,1,double,G,6,Sample X78,0.782,782e6,2
2017-08-21,6,50,1,double,G,7,Sample X79,1.273,1273e6,2
