2.855e+08	0	0	0
8.24553e+08	5	1	0
2.2696e+09	35	7	0
5.54804e+09	104	18	0
1.08118e+10	237	41	0
1.58867e+10	398	60	0
1.88622e+10	516	74	0
2.01276e+10	586	82	0
2.05907e+10	657	90	0
2.07508e+10	730	93	0
2.0805e+10	786	101	0
2.08233e+10	877	102	0
2.08294e+10	950	108	0
2.08314e+10	1038	110	0
2.08321e+10	1118	114	0
2.08324e+10	1220	119	0
2.08324e+10	1326	121	0
2.08325e+10	1448	125	0
2.08325e+10	1579	127	0
2.08325e+10	1708	132	0
2.08325e+10	1848	136	0
2.08325e+10	2016	139	0
2.08325e+10	2225	145	0
2.16268e+07	19	13	0
4.3542e+07	38	32	0
8.75739e+07	67	80	0
1.75627e+08	147	227	0
3.50377e+08	379	658	0
6.91762e+08	827	1920	0
1.3386e+09	1637	5198	0
2.49606e+09	3220	13637	0
4.36971e+09	5989	32867	0
6.96035e+09	9904	69789	0
9.85725e+09	14665	127050	0
1.24183e+10	19083	198327	0
1.42523e+10	22442	274194	0
1.53765e+10	24860	348567	0
1.60011e+10	26484	422935	0
1.63293e+10	27681	500202	0
1.64967e+10	28581	583901	0
1.65807e+10	29382	676248	0
1.66226e+10	30094	780631	0
1.66433e+10	30743	900546	0
1.66535e+10	31396	1.03775e+06	0
1.66585e+10	32019	1.19526e+06	0
1.65008e+07	463	14277	0
2.53156e+07	1109	34761	0
3.8736e+07	2843	84167	0
5.90628e+07	7099	204510	0
8.95618e+07	17866	495396	0
1.3469e+08	44474	1.19455e+06	0
2.00103e+08	108718	2.87031e+06	0
2.92079e+08	260055	6.85974e+06	1
4.15847e+08	596238	1.62529e+07	3
5.7228e+08	1.30099e+06	3.80367e+07	5
7.53134e+08	2.65125e+06	8.76493e+07	12
9.35945e+08	4.95413e+06	1.97991e+08	34
1.08057e+09	8.26731e+06	4.35741e+08	74
1.13073e+09	1.18477e+07	9.26189e+08	182
1.13073e+09	1.34328e+07	1.86417e+09	446
1.13073e+09	1.34328e+07	3.41348e+09	980
1.13073e+09	1.34328e+07	5.43891e+09	2083
1.13073e+09	1.34328e+07	7.40737e+09	3906
1.13073e+09	1.34328e+07	8.83913e+09	6729
1.13073e+09	1.34328e+07	9.67552e+09	11062
1.13073e+09	1.34328e+07	1.01028e+10	17590
1.13073e+09	1.34328e+07	1.03063e+10	27765
6.86696e+06	298904	1.45807e+07	389
8.32849e+06	1.32704e+06	1.97858e+07	979
1.00793e+07	5.86695e+06	2.68436e+07	2402
1.21361e+07	2.57266e+07	3.63983e+07	6202
1.44107e+07	1.1003e+08	4.92264e+07	15276
1.63293e+07	4.32727e+08	6.60448e+07	37281
1.66299e+07	1.31789e+09	8.64378e+07	89970
1.66299e+07	2.48739e+09	1.0802e+08	205712
1.66299e+07	3.11808e+09	1.29761e+08	454434
1.66299e+07	3.29715e+09	1.53323e+08	987699
1.66299e+07	3.32259e+09	1.80328e+08	2.13789e+06
1.66299e+07	3.32259e+09	2.11755e+08	4.61517e+06
1.66299e+07	3.32259e+09	2.4828e+08	9.94343e+06
1.66299e+07	3.32259e+09	2.90527e+08	2.13826e+07
1.66299e+07	3.32259e+09	3.39097e+08	4.58718e+07
1.66299e+07	3.32259e+09	3.94354e+08	9.80417e+07
1.66299e+07	3.32259e+09	4.56053e+08	2.08353e+08
1.66299e+07	3.32259e+09	5.22501e+08	4.386e+08
1.66299e+07	3.32259e+09	5.88752e+08	9.0795e+08
1.66299e+07	3.32259e+09	6.43719e+08	1.82316e+09
1.66299e+07	3.32259e+09	6.67242e+08	3.46844e+09
1.66299e+07	3.32259e+09	6.67242e+08	6.04255e+09
90401	5.02524e+07	4.07042e+06	2.8217e+07
92940	2.11492e+08	4.92643e+06	7.37721e+07
92940	6.3995e+08	5.81732e+06	1.89641e+08
92940	1.06146e+09	6.56408e+06	4.72816e+08
92940	1.09801e+09	7.08047e+06	1.14281e+09
92940	1.09801e+09	7.19227e+06	2.63292e+09
92940	1.09801e+09	7.19227e+06	5.4954e+09
92940	1.09801e+09	7.19227e+06	9.71223e+09
92940	1.09801e+09	7.19227e+06	1.39996e+10
92940	1.09801e+09	7.19227e+06	1.699e+10
92940	1.09801e+09	7.19227e+06	1.85699e+10
92940	1.09801e+09	7.19227e+06	1.92836e+10
92940	1.09801e+09	7.19227e+06	1.95831e+10
92940	1.09801e+09	7.19227e+06	1.97048e+10
92940	1.09801e+09	7.19227e+06	1.97537e+10
92940	1.09801e+09	7.19227e+06	1.97732e+10
92940	1.09801e+09	7.19227e+06	1.9781e+10
92940	1.09801e+09	7.19227e+06	1.97841e+10
92940	1.09801e+09	7.19227e+06	1.97853e+10
92940	1.09801e+09	7.19227e+06	1.97858e+10
92940	1.09801e+09	7.19227e+06	1.9786e+10
92940	1.09801e+09	7.19227e+06	1.97861e+10
638	1.91553e+07	39124	2.77565e+07
767	6.16273e+07	42249	7.15359e+07
893	1.6079e+08	45218	1.83124e+08
982	2.699e+08	47685	4.62218e+08
986	2.77919e+08	48872	1.13887e+09
986	2.77919e+08	48877	2.66847e+09
986	2.77919e+08	48877	5.62883e+09
986	2.77919e+08	48877	9.94967e+09
986	2.77919e+08	48877	1.42196e+10
986	2.77919e+08	48877	1.70844e+10
986	2.77919e+08	48877	1.85427e+10
986	2.77919e+08	48877	1.91815e+10
986	2.77919e+08	48877	1.94426e+10
986	2.77919e+08	48877	1.95464e+10
986	2.77919e+08	48877	1.95871e+10
986	2.77919e+08	48877	1.96031e+10
986	2.77919e+08	48877	1.96093e+10
986	2.77919e+08	48877	1.96117e+10
986	2.77919e+08	48877	1.96127e+10
986	2.77919e+08	48877	1.9613e+10
986	2.77919e+08	48877	1.96132e+10
986	2.77919e+08	48877	1.96132e+10
2.855e+08	0	0	0
8.24564e+08	7	0	0
2.26974e+09	30	0	0
5.54815e+09	94	5	0
1.08121e+10	249	18	0
1.58869e+10	449	40	0
1.88624e+10	578	56	0
2.01276e+10	678	66	0
2.05907e+10	767	71	0
2.07508e+10	840	77	0
2.0805e+10	937	79	0
2.08233e+10	1012	81	0
2.08294e+10	1096	84	0
2.08314e+10	1194	86	0
2.08321e+10	1293	90	0
2.08324e+10	1389	94	0
2.08324e+10	1532	95	0
2.08325e+10	1674	99	0
2.08325e+10	1824	101	0
2.08325e+10	2006	107	0
2.08325e+10	2169	108	0
2.08325e+10	2354	113	0
2.08325e+10	2563	119	0
2.16261e+07	25	3	0
4.35606e+07	51	7	0
8.76081e+07	98	18	0
1.75723e+08	209	44	0
3.50601e+08	457	119	0
6.92156e+08	951	329	0
1.33927e+09	1953	940	0
2.49717e+09	3870	2374	0
4.37129e+09	7109	5646	0
6.9622e+09	11784	11848	0
9.85912e+09	17593	21718	0
1.24198e+10	22906	33952	0
1.42534e+10	27145	46759	0
1.53773e+10	29997	59389	0
1.60017e+10	31914	72245	0
1.63298e+10	33337	85182	0
1.64972e+10	34379	99534	0
1.65812e+10	35244	115355	0
1.66231e+10	36057	133189	0
1.66439e+10	36858	153706	0
1.66542e+10	37667	177330	0
1.66593e+10	38514	204085	0
1.64957e+07	541	2507	0
2.53085e+07	1404	5997	0
3.87332e+07	3569	14640	0
5.90651e+07	9282	35552	0
8.956e+07	23588	85793	0
1.34703e+08	58733	207393	0
2.00179e+08	143963	497877	0
2.92409e+08	343754	1.19161e+06	0
4.17059e+08	792334	2.82152e+06	0
5.76266e+08	1.74287e+06	6.61604e+06	0
7.65204e+08	3.60334e+06	1.52987e+07	0
9.69614e+08	6.93325e+06	3.47905e+07	0
1.16661e+09	1.2326e+07	7.76919e+07	1
1.32814e+09	2.01348e+07	1.7018e+08	2
1.42306e+09	2.99776e+07	3.6491e+08	6
1.43467e+09	3.97845e+07	7.62057e+08	15
1.43467e+09	4.37848e+07	1.52328e+09	53
1.43467e+09	4.37848e+07	2.81699e+09	121
1.43467e+09	4.37848e+07	4.62156e+09	276
1.43467e+09	4.37848e+07	6.55015e+09	535
1.43467e+09	4.37848e+07	8.10329e+09	967
1.43467e+09	4.37848e+07	9.09286e+09	1633
8.71373e+06	972447	1.45814e+07	30
1.05601e+07	4.31384e+06	1.97899e+07	82
1.27487e+07	1.90026e+07	2.68433e+07	211
1.5232e+07	8.21332e+07	3.6341e+07	517
1.75575e+07	3.3308e+08	4.88941e+07	1277
1.8238e+07	1.09546e+09	6.44775e+07	3011
1.8238e+07	2.2988e+09	8.14066e+07	7114
1.8238e+07	3.06586e+09	9.83756e+07	15779
1.8238e+07	3.30894e+09	1.16473e+08	34428
1.8238e+07	3.35615e+09	1.37071e+08	74186
1.8238e+07	3.35724e+09	1.6105e+08	159766
1.8238e+07	3.35724e+09	1.89017e+08	344996
1.8238e+07	3.35724e+09	2.21569e+08	743737
1.8238e+07	3.35724e+09	2.59346e+08	1.60068e+06
1.8238e+07	3.35724e+09	3.03033e+08	3.43329e+06
1.8238e+07	3.35724e+09	3.5336e+08	7.35711e+06
1.8238e+07	3.35724e+09	4.11046e+08	1.57204e+07
1.8238e+07	3.35724e+09	4.76685e+08	3.35154e+07
1.8238e+07	3.35724e+09	5.50598e+08	7.11403e+07
1.8238e+07	3.35724e+09	6.32508e+08	1.50172e+08
1.8238e+07	3.35724e+09	7.20576e+08	3.14334e+08
1.8238e+07	3.35724e+09	8.09865e+08	6.49031e+08
99046	5.08009e+07	4.94452e+06	8.53586e+06
102827	2.19469e+08	5.99404e+06	2.23389e+07
102827	6.99263e+08	7.10395e+06	5.75682e+07
102827	1.26106e+09	8.06736e+06	1.4413e+08
102827	1.42523e+09	8.84365e+06	3.52273e+08
102827	1.42523e+09	9.45002e+06	8.46085e+08
102827	1.42523e+09	9.62607e+06	1.96114e+09
102827	1.42523e+09	9.62607e+06	4.21445e+09
102827	1.42523e+09	9.62607e+06	7.89192e+09
102827	1.42523e+09	9.62607e+06	1.22123e+10
102827	1.42523e+09	9.62607e+06	1.56917e+10
102827	1.42523e+09	9.62607e+06	1.77363e+10
102827	1.42523e+09	9.62607e+06	1.87227e+10
102827	1.42523e+09	9.62607e+06	1.91531e+10
102827	1.42523e+09	9.62607e+06	1.93328e+10
102827	1.42523e+09	9.62607e+06	1.94063e+10
102827	1.42523e+09	9.62607e+06	1.94361e+10
102827	1.42523e+09	9.62607e+06	1.94482e+10
102827	1.42523e+09	9.62607e+06	1.94531e+10
102827	1.42523e+09	9.62607e+06	1.94551e+10
102827	1.42523e+09	9.62607e+06	1.94559e+10
102827	1.42523e+09	9.62607e+06	1.94562e+10
637	2.47026e+07	51920	2.77417e+07
753	7.8306e+07	56103	7.14661e+07
853	1.9662e+08	59976	1.82723e+08
906	3.11043e+08	63116	4.60294e+08
911	3.15988e+08	64548	1.13221e+09
911	3.15988e+08	64549	2.64946e+09
911	3.15988e+08	64549	5.58643e+09
911	3.15988e+08	64549	9.88289e+09
911	3.15988e+08	64549	1.41468e+10
911	3.15988e+08	64549	1.70217e+10
911	3.15988e+08	64549	1.84913e+10
911	3.15988e+08	64549	1.91369e+10
911	3.15988e+08	64549	1.94016e+10
911	3.15988e+08	64549	1.9507e+10
