Well Row,Well Col,Content, 1 - 1, 1 - 2, 1 - 3, 1 - 4, 1 - 5, 1 - 6, 1 - 7, 1 - 8, 1 - 9, 1 - 10, 1 - 11, 1 - 12, 1 - 13, 1 - 14, 1 - 15, 1 - 16, 1 - 17, 1 - 18, 1 - 19, 1 - 20, 1 - 21, 1 - 22, 1 - 23, 1 - 24, 1 - 25, 1 - 26, 1 - 27, 1 - 28, 1 - 29, 1 - 30, 1 - 31, 1 - 32, 1 - 33, 1 - 34, 1 - 35, 1 - 36, 1 - 37, 1 - 38, 1 - 39, 1 - 40, 1 - 41, 1 - 42, 1 - 43, 1 - 44, 1 - 45, 1 - 46, 1 - 47, 1 - 48, 1 - 49, 1 - 50, 1 - 51, 1 - 52, 1 - 53, 1 - 54, 1 - 55,
,,Time,0 h ,0 h 40 min,1 h 20 min,2 h ,2 h 40 min,3 h 20 min,4 h ,4 h 40 min,5 h 20 min,6 h ,6 h 40 min,7 h 20 min,8 h ,8 h 40 min,9 h 20 min,10 h ,10 h 40 min,11 h 20 min,12 h ,12 h 40 min,13 h 20 min,14 h ,14 h 40 min,15 h 20 min,16 h ,16 h 40 min,17 h 20 min,18 h ,18 h 40 min,19 h 20 min,20 h ,20 h 40 min,21 h 20 min,22 h ,22 h 40 min,23 h 20 min,24 h ,24 h 40 min,25 h 20 min,26 h ,26 h 40 min,27 h 20 min,28 h ,28 h 40 min,29 h 20 min,30 h ,30 h 40 min,31 h 20 min,32 h ,32 h 40 min,33 h 20 min,34 h ,34 h 40 min,35 h 20 min,36 h ,
G,6,Sample X78,0.04,0.039,0.042,0.043,0.045,0.045,0.044,0.044,0.044,0.042,0.04,0.044,0.043,0.043,0.044,0.041,0.041,0.043,0.042,0.043,0.043,0.043,0.041,0.045,0.04,0.041,0.042,0.042,0.043,0.043,0.046,0.041,0.045,0.04,0.044,0.044,0.045,0.043,0.044,0.045,0.045,0.043,0.047,0.048,0.043,0.049,0.05,0.049,0.049,0.05,0.048,0.049,0.048,0.049,0.05,
G,7,Sample X79,0.041,0.041,0.04,0.039,0.042,0.043,0.043,0.042,0.039,0.04,0.037,0.043,0.044,0.041,0.041,0.038,0.041,0.04,0.042,0.043,0.05,0.059,0.076,0.11,0.137,0.169,0.2,0.228,0.255,0.277,0.281,0.285,0.299,0.301,0.317,0.322,0.343,0.352,0.365,0.373,0.39,0.399,0.412,0.42,0.431,0.438,0.457,0.458,0.472,0.477,0.48,0.5,0.502,0.513,0.526,
G,8,Sample X80,0.037,0.038,0.041,0.042,0.042,0.043,0.043,0.042,0.041,0.042,0.04,0.042,0.039,0.043,0.041,0.039,0.041,0.04,0.039,0.039,0.04,0.038,0.036,0.04,0.04,0.037,0.042,0.04,0.041,0.04,0.042,0.039,0.042,0.038,0.041,0.041,0.04,0.041,0.041,0.042,0.043,0.039,0.043,0.043,0.042,0.041,0.045,0.049,0.044,0.046,0.044,0.044,0.043,0.047,0.046,
G,9,Sample X81,0.039,0.041,0.042,0.042,0.042,0.044,0.042,0.043,0.04,0.042,0.039,0.043,0.042,0.04,0.04,0.041,0.04,0.04,0.038,0.04,0.042,0.04,0.042,0.052,0.06,0.072,0.113,0.145,0.171,0.192,0.22,0.233,0.259,0.268,0.283,0.292,0.311,0.326,0.34,0.356,0.372,0.381,0.401,0.417,0.424,0.439,0.454,0.467,0.486,0.492,0.504,0.517,0.533,0.543,0.554,
G,10,Sample X82,0.039,0.043,0.042,0.042,0.043,0.044,0.041,0.041,0.041,0.04,0.038,0.042,0.038,0.04,0.04,0.038,0.039,0.04,0.04,0.038,0.038,0.037,0.036,0.04,0.039,0.037,0.039,0.039,0.038,0.037,0.039,0.037,0.039,0.039,0.037,0.039,0.04,0.038,0.04,0.04,0.04,0.039,0.04,0.042,0.038,0.042,0.04,0.041,0.039,0.046,0.041,0.041,0.04,0.04,0.041,
G,11,Sample X83,0.038,0.04,0.042,0.04,0.042,0.042,0.041,0.041,0.039,0.04,0.036,0.039,0.038,0.04,0.04,0.04,0.039,0.037,0.037,0.039,0.038,0.037,0.037,0.039,0.038,0.037,0.039,0.037,0.038,0.038,0.039,0.037,0.041,0.041,0.04,0.045,0.045,0.049,0.057,0.07,0.085,0.102,0.118,0.138,0.138,0.156,0.163,0.175,0.179,0.198,0.205,0.214,0.228,0.24,0.251,
G,12,Sample X84,0.041,0.041,0.043,0.043,0.042,0.043,0.042,0.041,0.04,0.042,0.038,0.042,0.041,0.041,0.042,0.039,0.043,0.039,0.042,0.04,0.039,0.039,0.04,0.041,0.04,0.039,0.04,0.04,0.04,0.041,0.041,0.04,0.043,0.039,0.038,0.041,0.041,0.04,0.04,0.039,0.041,0.038,0.041,0.044,0.038,0.041,0.043,0.045,0.041,0.043,0.043,0.046,0.042,0.045,0.046,
H,1,Blank B,0.044,0.043,0.044,0.044,0.045,0.046,0.047,0.045,0.045,0.044,0.043,0.047,0.044,0.044,0.044,0.044,0.044,0.047,0.044,0.044,0.043,0.041,0.041,0.043,0.043,0.04,0.042,0.044,0.045,0.042,0.045,0.042,0.047,0.041,0.044,0.045,0.044,0.042,0.043,0.041,0.042,0.042,0.046,0.046,0.043,0.045,0.043,0.046,0.046,0.048,0.044,0.044,0.043,0.045,0.043,
H,2,Blank B,0.042,0.04,0.043,0.046,0.046,0.046,0.045,0.043,0.043,0.042,0.041,0.045,0.041,0.043,0.042,0.042,0.043,0.04,0.043,0.041,0.041,0.04,0.041,0.043,0.042,0.042,0.042,0.04,0.041,0.04,0.044,0.041,0.046,0.04,0.043,0.045,0.042,0.041,0.041,0.045,0.043,0.043,0.043,0.048,0.043,0.042,0.043,0.045,0.045,0.044,0.043,0.043,0.043,0.042,0.043,
H,3,Blank B,0.044,0.044,0.045,0.044,0.045,0.045,0.046,0.046,0.042,0.045,0.04,0.043,0.043,0.043,0.044,0.042,0.044,0.042,0.042,0.043,0.041,0.039,0.04,0.041,0.042,0.046,0.044,0.047,0.043,0.041,0.046,0.043,0.045,0.044,0.044,0.044,0.042,0.041,0.041,0.043,0.044,0.04,0.044,0.048,0.041,0.042,0.045,0.049,0.048,0.047,0.045,0.043,0.041,0.045,0.044,
H,4,Blank B,0.043,0.044,0.042,0.043,0.043,0.045,0.044,0.046,0.042,0.044,0.037,0.043,0.041,0.042,0.044,0.041,0.042,0.042,0.041,0.041,0.041,0.041,0.038,0.044,0.043,0.04,0.042,0.042,0.042,0.039,0.045,0.04,0.046,0.042,0.044,0.047,0.048,0.05,0.049,0.047,0.046,0.042,0.045,0.054,0.053,0.051,0.048,0.052,0.046,0.046,0.045,0.041,0.041,0.043,0.046,
H,5,Blank B,0.042,0.04,0.042,0.041,0.042,0.043,0.043,0.043,0.042,0.042,0.038,0.043,0.04,0.041,0.042,0.04,0.042,0.043,0.043,0.04,0.042,0.039,0.039,0.041,0.043,0.04,0.043,0.041,0.042,0.041,0.044,0.04,0.045,0.043,0.042,0.045,0.042,0.04,0.043,0.044,0.043,0.04,0.045,0.043,0.042,0.042,0.042,0.043,0.045,0.044,0.044,0.041,0.041,0.042,0.042,
H,6,Blank B,0.043,0.043,0.044,0.044,0.044,0.046,0.045,0.043,0.043,0.043,0.039,0.042,0.04,0.041,0.044,0.041,0.041,0.043,0.044,0.042,0.042,0.04,0.042,0.041,0.042,0.039,0.042,0.043,0.043,0.042,0.042,0.039,0.044,0.042,0.04,0.043,0.042,0.039,0.041,0.041,0.042,0.039,0.043,0.046,0.04,0.043,0.041,0.042,0.043,0.042,0.044,0.04,0.04,0.041,0.04,
H,7,Blank B,0.041,0.038,0.039,0.04,0.039,0.043,0.041,0.042,0.042,0.039,0.038,0.041,0.038,0.041,0.041,0.038,0.04,0.042,0.041,0.041,0.042,0.04,0.043,0.041,0.041,0.039,0.041,0.042,0.043,0.041,0.042,0.04,0.043,0.042,0.04,0.045,0.043,0.041,0.04,0.043,0.043,0.04,0.044,0.046,0.04,0.041,0.041,0.041,0.044,0.044,0.042,0.04,0.039,0.04,0.041,
H,8,Blank B,0.041,0.043,0.043,0.044,0.044,0.043,0.043,0.044,0.042,0.041,0.042,0.043,0.042,0.042,0.045,0.041,0.043,0.044,0.043,0.042,0.042,0.04,0.04,0.041,0.044,0.037,0.04,0.041,0.041,0.041,0.041,0.043,0.044,0.041,0.039,0.044,0.043,0.04,0.041,0.041,0.042,0.038,0.042,0.042,0.042,0.042,0.044,0.044,0.042,0.044,0.043,0.041,0.042,0.042,0.042,
H,9,Blank B,0.04,0.04,0.039,0.04,0.041,0.04,0.041,0.04,0.041,0.04,0.036,0.041,0.04,0.042,0.043,0.038,0.038,0.038,0.039,0.037,0.039,0.04,0.036,0.043,0.041,0.04,0.041,0.042,0.039,0.037,0.04,0.038,0.039,0.036,0.039,0.04,0.039,0.037,0.038,0.039,0.039,0.036,0.041,0.039,0.038,0.037,0.039,0.039,0.038,0.04,0.04,0.039,0.037,0.038,0.041,
H,10,Blank B,0.043,0.041,0.043,0.044,0.042,0.043,0.044,0.044,0.043,0.048,0.04,0.043,0.041,0.042,0.042,0.04,0.041,0.042,0.043,0.042,0.044,0.04,0.039,0.042,0.041,0.041,0.048,0.042,0.041,0.04,0.042,0.04,0.043,0.041,0.038,0.041,0.04,0.04,0.042,0.043,0.043,0.041,0.042,0.045,0.042,0.042,0.042,0.044,0.043,0.043,0.039,0.041,0.039,0.041,0.044,
H,11,Blank B,0.041,0.041,0.043,0.045,0.044,0.044,0.042,0.045,0.043,0.044,0.041,0.044,0.041,0.045,0.042,0.042,0.043,0.043,0.045,0.045,0.043,0.042,0.043,0.042,0.041,0.041,0.043,0.043,0.043,0.041,0.044,0.041,0.043,0.043,0.039,0.042,0.043,0.041,0.043,0.044,0.044,0.042,0.045,0.045,0.042,0.042,0.046,0.044,0.047,0.045,0.043,0.042,0.041,0.043,0.043,
H,12,Blank B,0.041,0.041,0.044,0.045,0.045,0.046,0.043,0.044,0.042,0.043,0.039,0.044,0.043,0.044,0.044,0.042,0.044,0.043,0.042,0.042,0.043,0.04,0.041,0.042,0.042,0.04,0.04,0.043,0.043,0.041,0.042,0.043,0.044,0.041,0.041,0.046,0.044,0.04,0.044,0.044,0.043,0.04,0.043,0.045,0.043,0.042,0.043,0.045,0.044,0.044,0.042,0.042,0.041,0.043,0.043,
