Well Row,Well Col,Content,Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),
A,10,Sample X10,0.042,0.043,0.041,0.041,0.041,0.044,0.042,0.042,0.042,0.042,0.039,0.04,0.037,0.039,0.037,0.038,0.037,0.039,0.04,0.037,0.039,0.039,0.039,0.036,0.041,0.039,0.038,0.039,0.04,0.04,0.04,0.04,0.038,0.041,0.043,0.043,0.04,0.04,0.042,0.042,0.041,0.041,0.04,0.042,0.044,0.045,0.041,0.043,0.046,0.042,0.045,0.044,0.046,0.047,0.045,
A,11,Sample X11,0.045,0.045,0.043,0.043,0.044,0.045,0.042,0.045,0.044,0.043,0.04,0.042,0.039,0.042,0.04,0.041,0.042,0.042,0.041,0.041,0.041,0.04,0.04,0.041,0.041,0.04,0.041,0.041,0.042,0.042,0.042,0.043,0.04,0.042,0.042,0.043,0.042,0.042,0.043,0.044,0.043,0.045,0.042,0.045,0.044,0.042,0.042,0.045,0.043,0.045,0.048,0.044,0.046,0.047,0.046,
A,12,Sample X12,0.046,0.043,0.047,0.043,0.043,0.045,0.044,0.042,0.042,0.043,0.044,0.043,0.042,0.041,0.04,0.042,0.043,0.042,0.041,0.04,0.041,0.039,0.038,0.039,0.043,0.041,0.041,0.041,0.041,0.041,0.041,0.043,0.04,0.043,0.042,0.042,0.041,0.04,0.042,0.044,0.044,0.042,0.042,0.044,0.045,0.044,0.042,0.043,0.044,0.043,0.043,0.043,0.042,0.043,0.042,
B,1,Sample X13,0.041,0.04,0.042,0.037,0.042,0.042,0.041,0.041,0.038,0.037,0.037,0.038,0.036,0.037,0.037,0.036,0.036,0.038,0.039,0.036,0.037,0.04,0.037,0.036,0.038,0.037,0.037,0.038,0.038,0.038,0.039,0.039,0.036,0.04,0.038,0.039,0.038,0.037,0.041,0.041,0.04,0.041,0.04,0.043,0.044,0.038,0.039,0.042,0.043,0.045,0.045,0.042,0.046,0.045,0.045,
B,2,Sample X14,0.043,0.044,0.045,0.046,0.061,0.089,0.136,0.167,0.215,0.258,0.302,0.343,0.361,0.391,0.4,0.416,0.429,0.442,0.464,0.486,0.515,0.537,0.561,0.577,0.603,0.615,0.641,0.651,0.659,0.69,0.709,0.718,0.725,0.744,0.746,0.767,0.752,0.773,0.804,0.818,0.83,0.84,0.86,0.865,0.872,0.871,0.883,0.888,0.902,0.904,0.91,0.915,0.925,0.935,0.939,
B,3,Sample X15,0.049,0.051,0.055,0.061,0.08,0.105,0.129,0.157,0.194,0.243,0.29,0.336,0.34,0.351,0.362,0.363,0.366,0.372,0.383,0.389,0.4,0.414,0.422,0.436,0.449,0.463,0.479,0.493,0.505,0.521,0.531,0.545,0.559,0.577,0.578,0.587,0.586,0.602,0.612,0.631,0.639,0.653,0.661,0.672,0.678,0.683,0.685,0.695,0.702,0.706,0.715,0.712,0.723,0.73,0.726,
B,4,Sample X16,0.055,0.059,0.079,0.115,0.148,0.19,0.234,0.278,0.321,0.352,0.373,0.393,0.405,0.421,0.43,0.447,0.47,0.481,0.5,0.515,0.527,0.539,0.561,0.576,0.592,0.606,0.614,0.635,0.65,0.663,0.679,0.693,0.707,0.721,0.74,0.757,0.772,0.788,0.806,0.815,0.829,0.843,0.85,0.868,0.878,0.886,0.907,0.913,0.931,0.934,0.951,0.952,0.955,0.96,0.967,
B,5,Sample X17,0.056,0.059,0.068,0.08,0.101,0.122,0.151,0.177,0.203,0.255,0.31,0.364,0.397,0.407,0.418,0.417,0.423,0.431,0.447,0.447,0.457,0.466,0.479,0.489,0.507,0.51,0.525,0.537,0.556,0.568,0.583,0.591,0.601,0.619,0.627,0.639,0.643,0.658,0.669,0.689,0.691,0.693,0.71,0.715,0.713,0.716,0.73,0.729,0.741,0.751,0.752,0.751,0.764,0.769,0.772,
B,6,Sample X18,0.052,0.053,0.056,0.066,0.093,0.121,0.144,0.175,0.213,0.255,0.286,0.311,0.335,0.352,0.377,0.38,0.399,0.407,0.415,0.428,0.437,0.448,0.456,0.463,0.479,0.476,0.497,0.506,0.521,0.527,0.536,0.543,0.55,0.564,0.571,0.582,0.593,0.597,0.602,0.613,0.625,0.627,0.633,0.638,0.646,0.651,0.661,0.667,0.683,0.68,0.686,0.691,0.703,0.707,0.712,
B,7,Sample X19,0.092,0.089,0.098,0.103,0.115,0.134,0.17,0.215,0.249,0.287,0.32,0.349,0.364,0.375,0.4,0.401,0.42,0.437,0.454,0.479,0.493,0.507,0.522,0.535,0.559,0.57,0.582,0.594,0.61,0.624,0.644,0.65,0.658,0.668,0.684,0.708,0.709,0.732,0.739,0.755,0.759,0.762,0.772,0.791,0.792,0.796,0.789,0.791,0.81,0.819,0.821,0.818,0.836,0.839,0.85,
B,8,Sample X20,0.058,0.055,0.065,0.091,0.126,0.161,0.203,0.249,0.286,0.317,0.353,0.37,0.379,0.398,0.422,0.429,0.44,0.457,0.472,0.483,0.491,0.506,0.519,0.532,0.552,0.555,0.568,0.585,0.594,0.611,0.619,0.633,0.652,0.664,0.676,0.686,0.695,0.708,0.712,0.728,0.743,0.759,0.761,0.785,0.788,0.801,0.82,0.82,0.839,0.846,0.858,0.864,0.88,0.889,0.897,
B,9,Sample X21,0.05,0.052,0.06,0.067,0.098,0.13,0.163,0.201,0.235,0.276,0.31,0.339,0.357,0.369,0.373,0.378,0.384,0.404,0.41,0.429,0.443,0.461,0.466,0.481,0.5,0.513,0.53,0.549,0.563,0.576,0.585,0.604,0.613,0.632,0.649,0.657,0.667,0.684,0.688,0.705,0.717,0.734,0.724,0.758,0.761,0.772,0.791,0.792,0.813,0.821,0.831,0.833,0.857,0.863,0.872,
B,10,Sample X22,0.059,0.064,0.072,0.101,0.133,0.173,0.221,0.26,0.302,0.338,0.36,0.383,0.384,0.403,0.41,0.413,0.426,0.438,0.448,0.463,0.472,0.486,0.493,0.504,0.523,0.528,0.537,0.549,0.561,0.576,0.583,0.6,0.61,0.623,0.638,0.652,0.657,0.678,0.686,0.706,0.715,0.733,0.747,0.757,0.775,0.783,0.8,0.817,0.832,0.841,0.859,0.873,0.89,0.901,0.917,
B,11,Sample X23,0.053,0.053,0.059,0.065,0.081,0.102,0.123,0.153,0.184,0.22,0.251,0.282,0.315,0.348,0.36,0.377,0.388,0.401,0.408,0.42,0.426,0.43,0.433,0.438,0.453,0.452,0.464,0.474,0.483,0.495,0.5,0.506,0.515,0.525,0.533,0.545,0.544,0.554,0.562,0.58,0.582,0.589,0.594,0.617,0.61,0.619,0.623,0.629,0.644,0.641,0.651,0.653,0.657,0.665,0.675,
B,12,Sample X24,0.04,0.04,0.04,0.037,0.041,0.043,0.04,0.039,0.039,0.039,0.038,0.039,0.036,0.035,0.038,0.04,0.037,0.038,0.037,0.037,0.036,0.04,0.036,0.035,0.039,0.036,0.038,0.036,0.038,0.037,0.039,0.038,0.036,0.038,0.04,0.04,0.037,0.042,0.039,0.04,0.039,0.037,0.038,0.039,0.039,0.039,0.038,0.04,0.042,0.038,0.042,0.039,0.04,0.04,0.041,
C,1,Sample X25,0.043,0.041,0.04,0.038,0.042,0.042,0.04,0.041,0.039,0.038,0.04,0.04,0.035,0.037,0.037,0.036,0.034,0.038,0.038,0.038,0.036,0.037,0.037,0.036,0.039,0.035,0.037,0.038,0.039,0.038,0.04,0.037,0.037,0.039,0.04,0.039,0.039,0.037,0.04,0.041,0.041,0.042,0.041,0.042,0.045,0.041,0.041,0.043,0.045,0.045,0.046,0.044,0.048,0.047,0.047,
C,2,Sample X26,0.049,0.049,0.047,0.05,0.07,0.101,0.128,0.16,0.194,0.223,0.245,0.27,0.284,0.309,0.323,0.346,0.352,0.367,0.378,0.393,0.405,0.418,0.435,0.444,0.464,0.469,0.475,0.492,0.503,0.513,0.528,0.539,0.547,0.569,0.574,0.592,0.594,0.611,0.623,0.626,0.643,0.65,0.652,0.667,0.685,0.69,0.701,0.707,0.721,0.73,0.738,0.74,0.75,0.763,0.764,
C,3,Sample X27,0.054,0.056,0.064,0.076,0.106,0.143,0.184,0.237,0.281,0.321,0.362,0.382,0.391,0.407,0.419,0.43,0.441,0.459,0.479,0.49,0.503,0.527,0.55,0.568,0.595,0.618,0.633,0.67,0.693,0.716,0.749,0.771,0.805,0.827,0.848,0.872,0.902,0.925,0.951,0.97,0.996,1.017,1.036,1.042,1.057,1.064,1.083,1.08,1.098,1.103,1.108,1.108,1.117,1.123,1.124,
C,4,Sample X28,0.055,0.055,0.063,0.076,0.109,0.141,0.188,0.225,0.271,0.309,0.342,0.365,0.376,0.386,0.398,0.409,0.422,0.44,0.454,0.472,0.479,0.502,0.514,0.534,0.557,0.568,0.58,0.603,0.619,0.633,0.652,0.666,0.683,0.708,0.717,0.732,0.746,0.77,0.784,0.802,0.823,0.836,0.85,0.861,0.875,0.883,0.898,0.904,0.918,0.928,0.933,0.946,0.946,0.952,0.959,
C,5,Sample X29,0.072,0.073,0.083,0.112,0.147,0.188,0.233,0.276,0.314,0.34,0.37,0.39,0.388,0.402,0.418,0.423,0.433,0.446,0.459,0.471,0.484,0.495,0.505,0.518,0.532,0.54,0.559,0.565,0.575,0.58,0.594,0.601,0.6,0.612,0.624,0.624,0.63,0.639,0.642,0.645,0.65,0.654,0.661,0.657,0.667,0.665,0.669,0.669,0.675,0.674,0.68,0.682,0.681,0.682,0.685,
C,6,Sample X30,0.059,0.06,0.06,0.064,0.073,0.086,0.102,0.119,0.136,0.157,0.178,0.2,0.212,0.231,0.245,0.26,0.279,0.289,0.298,0.299,0.309,0.317,0.321,0.335,0.342,0.346,0.349,0.36,0.362,0.37,0.375,0.378,0.38,0.388,0.396,0.397,0.403,0.406,0.416,0.422,0.423,0.428,0.432,0.436,0.443,0.44,0.447,0.453,0.46,0.464,0.468,0.471,0.473,0.475,0.479,
C,7,Sample X31,0.061,0.062,0.06,0.057,0.061,0.068,0.074,0.087,0.098,0.107,0.116,0.127,0.136,0.143,0.151,0.16,0.165,0.173,0.178,0.181,0.18,0.19,0.194,0.195,0.202,0.201,0.206,0.213,0.215,0.217,0.218,0.222,0.228,0.236,0.232,0.231,0.227,0.23,0.232,0.23,0.229,0.233,0.234,0.235,0.236,0.235,0.229,0.231,0.236,0.234,0.237,0.236,0.239,0.236,0.24,
C,8,Sample X32,0.046,0.045,0.043,0.044,0.046,0.044,0.043,0.043,0.044,0.04,0.039,0.044,0.04,0.038,0.038,0.039,0.036,0.037,0.038,0.041,0.037,0.039,0.038,0.038,0.042,0.039,0.04,0.04,0.04,0.04,0.04,0.04,0.039,0.043,0.042,0.044,0.043,0.042,0.043,0.044,0.044,0.045,0.045,0.049,0.047,0.049,0.047,0.049,0.05,0.051,0.051,0.049,0.051,0.051,0.052,
C,9,Sample X33,0.045,0.046,0.044,0.043,0.044,0.044,0.042,0.041,0.041,0.04,0.04,0.04,0.038,0.041,0.039,0.038,0.035,0.038,0.039,0.04,0.04,0.039,0.038,0.037,0.04,0.038,0.038,0.041,0.042,0.042,0.046,0.053,0.068,0.098,0.119,0.14,0.167,0.173,0.184,0.2,0.216,0.233,0.247,0.262,0.283,0.3,0.311,0.317,0.319,0.305,0.284,0.273,0.268,0.273,0.282,
C,10,Sample X34,0.043,0.043,0.042,0.04,0.042,0.041,0.04,0.038,0.039,0.038,0.04,0.04,0.036,0.037,0.037,0.037,0.035,0.036,0.036,0.037,0.039,0.037,0.037,0.037,0.039,0.035,0.037,0.038,0.038,0.039,0.039,0.039,0.038,0.039,0.039,0.042,0.04,0.038,0.041,0.044,0.042,0.042,0.042,0.043,0.042,0.043,0.042,0.043,0.046,0.044,0.046,0.047,0.047,0.051,0.047,
C,11,Sample X35,0.042,0.043,0.042,0.04,0.04,0.041,0.04,0.039,0.041,0.039,0.038,0.041,0.037,0.036,0.039,0.035,0.037,0.038,0.035,0.039,0.04,0.037,0.04,0.039,0.042,0.037,0.037,0.038,0.037,0.038,0.038,0.037,0.038,0.039,0.04,0.038,0.037,0.037,0.04,0.043,0.041,0.042,0.048,0.057,0.041,0.042,0.041,0.042,0.042,0.044,0.045,0.043,0.043,0.044,0.046,
C,12,Sample X36,0.042,0.04,0.041,0.039,0.039,0.041,0.041,0.04,0.042,0.04,0.039,0.041,0.034,0.038,0.038,0.037,0.037,0.038,0.036,0.037,0.038,0.036,0.037,0.036,0.04,0.038,0.038,0.038,0.038,0.038,0.038,0.036,0.035,0.039,0.038,0.042,0.038,0.035,0.038,0.04,0.038,0.038,0.037,0.04,0.04,0.041,0.036,0.039,0.039,0.038,0.04,0.041,0.04,0.04,0.043,
D,1,Sample X37,0.042,0.042,0.041,0.039,0.042,0.043,0.04,0.043,0.044,0.041,0.04,0.043,0.037,0.039,0.036,0.038,0.035,0.039,0.037,0.037,0.04,0.039,0.037,0.04,0.04,0.039,0.036,0.039,0.04,0.039,0.039,0.04,0.039,0.041,0.04,0.041,0.041,0.041,0.043,0.044,0.042,0.043,0.044,0.043,0.044,0.043,0.041,0.044,0.048,0.046,0.05,0.047,0.048,0.049,0.05,
D,2,Sample X38,0.044,0.043,0.045,0.053,0.067,0.093,0.13,0.179,0.25,0.31,0.361,0.403,0.394,0.393,0.38,0.402,0.417,0.439,0.451,0.476,0.51,0.532,0.557,0.586,0.615,0.643,0.666,0.693,0.72,0.738,0.768,0.796,0.814,0.838,0.866,0.893,0.906,0.927,0.955,0.976,0.992,1.003,1.026,1.034,1.05,1.063,1.066,1.074,1.094,1.094,1.11,1.112,1.125,1.117,1.137,
D,3,Sample X39,0.06,0.067,0.086,0.116,0.164,0.228,0.27,0.364,0.4,0.438,0.458,0.48,0.486,0.494,0.505,0.517,0.529,0.541,0.555,0.561,0.571,0.573,0.585,0.589,0.602,0.608,0.616,0.625,0.631,0.64,0.646,0.651,0.63,0.645,0.676,0.679,0.689,0.682,0.693,0.695,0.701,0.698,0.703,0.704,0.71,0.714,0.714,0.716,0.723,0.724,0.734,0.731,0.742,0.739,0.745,
D,4,Sample X40,0.053,0.052,0.056,0.069,0.105,0.132,0.16,0.202,0.25,0.306,0.368,0.403,0.42,0.437,0.449,0.469,0.494,0.511,0.545,0.568,0.596,0.631,0.655,0.689,0.724,0.76,0.788,0.82,0.859,0.894,0.913,0.951,0.965,0.999,1.013,1.033,1.051,1.064,1.077,1.101,1.102,1.109,1.124,1.132,1.131,1.133,1.145,1.144,1.152,1.161,1.171,1.163,1.18,1.169,1.184,
D,5,Sample X41,0.051,0.05,0.055,0.067,0.094,0.13,0.158,0.179,0.211,0.235,0.285,0.32,0.328,0.343,0.35,0.355,0.371,0.374,0.398,0.401,0.414,0.427,0.432,0.444,0.461,0.475,0.486,0.493,0.507,0.51,0.523,0.534,0.533,0.555,0.562,0.567,0.579,0.582,0.589,0.604,0.614,0.619,0.622,0.629,0.636,0.641,0.642,0.655,0.658,0.668,0.673,0.667,0.685,0.684,0.694,
D,6,Sample X42,0.065,0.072,0.082,0.097,0.128,0.16,0.193,0.229,0.263,0.299,0.323,0.338,0.349,0.354,0.363,0.367,0.377,0.385,0.396,0.403,0.416,0.43,0.436,0.447,0.461,0.477,0.49,0.505,0.515,0.527,0.54,0.549,0.557,0.564,0.58,0.585,0.598,0.608,0.614,0.624,0.634,0.649,0.654,0.663,0.666,0.67,0.678,0.69,0.695,0.707,0.71,0.717,0.722,0.726,0.731,
D,7,Sample X43,0.056,0.058,0.067,0.092,0.129,0.162,0.201,0.251,0.302,0.348,0.378,0.404,0.412,0.426,0.437,0.453,0.472,0.489,0.508,0.528,0.55,0.563,0.587,0.622,0.644,0.674,0.703,0.737,0.771,0.804,0.828,0.855,0.885,0.918,0.942,0.965,0.991,1.018,1.037,1.066,1.082,1.101,1.109,1.118,1.126,1.136,1.147,1.152,1.16,1.168,1.175,1.19,1.185,1.191,1.187,
D,8,Sample X44,0.05,0.052,0.054,0.064,0.086,0.112,0.139,0.176,0.202,0.234,0.262,0.292,0.305,0.323,0.333,0.344,0.364,0.366,0.372,0.376,0.387,0.399,0.415,0.424,0.447,0.465,0.478,0.497,0.507,0.528,0.53,0.547,0.555,0.57,0.583,0.595,0.6,0.617,0.631,0.649,0.659,0.669,0.677,0.687,0.696,0.709,0.716,0.729,0.738,0.754,0.76,0.767,0.787,0.789,0.801,
D,9,Sample X45,0.065,0.061,0.07,0.09,0.127,0.15,0.188,0.221,0.267,0.292,0.302,0.306,0.313,0.347,0.376,0.407,0.43,0.448,0.462,0.486,0.505,0.518,0.538,0.552,0.568,0.578,0.588,0.61,0.614,0.62,0.632,0.634,0.651,0.663,0.672,0.677,0.677,0.688,0.709,0.716,0.725,0.733,0.732,0.739,0.752,0.761,0.77,0.78,0.782,0.793,0.799,0.803,0.816,0.824,0.825,
D,10,Sample X46,0.077,0.104,0.143,0.191,0.237,0.29,0.338,0.366,0.391,0.41,0.424,0.431,0.441,0.451,0.469,0.481,0.503,0.513,0.524,0.539,0.558,0.567,0.583,0.601,0.614,0.625,0.638,0.654,0.667,0.677,0.688,0.7,0.704,0.716,0.732,0.745,0.75,0.766,0.777,0.785,0.796,0.807,0.815,0.822,0.839,0.841,0.842,0.856,0.863,0.874,0.881,0.885,0.901,0.901,0.903,
D,11,Sample X47,0.066,0.075,0.085,0.117,0.145,0.172,0.194,0.22,0.243,0.264,0.278,0.288,0.301,0.307,0.319,0.331,0.34,0.354,0.363,0.375,0.392,0.402,0.409,0.43,0.442,0.452,0.462,0.481,0.493,0.508,0.513,0.535,0.542,0.559,0.577,0.585,0.599,0.615,0.624,0.639,0.653,0.667,0.674,0.684,0.697,0.704,0.714,0.725,0.733,0.738,0.75,0.756,0.768,0.77,0.782,
D,12,Sample X48,0.041,0.041,0.038,0.039,0.04,0.04,0.041,0.04,0.041,0.041,0.039,0.04,0.035,0.039,0.037,0.039,0.038,0.038,0.036,0.037,0.037,0.037,0.038,0.035,0.041,0.037,0.037,0.036,0.038,0.037,0.038,0.04,0.036,0.039,0.04,0.04,0.038,0.037,0.039,0.042,0.041,0.04,0.04,0.039,0.041,0.043,0.036,0.043,0.04,0.041,0.042,0.044,0.043,0.041,0.043,
E,1,Sample X49,0.041,0.039,0.038,0.039,0.04,0.04,0.041,0.04,0.041,0.04,0.037,0.04,0.036,0.038,0.036,0.039,0.037,0.04,0.04,0.037,0.039,0.038,0.037,0.037,0.039,0.038,0.039,0.038,0.039,0.039,0.039,0.042,0.037,0.04,0.041,0.04,0.041,0.038,0.04,0.044,0.042,0.044,0.042,0.045,0.043,0.041,0.043,0.044,0.046,0.046,0.045,0.044,0.046,0.046,0.049,
E,2,Sample X50,0.044,0.047,0.044,0.048,0.06,0.071,0.095,0.122,0.142,0.164,0.199,0.228,0.255,0.277,0.304,0.31,0.32,0.327,0.332,0.342,0.354,0.371,0.384,0.401,0.419,0.426,0.448,0.46,0.47,0.485,0.497,0.504,0.513,0.522,0.539,0.549,0.543,0.558,0.574,0.592,0.604,0.607,0.61,0.63,0.636,0.642,0.643,0.65,0.658,0.67,0.672,0.68,0.692,0.694,0.71,
E,3,Sample X51,0.06,0.06,0.07,0.099,0.136,0.172,0.218,0.267,0.308,0.346,0.381,0.395,0.397,0.407,0.427,0.442,0.452,0.477,0.495,0.513,0.545,0.554,0.572,0.597,0.619,0.634,0.661,0.67,0.699,0.707,0.725,0.729,0.741,0.756,0.766,0.78,0.787,0.8,0.808,0.824,0.834,0.841,0.854,0.869,0.872,0.89,0.896,0.904,0.916,0.925,0.932,0.935,0.951,0.944,0.953,
E,4,Sample X52,0.051,0.052,0.056,0.065,0.091,0.125,0.165,0.213,0.253,0.297,0.319,0.349,0.348,0.346,0.353,0.357,0.368,0.378,0.387,0.401,0.427,0.43,0.44,0.444,0.465,0.469,0.477,0.493,0.507,0.517,0.527,0.532,0.539,0.555,0.567,0.569,0.574,0.577,0.584,0.599,0.612,0.62,0.623,0.632,0.641,0.644,0.639,0.651,0.65,0.65,0.656,0.67,0.672,0.669,0.677,
E,5,Sample X53,0.053,0.054,0.061,0.077,0.112,0.147,0.186,0.228,0.277,0.336,0.389,0.43,0.453,0.473,0.485,0.496,0.515,0.54,0.553,0.57,0.596,0.607,0.63,0.647,0.671,0.685,0.712,0.734,0.75,0.778,0.792,0.819,0.829,0.85,0.868,0.881,0.905,0.911,0.94,0.947,0.961,0.974,0.984,0.996,1.009,1.019,1.019,1.028,1.038,1.042,1.057,1.058,1.053,1.057,1.066,
E,6,Sample X54,0.057,0.058,0.068,0.087,0.12,0.16,0.21,0.252,0.295,0.323,0.349,0.378,0.393,0.403,0.418,0.434,0.443,0.467,0.476,0.485,0.496,0.505,0.516,0.529,0.544,0.548,0.565,0.571,0.581,0.593,0.604,0.616,0.629,0.635,0.642,0.653,0.661,0.664,0.676,0.684,0.697,0.701,0.704,0.71,0.724,0.729,0.734,0.736,0.748,0.753,0.76,0.764,0.767,0.77,0.783,
