Well Row,Well Col,Content, 1 - 1, 1 - 2, 1 - 3, 1 - 4, 1 - 5, 1 - 6, 1 - 7, 1 - 8, 1 - 9, 1 - 10, 1 - 11, 1 - 12, 1 - 13, 1 - 14, 1 - 15, 1 - 16, 1 - 17, 1 - 18, 1 - 19, 1 - 20, 1 - 21, 1 - 22, 1 - 23, 1 - 24, 1 - 25, 1 - 26, 1 - 27, 1 - 28, 1 - 29, 1 - 30, 1 - 31, 1 - 32, 1 - 33, 1 - 34, 1 - 35, 1 - 36, 1 - 37, 1 - 38, 1 - 39, 1 - 40, 1 - 41, 1 - 42, 1 - 43, 1 - 44, 1 - 45, 1 - 46, 1 - 47, 1 - 48, 1 - 49, 1 - 50, 1 - 51, 1 - 52, 1 - 53, 1 - 54, 1 - 55,
E,8,Sample X56,0.07,0.067,0.074,0.094,0.118,0.148,0.178,0.203,0.228,0.255,0.283,0.308,0.333,0.344,0.366,0.383,0.394,0.406,0.422,0.437,0.453,0.464,0.482,0.5,0.511,0.532,0.539,0.559,0.566,0.581,0.597,0.612,0.621,0.635,0.645,0.646,0.651,0.677,0.686,0.697,0.704,0.709,0.717,0.728,0.727,0.74,0.743,0.744,0.741,0.746,0.753,0.753,0.755,0.763,0.759,
E,9,Sample X57,0.058,0.062,0.068,0.09,0.121,0.159,0.203,0.243,0.284,0.312,0.341,0.368,0.388,0.404,0.412,0.418,0.436,0.447,0.462,0.479,0.499,0.523,0.537,0.551,0.566,0.589,0.597,0.617,0.624,0.641,0.655,0.666,0.673,0.687,0.706,0.717,0.72,0.737,0.762,0.769,0.787,0.789,0.804,0.818,0.819,0.836,0.841,0.848,0.85,0.862,0.862,0.872,0.876,0.88,0.883,
E,10,Sample X58,0.058,0.056,0.058,0.065,0.082,0.106,0.135,0.155,0.181,0.211,0.245,0.268,0.297,0.317,0.342,0.356,0.376,0.392,0.396,0.408,0.414,0.421,0.437,0.453,0.461,0.468,0.467,0.474,0.496,0.503,0.515,0.532,0.54,0.545,0.554,0.552,0.547,0.561,0.566,0.582,0.589,0.578,0.592,0.598,0.608,0.608,0.606,0.603,0.61,0.617,0.615,0.618,0.626,0.625,0.629,
E,11,Sample X59,0.058,0.062,0.069,0.093,0.122,0.166,0.214,0.261,0.299,0.327,0.362,0.375,0.383,0.397,0.409,0.424,0.427,0.44,0.454,0.469,0.484,0.495,0.508,0.522,0.534,0.54,0.551,0.56,0.571,0.587,0.592,0.614,0.621,0.633,0.65,0.662,0.671,0.69,0.703,0.711,0.719,0.727,0.732,0.755,0.753,0.766,0.768,0.78,0.786,0.788,0.795,0.809,0.811,0.823,0.829,
E,12,Sample X60,0.042,0.041,0.04,0.041,0.038,0.04,0.04,0.039,0.04,0.042,0.04,0.04,0.04,0.04,0.04,0.04,0.041,0.036,0.036,0.039,0.041,0.037,0.037,0.041,0.038,0.041,0.04,0.04,0.039,0.04,0.041,0.042,0.037,0.04,0.042,0.04,0.04,0.04,0.042,0.042,0.042,0.042,0.043,0.044,0.041,0.044,0.041,0.042,0.045,0.043,0.043,0.044,0.043,0.046,0.045,
F,1,Sample X61,0.042,0.044,0.041,0.042,0.039,0.042,0.042,0.04,0.041,0.042,0.043,0.042,0.043,0.039,0.04,0.042,0.043,0.041,0.04,0.04,0.042,0.04,0.041,0.04,0.038,0.04,0.04,0.04,0.04,0.043,0.041,0.044,0.039,0.041,0.04,0.04,0.041,0.042,0.043,0.042,0.045,0.042,0.041,0.045,0.042,0.047,0.043,0.043,0.044,0.043,0.045,0.044,0.044,0.045,0.047,
F,2,Sample X62,0.045,0.045,0.045,0.046,0.046,0.055,0.069,0.096,0.13,0.167,0.212,0.253,0.296,0.325,0.353,0.374,0.394,0.412,0.425,0.438,0.453,0.462,0.477,0.49,0.503,0.515,0.528,0.536,0.54,0.553,0.564,0.573,0.583,0.598,0.606,0.614,0.629,0.637,0.638,0.65,0.656,0.661,0.667,0.676,0.685,0.693,0.7,0.705,0.714,0.721,0.73,0.737,0.74,0.75,0.758,
F,3,Sample X63,0.045,0.044,0.044,0.046,0.047,0.063,0.084,0.121,0.163,0.198,0.238,0.269,0.3,0.318,0.335,0.357,0.37,0.384,0.383,0.399,0.414,0.425,0.431,0.448,0.461,0.471,0.479,0.486,0.489,0.507,0.507,0.511,0.522,0.532,0.544,0.54,0.558,0.556,0.563,0.563,0.58,0.587,0.586,0.608,0.617,0.636,0.643,0.643,0.659,0.67,0.677,0.686,0.698,0.706,0.712,
F,4,Sample X64,0.049,0.048,0.047,0.052,0.049,0.053,0.066,0.077,0.096,0.112,0.133,0.149,0.172,0.192,0.212,0.235,0.249,0.267,0.281,0.29,0.306,0.305,0.326,0.338,0.339,0.346,0.354,0.359,0.365,0.381,0.387,0.394,0.402,0.42,0.434,0.454,0.483,0.485,0.499,0.496,0.513,0.539,0.552,0.571,0.583,0.605,0.624,0.632,0.647,0.661,0.664,0.671,0.683,0.7,0.701,
F,5,Sample X65,0.047,0.046,0.044,0.043,0.043,0.047,0.052,0.056,0.066,0.078,0.098,0.107,0.117,0.126,0.14,0.149,0.159,0.166,0.169,0.179,0.188,0.191,0.203,0.21,0.217,0.224,0.226,0.231,0.237,0.241,0.247,0.245,0.246,0.247,0.25,0.25,0.254,0.261,0.26,0.267,0.264,0.275,0.28,0.289,0.285,0.296,0.316,0.33,0.371,0.386,0.43,0.457,0.458,0.473,0.486,
F,6,Sample X66,0.048,0.05,0.046,0.047,0.046,0.053,0.068,0.077,0.088,0.103,0.115,0.12,0.134,0.145,0.16,0.173,0.188,0.201,0.216,0.228,0.242,0.253,0.261,0.261,0.267,0.267,0.272,0.277,0.276,0.28,0.282,0.282,0.284,0.285,0.289,0.288,0.296,0.303,0.299,0.304,0.303,0.306,0.304,0.308,0.308,0.312,0.313,0.315,0.323,0.321,0.329,0.331,0.332,0.335,0.341,
F,7,Sample X67,0.045,0.047,0.046,0.048,0.045,0.048,0.053,0.055,0.064,0.072,0.09,0.103,0.127,0.148,0.171,0.194,0.217,0.232,0.248,0.261,0.281,0.288,0.3,0.315,0.327,0.335,0.342,0.355,0.362,0.371,0.376,0.386,0.388,0.4,0.404,0.41,0.423,0.427,0.434,0.441,0.448,0.454,0.464,0.477,0.484,0.492,0.503,0.507,0.518,0.52,0.534,0.535,0.541,0.555,0.559,
F,8,Sample X68,0.05,0.047,0.046,0.048,0.05,0.056,0.067,0.077,0.09,0.107,0.124,0.141,0.158,0.178,0.193,0.21,0.228,0.243,0.255,0.273,0.29,0.302,0.306,0.314,0.321,0.321,0.327,0.331,0.338,0.346,0.352,0.358,0.362,0.368,0.373,0.375,0.381,0.393,0.397,0.397,0.397,0.403,0.408,0.412,0.406,0.417,0.422,0.42,0.425,0.427,0.431,0.433,0.434,0.442,0.443,
F,9,Sample X69,0.051,0.049,0.048,0.049,0.048,0.051,0.056,0.054,0.061,0.071,0.089,0.098,0.113,0.121,0.133,0.144,0.162,0.169,0.177,0.189,0.204,0.209,0.22,0.225,0.234,0.242,0.247,0.251,0.249,0.251,0.251,0.252,0.251,0.25,0.254,0.253,0.254,0.261,0.257,0.263,0.265,0.267,0.265,0.272,0.271,0.276,0.272,0.274,0.276,0.277,0.281,0.279,0.282,0.283,0.285,
F,10,Sample X70,0.052,0.054,0.058,0.063,0.071,0.094,0.123,0.139,0.164,0.192,0.221,0.236,0.261,0.268,0.283,0.284,0.291,0.298,0.301,0.314,0.318,0.321,0.301,0.286,0.298,0.331,0.368,0.394,0.426,0.435,0.438,0.444,0.422,0.39,0.37,0.349,0.329,0.316,0.31,0.333,0.331,0.326,0.325,0.356,0.342,0.336,0.324,0.326,0.321,0.326,0.32,0.321,0.329,0.336,0.335,
F,11,Sample X71,0.059,0.058,0.061,0.07,0.086,0.115,0.141,0.167,0.204,0.236,0.268,0.29,0.31,0.326,0.347,0.362,0.384,0.404,0.413,0.432,0.454,0.457,0.453,0.465,0.484,0.504,0.508,0.521,0.536,0.541,0.549,0.565,0.572,0.579,0.596,0.604,0.6,0.614,0.627,0.641,0.649,0.656,0.657,0.665,0.669,0.683,0.675,0.685,0.691,0.698,0.695,0.694,0.711,0.713,0.717,
F,12,Sample X72,0.041,0.04,0.041,0.041,0.037,0.039,0.041,0.036,0.037,0.04,0.042,0.038,0.039,0.039,0.037,0.038,0.042,0.038,0.037,0.038,0.041,0.037,0.038,0.038,0.038,0.038,0.038,0.039,0.039,0.04,0.041,0.041,0.037,0.038,0.041,0.038,0.038,0.041,0.042,0.041,0.041,0.039,0.04,0.044,0.042,0.045,0.042,0.039,0.041,0.042,0.042,0.043,0.041,0.043,0.042,
G,1,Sample X73,0.046,0.044,0.043,0.043,0.04,0.043,0.044,0.038,0.044,0.043,0.043,0.042,0.043,0.044,0.041,0.042,0.045,0.041,0.037,0.041,0.042,0.037,0.041,0.043,0.041,0.042,0.041,0.042,0.043,0.043,0.044,0.044,0.04,0.042,0.041,0.042,0.042,0.042,0.044,0.043,0.045,0.043,0.042,0.047,0.043,0.045,0.043,0.043,0.045,0.043,0.045,0.045,0.045,0.047,0.045,
G,2,Sample X74,0.053,0.051,0.055,0.063,0.079,0.115,0.148,0.189,0.238,0.275,0.309,0.343,0.358,0.371,0.394,0.414,0.428,0.437,0.445,0.467,0.474,0.475,0.498,0.503,0.518,0.525,0.534,0.545,0.547,0.565,0.574,0.576,0.589,0.6,0.606,0.614,0.624,0.631,0.642,0.651,0.66,0.665,0.673,0.679,0.685,0.697,0.702,0.707,0.715,0.718,0.735,0.738,0.742,0.753,0.758,
G,3,Sample X75,0.054,0.053,0.054,0.064,0.073,0.107,0.135,0.171,0.21,0.241,0.275,0.3,0.321,0.339,0.356,0.372,0.388,0.403,0.409,0.422,0.434,0.436,0.445,0.458,0.459,0.467,0.474,0.477,0.476,0.49,0.497,0.499,0.509,0.524,0.53,0.555,0.629,0.624,0.625,0.626,0.663,0.679,0.681,0.709,0.733,0.771,0.794,0.809,0.83,0.846,0.874,0.872,0.88,0.901,0.918,
G,4,Sample X76,0.051,0.051,0.053,0.058,0.064,0.092,0.124,0.155,0.197,0.229,0.259,0.284,0.306,0.326,0.348,0.363,0.389,0.401,0.418,0.429,0.439,0.428,0.453,0.466,0.469,0.481,0.484,0.494,0.495,0.503,0.508,0.514,0.513,0.527,0.525,0.537,0.538,0.541,0.548,0.553,0.556,0.562,0.561,0.57,0.572,0.579,0.579,0.588,0.591,0.594,0.6,0.607,0.608,0.612,0.617,
G,5,Sample X77,0.058,0.057,0.058,0.071,0.087,0.115,0.141,0.163,0.192,0.216,0.242,0.262,0.284,0.297,0.304,0.312,0.328,0.34,0.354,0.363,0.375,0.39,0.402,0.416,0.425,0.436,0.443,0.455,0.465,0.476,0.487,0.495,0.504,0.513,0.518,0.528,0.54,0.547,0.553,0.557,0.56,0.569,0.568,0.578,0.58,0.591,0.601,0.599,0.602,0.609,0.617,0.619,0.623,0.631,0.637,
G,6,Sample X78,0.06,0.063,0.066,0.084,0.114,0.153,0.195,0.232,0.267,0.276,0.305,0.33,0.345,0.349,0.358,0.365,0.379,0.393,0.404,0.416,0.425,0.433,0.442,0.462,0.476,0.486,0.503,0.513,0.537,0.556,0.583,0.597,0.633,0.672,0.717,0.743,0.799,0.798,0.81,0.823,0.841,0.867,0.856,0.886,0.911,0.943,0.947,0.964,0.972,0.991,1.004,1.003,1.026,1.038,1.047,
G,7,Sample X79,0.059,0.06,0.062,0.07,0.082,0.118,0.147,0.174,0.209,0.242,0.265,0.292,0.315,0.331,0.338,0.337,0.351,0.352,0.363,0.371,0.38,0.384,0.397,0.404,0.415,0.416,0.427,0.44,0.446,0.462,0.468,0.473,0.475,0.487,0.494,0.5,0.545,0.544,0.553,0.557,0.578,0.604,0.604,0.625,0.668,0.716,0.749,0.78,0.802,0.823,0.851,0.855,0.872,0.892,0.907,
G,8,Sample X80,0.063,0.061,0.068,0.081,0.112,0.148,0.183,0.222,0.261,0.284,0.306,0.321,0.336,0.347,0.361,0.369,0.384,0.398,0.407,0.419,0.426,0.432,0.439,0.448,0.457,0.463,0.471,0.482,0.487,0.5,0.508,0.509,0.522,0.533,0.544,0.551,0.62,0.611,0.61,0.608,0.631,0.649,0.654,0.671,0.7,0.749,0.766,0.798,0.814,0.834,0.849,0.842,0.853,0.865,0.865,
G,9,Sample X81,0.057,0.056,0.059,0.074,0.1,0.132,0.165,0.189,0.222,0.25,0.274,0.291,0.299,0.31,0.321,0.334,0.347,0.361,0.368,0.387,0.402,0.407,0.421,0.431,0.446,0.455,0.463,0.477,0.483,0.5,0.507,0.521,0.543,0.581,0.638,0.663,0.731,0.715,0.727,0.752,0.775,0.778,0.78,0.813,0.837,0.872,0.871,0.907,0.892,0.927,0.918,0.924,0.95,0.953,0.951,
G,10,Sample X82,0.068,0.067,0.075,0.103,0.131,0.171,0.221,0.26,0.291,0.311,0.339,0.351,0.365,0.373,0.379,0.392,0.406,0.419,0.431,0.44,0.454,0.458,0.458,0.467,0.476,0.483,0.487,0.487,0.499,0.507,0.505,0.512,0.516,0.522,0.528,0.528,0.54,0.549,0.554,0.561,0.563,0.568,0.568,0.576,0.576,0.587,0.59,0.6,0.603,0.615,0.63,0.631,0.642,0.657,0.654,
G,11,Sample X83,0.049,0.048,0.049,0.051,0.056,0.07,0.089,0.105,0.123,0.128,0.161,0.172,0.202,0.214,0.235,0.258,0.269,0.288,0.301,0.313,0.334,0.338,0.355,0.372,0.376,0.392,0.388,0.41,0.423,0.437,0.443,0.455,0.461,0.467,0.481,0.478,0.493,0.498,0.503,0.509,0.511,0.514,0.52,0.527,0.529,0.53,0.528,0.533,0.539,0.54,0.536,0.541,0.543,0.544,0.539,
G,12,Sample X84,0.045,0.043,0.047,0.043,0.04,0.043,0.044,0.042,0.042,0.043,0.044,0.041,0.045,0.043,0.042,0.041,0.044,0.042,0.04,0.04,0.044,0.039,0.041,0.042,0.041,0.042,0.042,0.042,0.04,0.042,0.041,0.043,0.04,0.042,0.042,0.039,0.039,0.041,0.043,0.043,0.042,0.042,0.042,0.046,0.041,0.046,0.043,0.044,0.043,0.046,0.044,0.043,0.042,0.046,0.044,
H,1,Blank B,0.046,0.046,0.046,0.046,0.043,0.046,0.045,0.043,0.045,0.046,0.046,0.045,0.047,0.045,0.048,0.045,0.047,0.043,0.042,0.043,0.046,0.042,0.043,0.045,0.043,0.044,0.046,0.045,0.043,0.047,0.046,0.047,0.044,0.044,0.046,0.043,0.043,0.044,0.049,0.046,0.048,0.046,0.045,0.048,0.046,0.048,0.047,0.047,0.044,0.044,0.052,0.047,0.045,0.051,0.046,
H,2,Blank B,0.042,0.041,0.041,0.046,0.038,0.041,0.042,0.037,0.043,0.043,0.044,0.041,0.042,0.04,0.042,0.043,0.04,0.041,0.041,0.039,0.043,0.038,0.039,0.041,0.04,0.042,0.041,0.04,0.041,0.042,0.043,0.045,0.041,0.042,0.041,0.042,0.041,0.042,0.043,0.042,0.046,0.042,0.043,0.045,0.045,0.046,0.044,0.044,0.044,0.043,0.048,0.044,0.043,0.049,0.048,
H,3,Blank B,0.044,0.042,0.046,0.045,0.039,0.044,0.044,0.04,0.043,0.042,0.043,0.043,0.044,0.042,0.042,0.042,0.044,0.04,0.038,0.042,0.044,0.039,0.041,0.044,0.04,0.042,0.041,0.042,0.041,0.043,0.043,0.045,0.044,0.043,0.044,0.043,0.041,0.043,0.044,0.043,0.045,0.044,0.045,0.049,0.044,0.049,0.046,0.046,0.044,0.045,0.049,0.046,0.045,0.049,0.049,
H,4,Blank B,0.043,0.043,0.043,0.044,0.04,0.043,0.043,0.041,0.042,0.042,0.044,0.044,0.043,0.041,0.04,0.041,0.046,0.039,0.039,0.039,0.045,0.039,0.04,0.041,0.041,0.043,0.043,0.042,0.041,0.044,0.044,0.043,0.041,0.042,0.044,0.045,0.041,0.043,0.046,0.045,0.052,0.045,0.045,0.049,0.048,0.052,0.048,0.046,0.046,0.05,0.049,0.051,0.051,0.048,0.049,
H,5,Blank B,0.043,0.043,0.043,0.043,0.04,0.043,0.043,0.041,0.04,0.042,0.043,0.042,0.042,0.04,0.041,0.039,0.041,0.041,0.039,0.043,0.042,0.038,0.039,0.041,0.041,0.042,0.042,0.041,0.04,0.042,0.042,0.046,0.044,0.044,0.041,0.043,0.041,0.044,0.046,0.045,0.046,0.044,0.044,0.047,0.044,0.047,0.045,0.043,0.045,0.045,0.048,0.043,0.047,0.045,0.046,
H,6,Blank B,0.044,0.044,0.043,0.042,0.039,0.043,0.042,0.038,0.044,0.043,0.043,0.043,0.043,0.041,0.043,0.038,0.043,0.041,0.038,0.04,0.044,0.038,0.041,0.04,0.04,0.04,0.042,0.041,0.04,0.042,0.045,0.044,0.041,0.043,0.04,0.041,0.043,0.04,0.045,0.043,0.044,0.045,0.042,0.048,0.044,0.048,0.044,0.044,0.048,0.043,0.049,0.045,0.044,0.049,0.046,
H,7,Blank B,0.043,0.041,0.041,0.044,0.038,0.042,0.042,0.038,0.042,0.041,0.043,0.041,0.042,0.04,0.042,0.039,0.043,0.039,0.037,0.04,0.042,0.038,0.04,0.04,0.041,0.042,0.041,0.042,0.039,0.043,0.042,0.043,0.043,0.043,0.043,0.041,0.047,0.045,0.043,0.042,0.044,0.042,0.041,0.044,0.045,0.046,0.043,0.044,0.045,0.044,0.047,0.044,0.045,0.046,0.044,
H,8,Blank B,0.042,0.042,0.041,0.043,0.041,0.042,0.041,0.04,0.041,0.041,0.042,0.041,0.042,0.04,0.041,0.04,0.043,0.038,0.036,0.038,0.042,0.038,0.039,0.043,0.04,0.045,0.043,0.041,0.041,0.043,0.041,0.041,0.042,0.042,0.044,0.04,0.041,0.04,0.046,0.043,0.046,0.045,0.042,0.048,0.045,0.046,0.046,0.044,0.046,0.047,0.046,0.048,0.044,0.047,0.044,
H,9,Blank B,0.043,0.043,0.042,0.043,0.038,0.041,0.042,0.039,0.041,0.043,0.042,0.04,0.041,0.04,0.042,0.044,0.053,0.064,0.083,0.102,0.139,0.153,0.197,0.25,0.296,0.32,0.35,0.38,0.411,0.435,0.461,0.482,0.481,0.512,0.529,0.532,0.533,0.552,0.57,0.587,0.606,0.622,0.628,0.652,0.67,0.685,0.71,0.727,0.753,0.771,0.796,0.824,0.838,0.864,0.887,
H,10,Blank B,0.043,0.042,0.043,0.043,0.037,0.041,0.041,0.039,0.043,0.042,0.042,0.041,0.044,0.039,0.041,0.04,0.042,0.04,0.039,0.04,0.042,0.036,0.039,0.04,0.039,0.041,0.041,0.039,0.042,0.041,0.041,0.043,0.038,0.041,0.042,0.042,0.04,0.041,0.045,0.043,0.045,0.044,0.041,0.046,0.044,0.044,0.043,0.043,0.046,0.043,0.044,0.044,0.044,0.046,0.044,
H,11,Blank B,0.044,0.044,0.04,0.043,0.037,0.041,0.042,0.038,0.038,0.039,0.04,0.04,0.04,0.037,0.038,0.038,0.039,0.037,0.037,0.037,0.04,0.035,0.037,0.041,0.035,0.039,0.038,0.038,0.038,0.041,0.04,0.04,0.035,0.039,0.038,0.039,0.037,0.04,0.041,0.04,0.044,0.04,0.038,0.041,0.041,0.045,0.04,0.04,0.038,0.039,0.041,0.04,0.04,0.041,0.04,
H,12,Blank B,0.043,0.042,0.042,0.041,0.04,0.039,0.044,0.04,0.042,0.041,0.043,0.039,0.042,0.038,0.042,0.039,0.043,0.038,0.038,0.04,0.04,0.036,0.04,0.041,0.039,0.04,0.041,0.041,0.04,0.043,0.04,0.043,0.038,0.041,0.041,0.042,0.037,0.04,0.043,0.041,0.044,0.041,0.042,0.045,0.041,0.046,0.042,0.043,0.042,0.042,0.044,0.042,0.041,0.042,0.04,
