Well Row,Well Col,Content,Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),
,,Time,0 h ,0 h 40 min,1 h 20 min,2 h ,2 h 40 min,3 h 20 min,4 h ,4 h 40 min,5 h 20 min,6 h ,6 h 40 min,7 h 20 min,8 h ,8 h 40 min,9 h 20 min,9 h 60 min,10 h 40 min,11 h 20 min,12 h ,12 h 40 min,13 h 20 min,14 h ,14 h 40 min,15 h 20 min,16 h ,16 h 40 min,17 h 20 min,18 h ,18 h 40 min,19 h 20 min,20 h ,20 h 40 min,21 h 20 min,22 h ,22 h 40 min,23 h 20 min,24 h ,24 h 40 min,25 h 20 min,26 h ,26 h 40 min,27 h 20 min,28 h ,28 h 40 min,29 h 20 min,30 h ,30 h 40 min,31 h 20 min,32 h ,32 h 40 min,33 h 20 min,34 h ,34 h 40 min,35 h 20 min,36 h ,
D,3,Sample X39,0.065,0.07,0.091,0.131,0.158,0.202,0.267,0.299,0.339,0.358,0.372,0.381,0.394,0.404,0.414,0.422,0.439,0.457,0.47,0.479,0.499,0.514,0.518,0.532,0.551,0.557,0.567,0.572,0.594,0.611,0.614,0.622,0.634,0.649,0.657,0.667,0.679,0.693,0.704,0.706,0.723,0.729,0.739,0.744,0.753,0.756,0.766,0.78,0.781,0.79,0.792,0.796,0.805,0.807,0.807,
D,4,Sample X40,0.047,0.048,0.053,0.071,0.093,0.118,0.152,0.19,0.232,0.268,0.303,0.336,0.367,0.385,0.419,0.439,0.471,0.495,0.519,0.562,0.598,0.631,0.667,0.716,0.756,0.795,0.83,0.859,0.904,0.963,0.964,0.99,1.018,1.032,1.052,1.07,1.082,1.094,1.123,1.116,1.135,1.146,1.146,1.159,1.166,1.173,1.181,1.187,1.189,1.201,1.192,1.192,1.19,1.199,1.19,
D,5,Sample X41,0.045,0.043,0.05,0.062,0.083,0.112,0.152,0.191,0.234,0.275,0.315,0.33,0.343,0.354,0.358,0.359,0.37,0.378,0.381,0.4,0.418,0.42,0.43,0.448,0.466,0.467,0.49,0.496,0.506,0.529,0.527,0.534,0.55,0.566,0.568,0.574,0.581,0.587,0.598,0.607,0.615,0.624,0.632,0.64,0.641,0.653,0.659,0.657,0.665,0.667,0.675,0.679,0.685,0.691,0.691,
D,6,Sample X42,0.079,0.08,0.089,0.11,0.129,0.156,0.18,0.208,0.239,0.275,0.296,0.31,0.322,0.331,0.341,0.345,0.351,0.361,0.366,0.382,0.39,0.404,0.415,0.432,0.452,0.461,0.476,0.485,0.503,0.532,0.53,0.545,0.555,0.567,0.575,0.589,0.596,0.61,0.623,0.631,0.638,0.65,0.661,0.676,0.684,0.694,0.701,0.703,0.711,0.72,0.727,0.728,0.736,0.744,0.744,
D,7,Sample X43,0.067,0.068,0.079,0.11,0.142,0.179,0.228,0.282,0.336,0.387,0.421,0.448,0.456,0.476,0.487,0.494,0.515,0.531,0.544,0.564,0.582,0.602,0.623,0.651,0.685,0.709,0.745,0.764,0.798,0.85,0.867,0.898,0.92,0.948,0.969,1,1.023,1.047,1.076,1.092,1.118,1.125,1.138,1.161,1.171,1.17,1.186,1.189,1.187,1.211,1.202,1.215,1.206,1.212,1.201,
D,8,Sample X44,0.051,0.053,0.06,0.08,0.111,0.141,0.183,0.213,0.248,0.282,0.312,0.342,0.355,0.37,0.373,0.381,0.384,0.404,0.404,0.423,0.437,0.45,0.459,0.494,0.502,0.517,0.523,0.534,0.551,0.579,0.579,0.589,0.6,0.613,0.62,0.637,0.64,0.656,0.674,0.681,0.695,0.701,0.716,0.729,0.743,0.757,0.768,0.776,0.785,0.806,0.809,0.818,0.828,0.84,0.849,
D,9,Sample X45,0.073,0.071,0.075,0.107,0.127,0.161,0.222,0.248,0.285,0.312,0.336,0.358,0.375,0.393,0.41,0.435,0.464,0.495,0.524,0.569,0.607,0.643,0.677,0.713,0.746,0.784,0.809,0.839,0.87,0.91,0.934,0.962,0.98,1.008,1.016,1.048,1.053,1.067,1.08,1.092,1.111,1.107,1.116,1.123,1.116,1.131,1.139,1.135,1.124,1.14,1.136,1.142,1.137,1.159,1.148,
D,10,Sample X46,0.177,0.16,0.203,0.253,0.295,0.339,0.382,0.403,0.426,0.463,0.477,0.496,0.506,0.525,0.539,0.559,0.568,0.585,0.596,0.613,0.633,0.648,0.666,0.69,0.703,0.728,0.744,0.762,0.786,0.801,0.817,0.84,0.854,0.878,0.891,0.904,0.92,0.936,0.953,0.964,0.992,0.995,1.019,1.031,1.037,1.06,1.07,1.077,1.08,1.101,1.096,1.112,1.105,1.127,1.119,
D,11,Sample X47,0.043,0.044,0.048,0.064,0.091,0.119,0.143,0.163,0.191,0.216,0.238,0.259,0.28,0.29,0.307,0.318,0.321,0.332,0.34,0.355,0.356,0.373,0.378,0.392,0.4,0.411,0.419,0.433,0.452,0.469,0.479,0.496,0.514,0.525,0.545,0.559,0.575,0.586,0.605,0.624,0.644,0.653,0.666,0.682,0.7,0.708,0.724,0.741,0.753,0.768,0.771,0.783,0.791,0.799,0.809,
D,12,Sample X48,0.03,0.028,0.028,0.029,0.025,0.025,0.028,0.027,0.024,0.029,0.028,0.029,0.029,0.026,0.024,0.027,0.028,0.028,0.027,0.026,0.026,0.03,0.028,0.028,0.026,0.026,0.029,0.024,0.027,0.028,0.027,0.028,0.027,0.029,0.025,0.028,0.028,0.028,0.027,0.025,0.028,0.029,0.027,0.028,0.027,0.026,0.029,0.028,0.026,0.029,0.03,0.026,0.028,0.029,0.027,
E,1,Sample X49,0.03,0.03,0.029,0.03,0.026,0.027,0.031,0.028,0.027,0.028,0.031,0.033,0.028,0.029,0.025,0.03,0.028,0.028,0.026,0.028,0.029,0.029,0.027,0.029,0.028,0.027,0.028,0.025,0.028,0.029,0.029,0.028,0.031,0.031,0.027,0.027,0.029,0.026,0.028,0.028,0.03,0.028,0.029,0.029,0.027,0.028,0.028,0.029,0.028,0.031,0.03,0.028,0.029,0.031,0.029,
E,2,Sample X50,0.037,0.035,0.035,0.04,0.046,0.064,0.093,0.114,0.135,0.168,0.198,0.227,0.251,0.27,0.284,0.306,0.31,0.316,0.33,0.347,0.372,0.392,0.412,0.426,0.439,0.446,0.469,0.483,0.507,0.512,0.529,0.547,0.564,0.576,0.58,0.585,0.586,0.606,0.613,0.629,0.646,0.651,0.663,0.679,0.691,0.702,0.703,0.715,0.724,0.736,0.743,0.748,0.756,0.764,0.77,
E,3,Sample X51,0.196,0.123,0.119,0.139,0.164,0.197,0.233,0.272,0.31,0.346,0.379,0.426,0.458,0.473,0.496,0.504,0.52,0.538,0.552,0.563,0.578,0.601,0.617,0.634,0.651,0.67,0.688,0.693,0.709,0.741,0.755,0.754,0.773,0.785,0.8,0.815,0.832,0.838,0.865,0.872,0.892,0.908,0.915,0.933,0.942,0.957,0.968,0.977,0.992,0.994,0.998,1.004,1.002,1.014,1.007,
E,4,Sample X52,0.043,0.043,0.044,0.055,0.066,0.103,0.141,0.172,0.219,0.258,0.291,0.316,0.33,0.346,0.345,0.353,0.371,0.387,0.407,0.426,0.456,0.476,0.497,0.519,0.535,0.55,0.575,0.583,0.599,0.612,0.624,0.639,0.651,0.664,0.672,0.685,0.676,0.692,0.706,0.719,0.727,0.736,0.743,0.748,0.752,0.76,0.768,0.775,0.776,0.787,0.792,0.792,0.794,0.8,0.8,
E,5,Sample X53,0.105,0.106,0.117,0.164,0.194,0.24,0.298,0.317,0.399,0.46,0.468,0.471,0.483,0.485,0.493,0.507,0.524,0.536,0.558,0.575,0.589,0.621,0.646,0.675,0.698,0.72,0.754,0.769,0.799,0.842,0.851,0.879,0.898,0.917,0.933,0.954,0.97,0.983,1.008,1.025,1.04,1.039,1.051,1.066,1.062,1.079,1.077,1.08,1.087,1.086,1.082,1.085,1.08,1.081,1.086,
E,6,Sample X54,0.069,0.08,0.096,0.129,0.161,0.199,0.245,0.277,0.308,0.35,0.37,0.388,0.391,0.408,0.418,0.421,0.438,0.458,0.471,0.488,0.499,0.521,0.524,0.536,0.552,0.563,0.569,0.583,0.595,0.607,0.614,0.628,0.641,0.653,0.661,0.675,0.68,0.698,0.712,0.726,0.739,0.741,0.746,0.76,0.769,0.784,0.79,0.795,0.8,0.809,0.814,0.823,0.825,0.829,0.834,
E,7,Sample X55,0.059,0.064,0.07,0.1,0.127,0.163,0.2,0.247,0.28,0.32,0.359,0.378,0.393,0.405,0.423,0.433,0.459,0.468,0.482,0.501,0.517,0.534,0.553,0.576,0.584,0.605,0.623,0.638,0.655,0.682,0.689,0.714,0.727,0.752,0.766,0.785,0.802,0.822,0.847,0.865,0.891,0.904,0.921,0.942,0.964,0.982,0.989,1.011,1.018,1.033,1.04,1.043,1.049,1.064,1.065,
E,8,Sample X56,0.05,0.05,0.061,0.083,0.119,0.158,0.209,0.262,0.308,0.341,0.367,0.376,0.376,0.387,0.396,0.408,0.426,0.443,0.455,0.474,0.484,0.505,0.517,0.526,0.543,0.558,0.569,0.58,0.588,0.604,0.618,0.635,0.645,0.656,0.664,0.674,0.689,0.697,0.713,0.721,0.734,0.743,0.75,0.759,0.778,0.781,0.787,0.799,0.802,0.808,0.819,0.826,0.834,0.841,0.835,
E,9,Sample X57,0.047,0.046,0.047,0.06,0.075,0.108,0.139,0.161,0.191,0.217,0.236,0.262,0.273,0.291,0.294,0.303,0.319,0.347,0.372,0.406,0.425,0.444,0.468,0.471,0.487,0.509,0.508,0.53,0.537,0.545,0.557,0.577,0.582,0.578,0.587,0.588,0.584,0.603,0.597,0.629,0.635,0.65,0.652,0.653,0.678,0.678,0.692,0.697,0.7,0.706,0.714,0.723,0.731,0.736,0.733,
E,10,Sample X58,0.059,0.057,0.061,0.076,0.09,0.114,0.136,0.161,0.181,0.205,0.235,0.261,0.28,0.297,0.306,0.321,0.334,0.374,0.397,0.419,0.434,0.443,0.461,0.473,0.474,0.484,0.487,0.5,0.512,0.519,0.531,0.549,0.558,0.55,0.558,0.562,0.55,0.565,0.567,0.587,0.597,0.605,0.611,0.616,0.633,0.623,0.634,0.633,0.639,0.65,0.651,0.651,0.66,0.672,0.676,
E,11,Sample X59,0.06,0.064,0.07,0.083,0.091,0.111,0.135,0.155,0.175,0.199,0.228,0.26,0.285,0.304,0.326,0.345,0.353,0.362,0.374,0.387,0.402,0.418,0.433,0.448,0.458,0.474,0.483,0.502,0.517,0.537,0.544,0.563,0.581,0.584,0.589,0.604,0.607,0.622,0.629,0.642,0.655,0.671,0.677,0.695,0.688,0.701,0.71,0.726,0.72,0.737,0.739,0.749,0.755,0.769,0.771,
E,12,Sample X60,0.032,0.03,0.027,0.029,0.027,0.026,0.029,0.028,0.027,0.028,0.028,0.03,0.028,0.027,0.026,0.029,0.027,0.027,0.03,0.028,0.028,0.027,0.029,0.029,0.026,0.03,0.029,0.026,0.027,0.027,0.026,0.028,0.028,0.029,0.026,0.029,0.028,0.026,0.027,0.026,0.03,0.029,0.028,0.026,0.027,0.027,0.029,0.03,0.025,0.03,0.031,0.027,0.029,0.03,0.026,
F,1,Sample X61,0.03,0.032,0.03,0.03,0.025,0.026,0.029,0.028,0.028,0.026,0.03,0.029,0.028,0.03,0.027,0.027,0.03,0.029,0.028,0.025,0.027,0.029,0.028,0.028,0.03,0.03,0.027,0.027,0.028,0.03,0.028,0.029,0.029,0.029,0.03,0.029,0.029,0.026,0.029,0.027,0.029,0.028,0.029,0.029,0.031,0.029,0.03,0.029,0.028,0.032,0.031,0.025,0.029,0.032,0.03,
F,2,Sample X62,0.04,0.04,0.045,0.061,0.082,0.112,0.154,0.191,0.227,0.264,0.296,0.323,0.339,0.367,0.388,0.429,0.449,0.475,0.492,0.525,0.543,0.566,0.592,0.608,0.637,0.652,0.662,0.688,0.718,0.717,0.751,0.781,0.775,0.791,0.804,0.822,0.83,0.846,0.875,0.891,0.914,0.92,0.946,0.962,0.97,0.99,0.99,1.003,1.03,1.028,1.031,1.036,1.043,1.063,1.063,
F,3,Sample X63,0.186,0.145,0.175,0.25,0.333,0.385,0.424,0.471,0.478,0.489,0.494,0.501,0.51,0.527,0.536,0.564,0.575,0.597,0.619,0.646,0.669,0.704,0.719,0.748,0.78,0.805,0.84,0.861,0.898,0.946,0.952,0.969,0.993,1.015,1.042,1.059,1.08,1.09,1.113,1.122,1.137,1.15,1.151,1.172,1.18,1.186,1.182,1.187,1.206,1.192,1.201,1.2,1.202,1.226,1.21,
F,4,Sample X64,0.038,0.035,0.036,0.041,0.048,0.066,0.091,0.11,0.121,0.146,0.171,0.192,0.205,0.219,0.233,0.248,0.263,0.268,0.278,0.296,0.3,0.311,0.317,0.309,0.31,0.31,0.317,0.32,0.323,0.337,0.339,0.345,0.354,0.381,0.425,0.46,0.537,0.511,0.534,0.569,0.577,0.605,0.612,0.629,0.658,0.658,0.676,0.685,0.682,0.713,0.707,0.71,0.73,0.748,0.743,
F,5,Sample X65,0.035,0.036,0.037,0.039,0.04,0.044,0.058,0.065,0.075,0.086,0.104,0.12,0.139,0.163,0.184,0.204,0.223,0.238,0.244,0.255,0.264,0.276,0.276,0.28,0.284,0.291,0.297,0.303,0.311,0.328,0.333,0.345,0.363,0.409,0.458,0.493,0.543,0.531,0.558,0.602,0.616,0.647,0.655,0.676,0.705,0.708,0.723,0.733,0.712,0.766,0.735,0.771,0.785,0.803,0.792,
F,6,Sample X66,0.055,0.056,0.064,0.09,0.118,0.154,0.203,0.241,0.275,0.31,0.337,0.365,0.376,0.39,0.399,0.408,0.424,0.435,0.447,0.468,0.474,0.482,0.504,0.516,0.532,0.545,0.562,0.574,0.589,0.608,0.624,0.637,0.655,0.674,0.682,0.707,0.726,0.733,0.754,0.784,0.802,0.814,0.836,0.85,0.896,0.888,0.909,0.928,0.936,0.986,0.987,1.006,0.993,1.032,1.037,
F,7,Sample X67,0.043,0.041,0.047,0.063,0.084,0.112,0.149,0.183,0.222,0.27,0.305,0.342,0.356,0.372,0.376,0.38,0.399,0.406,0.424,0.434,0.444,0.454,0.466,0.477,0.492,0.503,0.515,0.527,0.539,0.552,0.568,0.579,0.589,0.604,0.613,0.624,0.65,0.652,0.663,0.692,0.716,0.754,0.754,0.775,0.818,0.83,0.867,0.857,0.873,0.922,0.916,0.93,0.938,0.961,0.963,
F,8,Sample X68,0.028,0.028,0.027,0.029,0.025,0.027,0.028,0.028,0.024,0.028,0.026,0.031,0.026,0.029,0.026,0.027,0.028,0.03,0.032,0.037,0.051,0.072,0.095,0.14,0.177,0.221,0.262,0.29,0.313,0.315,0.333,0.339,0.361,0.376,0.387,0.4,0.418,0.431,0.445,0.472,0.48,0.493,0.513,0.523,0.541,0.551,0.568,0.585,0.595,0.611,0.632,0.645,0.662,0.677,0.695,
F,9,Sample X69,0.028,0.028,0.026,0.028,0.024,0.025,0.027,0.026,0.026,0.028,0.027,0.029,0.028,0.028,0.027,0.025,0.031,0.028,0.026,0.029,0.028,0.029,0.028,0.029,0.027,0.028,0.029,0.024,0.027,0.029,0.027,0.029,0.029,0.029,0.028,0.027,0.025,0.024,0.027,0.025,0.029,0.028,0.028,0.027,0.027,0.027,0.027,0.029,0.025,0.03,0.028,0.026,0.028,0.031,0.024,
F,10,Sample X70,0.032,0.032,0.028,0.03,0.025,0.027,0.029,0.028,0.027,0.028,0.028,0.031,0.028,0.027,0.026,0.026,0.029,0.029,0.026,0.027,0.028,0.029,0.028,0.029,0.027,0.028,0.027,0.025,0.027,0.03,0.028,0.029,0.028,0.028,0.028,0.028,0.026,0.024,0.026,0.025,0.027,0.027,0.028,0.027,0.025,0.027,0.028,0.029,0.026,0.029,0.029,0.026,0.027,0.031,0.026,
F,11,Sample X71,0.054,0.054,0.056,0.072,0.079,0.101,0.128,0.159,0.204,0.246,0.283,0.323,0.338,0.343,0.353,0.361,0.373,0.387,0.401,0.404,0.413,0.421,0.429,0.436,0.443,0.449,0.455,0.46,0.47,0.475,0.478,0.48,0.491,0.497,0.501,0.503,0.503,0.509,0.505,0.516,0.518,0.525,0.524,0.526,0.531,0.53,0.538,0.542,0.545,0.55,0.552,0.554,0.552,0.561,0.551,
F,12,Sample X72,0.031,0.029,0.026,0.029,0.026,0.026,0.028,0.026,0.028,0.027,0.025,0.03,0.027,0.029,0.026,0.026,0.027,0.029,0.026,0.028,0.028,0.028,0.026,0.029,0.027,0.027,0.028,0.025,0.029,0.031,0.028,0.029,0.028,0.029,0.029,0.027,0.027,0.025,0.028,0.027,0.03,0.03,0.029,0.029,0.029,0.028,0.03,0.03,0.026,0.03,0.031,0.03,0.031,0.033,0.031,
G,1,Sample X73,0.035,0.035,0.036,0.036,0.031,0.028,0.033,0.031,0.03,0.032,0.033,0.036,0.034,0.034,0.03,0.032,0.032,0.033,0.034,0.033,0.034,0.035,0.031,0.034,0.033,0.032,0.032,0.03,0.032,0.033,0.032,0.035,0.035,0.034,0.032,0.031,0.033,0.031,0.033,0.029,0.034,0.032,0.033,0.032,0.031,0.031,0.031,0.036,0.031,0.035,0.037,0.031,0.032,0.034,0.031,
G,2,Sample X74,0.033,0.03,0.029,0.031,0.026,0.026,0.03,0.028,0.025,0.027,0.031,0.032,0.029,0.028,0.028,0.028,0.028,0.029,0.03,0.028,0.031,0.031,0.026,0.03,0.029,0.029,0.029,0.027,0.028,0.032,0.029,0.031,0.031,0.03,0.031,0.029,0.03,0.027,0.029,0.026,0.032,0.03,0.031,0.03,0.029,0.028,0.028,0.032,0.028,0.034,0.032,0.03,0.03,0.031,0.029,
G,3,Sample X75,0.034,0.029,0.029,0.03,0.025,0.025,0.031,0.026,0.025,0.028,0.028,0.03,0.026,0.025,0.026,0.029,0.029,0.028,0.027,0.027,0.029,0.029,0.028,0.03,0.028,0.027,0.029,0.027,0.028,0.03,0.028,0.03,0.03,0.03,0.028,0.03,0.03,0.025,0.028,0.027,0.03,0.031,0.029,0.028,0.027,0.028,0.028,0.03,0.027,0.03,0.031,0.028,0.029,0.03,0.029,
G,4,Sample X76,0.03,0.027,0.027,0.028,0.023,0.026,0.029,0.026,0.025,0.028,0.026,0.03,0.027,0.028,0.026,0.026,0.028,0.029,0.028,0.026,0.029,0.029,0.027,0.029,0.026,0.028,0.028,0.027,0.027,0.029,0.028,0.029,0.029,0.03,0.028,0.028,0.029,0.026,0.028,0.028,0.031,0.03,0.03,0.028,0.028,0.029,0.027,0.03,0.027,0.031,0.03,0.028,0.029,0.03,0.029,
G,5,Sample X77,0.031,0.03,0.028,0.029,0.025,0.025,0.03,0.028,0.029,0.028,0.028,0.028,0.027,0.031,0.029,0.027,0.03,0.03,0.031,0.027,0.03,0.029,0.027,0.029,0.027,0.029,0.027,0.026,0.028,0.03,0.03,0.031,0.029,0.031,0.028,0.028,0.026,0.026,0.027,0.027,0.031,0.028,0.03,0.028,0.028,0.028,0.031,0.03,0.028,0.031,0.035,0.028,0.028,0.032,0.025,
G,6,Sample X78,0.032,0.03,0.027,0.028,0.025,0.025,0.03,0.025,0.025,0.026,0.028,0.031,0.028,0.028,0.028,0.028,0.028,0.029,0.028,0.025,0.027,0.028,0.026,0.03,0.029,0.029,0.027,0.027,0.027,0.029,0.028,0.029,0.028,0.029,0.03,0.026,0.026,0.025,0.026,0.026,0.029,0.029,0.029,0.027,0.026,0.026,0.028,0.03,0.028,0.033,0.028,0.027,0.028,0.03,0.028,
G,7,Sample X79,0.034,0.032,0.029,0.031,0.028,0.027,0.034,0.029,0.027,0.029,0.031,0.033,0.029,0.03,0.029,0.029,0.03,0.029,0.03,0.026,0.03,0.03,0.027,0.027,0.03,0.03,0.029,0.026,0.028,0.029,0.031,0.03,0.031,0.029,0.029,0.027,0.028,0.025,0.028,0.026,0.031,0.027,0.028,0.029,0.029,0.028,0.028,0.031,0.027,0.031,0.03,0.026,0.029,0.03,0.029,
G,8,Sample X80,0.029,0.03,0.029,0.03,0.025,0.027,0.03,0.028,0.027,0.029,0.029,0.032,0.027,0.031,0.027,0.027,0.028,0.029,0.029,0.026,0.03,0.031,0.027,0.029,0.028,0.029,0.03,0.029,0.026,0.029,0.032,0.028,0.03,0.028,0.029,0.028,0.029,0.026,0.026,0.027,0.03,0.028,0.029,0.028,0.029,0.026,0.028,0.03,0.028,0.032,0.033,0.028,0.03,0.031,0.026,
G,9,Sample X81,0.03,0.03,0.03,0.029,0.027,0.026,0.03,0.028,0.027,0.027,0.028,0.03,0.029,0.027,0.027,0.027,0.029,0.031,0.028,0.027,0.028,0.029,0.028,0.029,0.027,0.029,0.027,0.026,0.027,0.028,0.031,0.028,0.029,0.029,0.029,0.028,0.026,0.026,0.028,0.027,0.029,0.028,0.028,0.028,0.027,0.028,0.028,0.027,0.026,0.03,0.031,0.029,0.029,0.031,0.025,
G,10,Sample X82,0.035,0.034,0.031,0.032,0.028,0.028,0.031,0.028,0.028,0.029,0.028,0.032,0.031,0.027,0.026,0.025,0.032,0.03,0.029,0.026,0.03,0.029,0.028,0.03,0.028,0.028,0.029,0.025,0.026,0.028,0.03,0.028,0.029,0.029,0.028,0.026,0.028,0.025,0.026,0.026,0.027,0.028,0.026,0.03,0.026,0.027,0.028,0.028,0.026,0.031,0.028,0.026,0.029,0.03,0.027,
G,11,Sample X83,0.034,0.032,0.03,0.034,0.029,0.027,0.032,0.03,0.027,0.031,0.031,0.032,0.028,0.029,0.028,0.027,0.029,0.029,0.03,0.026,0.03,0.028,0.028,0.028,0.027,0.029,0.029,0.025,0.027,0.029,0.027,0.029,0.03,0.029,0.028,0.027,0.027,0.027,0.029,0.026,0.029,0.028,0.029,0.028,0.025,0.027,0.027,0.03,0.028,0.031,0.03,0.026,0.029,0.03,0.029,
G,12,Sample X84,0.037,0.033,0.031,0.033,0.029,0.029,0.034,0.03,0.028,0.031,0.033,0.032,0.03,0.03,0.029,0.029,0.029,0.03,0.031,0.031,0.032,0.032,0.03,0.032,0.028,0.031,0.029,0.029,0.031,0.031,0.03,0.03,0.032,0.032,0.029,0.029,0.03,0.028,0.029,0.029,0.031,0.033,0.033,0.03,0.031,0.032,0.03,0.031,0.03,0.035,0.036,0.03,0.032,0.035,0.035,
H,1,Blank B,0.038,0.035,0.034,0.035,0.031,0.029,0.037,0.032,0.032,0.033,0.035,0.035,0.032,0.034,0.032,0.033,0.033,0.035,0.034,0.034,0.034,0.036,0.035,0.035,0.034,0.034,0.032,0.03,0.031,0.034,0.032,0.034,0.035,0.035,0.034,0.033,0.032,0.032,0.033,0.031,0.035,0.034,0.033,0.035,0.034,0.035,0.033,0.036,0.033,0.035,0.036,0.033,0.035,0.034,0.035,
H,2,Blank B,0.034,0.034,0.031,0.033,0.028,0.028,0.033,0.03,0.029,0.034,0.031,0.033,0.031,0.029,0.029,0.033,0.032,0.033,0.03,0.033,0.033,0.032,0.032,0.033,0.032,0.03,0.032,0.029,0.032,0.033,0.031,0.035,0.035,0.036,0.034,0.031,0.032,0.029,0.031,0.029,0.035,0.034,0.033,0.033,0.033,0.034,0.032,0.035,0.032,0.031,0.036,0.032,0.036,0.035,0.031,
H,3,Blank B,0.039,0.035,0.032,0.035,0.029,0.027,0.037,0.043,0.033,0.032,0.031,0.036,0.031,0.031,0.032,0.033,0.032,0.034,0.033,0.03,0.032,0.032,0.033,0.032,0.031,0.033,0.031,0.029,0.031,0.033,0.032,0.031,0.033,0.036,0.033,0.031,0.032,0.029,0.03,0.027,0.033,0.033,0.031,0.032,0.031,0.03,0.032,0.031,0.03,0.033,0.035,0.032,0.032,0.033,0.032,
H,4,Blank B,0.034,0.034,0.032,0.032,0.03,0.028,0.033,0.028,0.028,0.03,0.03,0.032,0.03,0.029,0.029,0.032,0.03,0.033,0.031,0.033,0.033,0.033,0.031,0.031,0.03,0.03,0.031,0.029,0.03,0.032,0.03,0.03,0.034,0.032,0.034,0.03,0.029,0.027,0.03,0.027,0.032,0.033,0.032,0.032,0.03,0.03,0.032,0.033,0.031,0.031,0.033,0.032,0.033,0.034,0.031,
H,5,Blank B,0.034,0.035,0.031,0.033,0.027,0.027,0.035,0.029,0.026,0.03,0.03,0.032,0.03,0.031,0.026,0.03,0.032,0.032,0.03,0.027,0.032,0.031,0.028,0.031,0.031,0.031,0.03,0.028,0.03,0.03,0.03,0.031,0.031,0.034,0.033,0.028,0.032,0.029,0.032,0.028,0.033,0.031,0.03,0.033,0.03,0.033,0.032,0.032,0.03,0.03,0.033,0.029,0.032,0.033,0.031,
H,6,Blank B,0.035,0.033,0.029,0.033,0.028,0.028,0.032,0.029,0.026,0.031,0.029,0.032,0.028,0.027,0.027,0.029,0.03,0.03,0.028,0.028,0.032,0.033,0.029,0.03,0.03,0.029,0.029,0.028,0.029,0.032,0.028,0.029,0.033,0.036,0.029,0.031,0.029,0.027,0.03,0.027,0.031,0.031,0.031,0.034,0.027,0.029,0.03,0.029,0.033,0.032,0.032,0.029,0.029,0.032,0.029,
H,7,Blank B,0.032,0.032,0.03,0.03,0.026,0.027,0.031,0.029,0.028,0.029,0.03,0.033,0.029,0.029,0.028,0.027,0.028,0.031,0.027,0.029,0.03,0.029,0.028,0.03,0.029,0.031,0.028,0.028,0.03,0.033,0.032,0.033,0.031,0.032,0.03,0.029,0.029,0.026,0.029,0.028,0.03,0.031,0.031,0.03,0.029,0.031,0.03,0.031,0.03,0.032,0.031,0.031,0.031,0.033,0.029,
H,8,Blank B,0.033,0.03,0.03,0.032,0.025,0.026,0.03,0.029,0.032,0.029,0.029,0.031,0.03,0.029,0.029,0.03,0.029,0.03,0.027,0.028,0.03,0.03,0.03,0.029,0.028,0.028,0.028,0.027,0.028,0.029,0.03,0.03,0.029,0.031,0.03,0.029,0.027,0.027,0.029,0.028,0.029,0.029,0.03,0.03,0.029,0.028,0.028,0.031,0.028,0.03,0.033,0.028,0.03,0.031,0.029,
H,9,Blank B,0.033,0.03,0.029,0.031,0.027,0.027,0.031,0.028,0.028,0.03,0.028,0.032,0.029,0.03,0.026,0.029,0.029,0.029,0.029,0.028,0.029,0.029,0.028,0.03,0.029,0.032,0.029,0.026,0.027,0.031,0.031,0.032,0.031,0.03,0.033,0.03,0.03,0.026,0.029,0.028,0.03,0.03,0.029,0.031,0.029,0.029,0.029,0.032,0.028,0.031,0.029,0.028,0.028,0.031,0.029,
H,10,Blank B,0.033,0.032,0.032,0.033,0.028,0.031,0.032,0.031,0.029,0.028,0.031,0.033,0.031,0.029,0.027,0.03,0.031,0.031,0.029,0.029,0.031,0.031,0.031,0.031,0.03,0.029,0.03,0.029,0.03,0.032,0.03,0.031,0.031,0.033,0.03,0.03,0.03,0.028,0.031,0.031,0.033,0.032,0.031,0.031,0.029,0.032,0.029,0.034,0.029,0.034,0.032,0.03,0.031,0.032,0.029,
H,11,Blank B,0.034,0.035,0.031,0.031,0.025,0.024,0.028,0.028,0.026,0.027,0.025,0.029,0.026,0.025,0.026,0.026,0.028,0.027,0.027,0.027,0.027,0.026,0.028,0.027,0.025,0.026,0.025,0.025,0.026,0.028,0.027,0.028,0.029,0.029,0.029,0.03,0.03,0.027,0.027,0.026,0.031,0.029,0.028,0.028,0.026,0.027,0.025,0.028,0.027,0.029,0.03,0.027,0.027,0.029,0.029,
