Well Row,Well Col,Content,Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),
B,6,Sample X18,0.042,0.041,0.043,0.057,0.086,0.119,0.144,0.182,0.241,0.289,0.328,0.363,0.388,0.405,0.432,0.445,0.46,0.462,0.478,0.493,0.507,0.527,0.542,0.555,0.573,0.591,0.607,0.621,0.633,0.657,0.667,0.683,0.706,0.716,0.736,0.754,0.764,0.793,0.815,0.825,0.848,0.86,0.878,0.901,0.914,0.934,0.944,0.961,0.974,0.982,0.991,1.012,1.005,1.028,1.037,
B,7,Sample X19,0.059,0.063,0.067,0.08,0.101,0.141,0.185,0.219,0.266,0.303,0.352,0.362,0.363,0.376,0.383,0.405,0.423,0.437,0.455,0.472,0.483,0.504,0.515,0.537,0.547,0.569,0.584,0.596,0.618,0.634,0.639,0.661,0.681,0.686,0.704,0.713,0.717,0.745,0.755,0.773,0.778,0.797,0.82,0.826,0.838,0.847,0.848,0.859,0.864,0.882,0.873,0.889,0.889,0.901,0.912,
B,8,Sample X20,0.046,0.045,0.048,0.063,0.092,0.123,0.155,0.2,0.243,0.28,0.311,0.33,0.349,0.35,0.383,0.393,0.406,0.406,0.435,0.447,0.452,0.482,0.491,0.503,0.532,0.532,0.551,0.57,0.587,0.61,0.613,0.637,0.653,0.667,0.681,0.698,0.7,0.746,0.752,0.774,0.779,0.806,0.829,0.852,0.867,0.882,0.898,0.91,0.931,0.953,0.959,0.977,0.983,1.01,1.015,
B,9,Sample X21,0.04,0.04,0.042,0.054,0.069,0.105,0.135,0.16,0.197,0.232,0.27,0.297,0.322,0.339,0.356,0.363,0.377,0.376,0.389,0.393,0.41,0.432,0.443,0.457,0.482,0.488,0.506,0.522,0.549,0.563,0.574,0.599,0.606,0.619,0.636,0.649,0.654,0.69,0.692,0.709,0.698,0.732,0.755,0.773,0.781,0.802,0.812,0.824,0.844,0.863,0.872,0.898,0.898,0.919,0.924,
B,10,Sample X22,0.185,0.222,0.216,0.266,0.301,0.334,0.37,0.407,0.448,0.492,0.489,0.514,0.531,0.59,0.596,0.634,0.668,0.78,0.756,0.803,0.831,0.858,0.876,0.958,0.917,0.936,0.964,1.026,0.99,1.009,1.017,1.027,1.056,1.065,1.094,1.103,1.129,1.163,1.181,1.185,1.223,1.232,1.293,1.321,1.289,1.301,1.325,1.329,1.36,1.399,1.384,1.389,1.405,1.438,1.419,
B,11,Sample X23,0.048,0.048,0.048,0.062,0.08,0.111,0.138,0.174,0.21,0.251,0.278,0.305,0.338,0.357,0.373,0.387,0.401,0.408,0.421,0.439,0.446,0.466,0.467,0.472,0.486,0.49,0.502,0.513,0.532,0.522,0.55,0.569,0.589,0.604,0.615,0.626,0.625,0.647,0.654,0.682,0.675,0.705,0.723,0.736,0.745,0.752,0.763,0.775,0.786,0.797,0.803,0.817,0.83,0.842,0.851,
B,12,Sample X24,0.032,0.031,0.029,0.03,0.027,0.029,0.03,0.029,0.031,0.029,0.031,0.029,0.03,0.028,0.029,0.03,0.029,0.026,0.029,0.03,0.028,0.03,0.031,0.027,0.03,0.028,0.028,0.026,0.029,0.029,0.03,0.03,0.029,0.03,0.029,0.028,0.027,0.03,0.029,0.029,0.029,0.029,0.028,0.029,0.03,0.03,0.03,0.032,0.028,0.028,0.029,0.032,0.032,0.031,0.029,
C,1,Sample X25,0.028,0.028,0.026,0.028,0.026,0.029,0.029,0.024,0.028,0.03,0.03,0.049,0.027,0.027,0.028,0.029,0.028,0.025,0.028,0.028,0.028,0.053,0.03,0.027,0.027,0.028,0.029,0.026,0.027,0.028,0.029,0.029,0.028,0.029,0.028,0.028,0.027,0.03,0.029,0.029,0.028,0.028,0.028,0.029,0.027,0.029,0.044,0.03,0.026,0.03,0.029,0.028,0.028,0.027,0.029,
C,2,Sample X26,0.033,0.034,0.032,0.037,0.051,0.084,0.126,0.149,0.196,0.232,0.272,0.301,0.328,0.35,0.363,0.374,0.393,0.394,0.417,0.429,0.437,0.454,0.46,0.467,0.482,0.496,0.516,0.53,0.535,0.558,0.561,0.574,0.584,0.602,0.622,0.62,0.626,0.657,0.655,0.667,0.689,0.697,0.704,0.717,0.72,0.739,0.741,0.759,0.762,0.775,0.791,0.794,0.797,0.812,0.824,
C,3,Sample X27,0.052,0.046,0.052,0.073,0.097,0.126,0.156,0.191,0.221,0.257,0.286,0.308,0.327,0.332,0.347,0.364,0.378,0.394,0.406,0.427,0.455,0.482,0.491,0.512,0.547,0.55,0.579,0.601,0.636,0.654,0.687,0.711,0.745,0.764,0.796,0.817,0.852,0.878,0.904,0.93,0.963,0.974,1,1.022,1.03,1.052,1.055,1.071,1.08,1.089,1.098,1.109,1.108,1.106,1.113,
C,4,Sample X28,0.046,0.043,0.043,0.058,0.078,0.112,0.151,0.186,0.233,0.271,0.314,0.345,0.364,0.377,0.394,0.408,0.419,0.432,0.451,0.463,0.479,0.494,0.519,0.533,0.544,0.564,0.583,0.597,0.616,0.635,0.663,0.674,0.696,0.715,0.729,0.746,0.771,0.791,0.809,0.831,0.852,0.869,0.89,0.905,0.92,0.932,0.951,0.961,0.969,0.982,0.984,1.006,1.007,1.013,1.016,
C,5,Sample X29,0.062,0.06,0.07,0.1,0.129,0.168,0.21,0.256,0.299,0.325,0.364,0.372,0.386,0.397,0.41,0.425,0.438,0.446,0.462,0.479,0.5,0.509,0.535,0.536,0.556,0.571,0.589,0.604,0.619,0.633,0.654,0.659,0.676,0.689,0.702,0.717,0.728,0.747,0.768,0.782,0.798,0.813,0.829,0.842,0.849,0.867,0.884,0.885,0.892,0.902,0.907,0.92,0.921,0.931,0.93,
C,6,Sample X30,0.048,0.051,0.05,0.062,0.077,0.098,0.128,0.157,0.189,0.218,0.258,0.295,0.327,0.357,0.381,0.395,0.401,0.402,0.416,0.425,0.439,0.445,0.451,0.476,0.503,0.514,0.542,0.563,0.584,0.606,0.639,0.649,0.675,0.695,0.719,0.739,0.767,0.782,0.809,0.833,0.862,0.875,0.896,0.92,0.933,0.954,0.969,0.979,0.993,1.007,1.014,1.033,1.049,1.044,1.053,
C,7,Sample X31,0.05,0.048,0.045,0.05,0.054,0.066,0.084,0.099,0.127,0.153,0.182,0.197,0.218,0.225,0.242,0.255,0.273,0.274,0.287,0.296,0.305,0.314,0.317,0.312,0.327,0.326,0.332,0.333,0.349,0.349,0.352,0.359,0.365,0.369,0.379,0.386,0.386,0.398,0.405,0.412,0.417,0.422,0.427,0.433,0.429,0.438,0.439,0.441,0.44,0.447,0.446,0.455,0.456,0.463,0.467,
C,8,Sample X32,0.032,0.03,0.029,0.031,0.028,0.029,0.029,0.028,0.029,0.032,0.032,0.029,0.029,0.027,0.028,0.028,0.029,0.024,0.029,0.029,0.027,0.029,0.029,0.026,0.031,0.025,0.03,0.027,0.029,0.027,0.029,0.029,0.027,0.027,0.028,0.029,0.027,0.029,0.028,0.029,0.029,0.028,0.027,0.03,0.027,0.029,0.028,0.028,0.026,0.031,0.028,0.03,0.029,0.026,0.027,
C,9,Sample X33,0.035,0.033,0.029,0.03,0.028,0.029,0.029,0.028,0.032,0.032,0.031,0.032,0.027,0.025,0.026,0.026,0.029,0.024,0.028,0.027,0.028,0.029,0.029,0.025,0.028,0.026,0.029,0.026,0.03,0.026,0.029,0.028,0.028,0.026,0.029,0.029,0.026,0.029,0.028,0.028,0.028,0.029,0.028,0.028,0.027,0.029,0.029,0.029,0.028,0.032,0.027,0.03,0.028,0.026,0.029,
C,10,Sample X34,0.036,0.034,0.032,0.032,0.03,0.031,0.031,0.028,0.032,0.031,0.031,0.027,0.028,0.026,0.028,0.027,0.029,0.024,0.028,0.025,0.026,0.03,0.03,0.025,0.029,0.027,0.028,0.026,0.028,0.026,0.029,0.028,0.027,0.029,0.026,0.028,0.028,0.028,0.026,0.029,0.027,0.027,0.027,0.027,0.027,0.03,0.029,0.029,0.026,0.029,0.027,0.029,0.028,0.025,0.029,
C,11,Sample X35,0.035,0.03,0.029,0.03,0.03,0.03,0.027,0.028,0.029,0.03,0.03,0.029,0.025,0.025,0.026,0.026,0.03,0.025,0.029,0.026,0.027,0.029,0.031,0.027,0.026,0.025,0.027,0.026,0.029,0.027,0.028,0.028,0.027,0.027,0.028,0.029,0.027,0.026,0.027,0.026,0.028,0.025,0.027,0.031,0.027,0.03,0.03,0.028,0.029,0.027,0.026,0.031,0.028,0.027,0.028,
C,12,Sample X36,0.032,0.032,0.029,0.031,0.028,0.03,0.03,0.026,0.031,0.031,0.031,0.028,0.029,0.027,0.028,0.03,0.029,0.026,0.029,0.027,0.028,0.03,0.03,0.027,0.029,0.03,0.028,0.026,0.03,0.028,0.031,0.029,0.03,0.028,0.029,0.028,0.028,0.031,0.027,0.03,0.028,0.029,0.029,0.03,0.031,0.029,0.032,0.03,0.028,0.03,0.029,0.034,0.029,0.027,0.03,
D,1,Sample X37,0.031,0.029,0.028,0.03,0.03,0.029,0.03,0.026,0.031,0.027,0.031,0.031,0.026,0.028,0.026,0.028,0.031,0.026,0.028,0.028,0.03,0.029,0.031,0.029,0.03,0.028,0.029,0.027,0.029,0.028,0.031,0.03,0.03,0.03,0.028,0.03,0.027,0.029,0.028,0.03,0.03,0.029,0.029,0.03,0.032,0.03,0.032,0.031,0.028,0.03,0.029,0.031,0.031,0.031,0.029,
D,2,Sample X38,0.039,0.039,0.04,0.046,0.061,0.096,0.121,0.157,0.207,0.247,0.292,0.311,0.34,0.346,0.348,0.374,0.4,0.422,0.444,0.477,0.51,0.534,0.561,0.591,0.615,0.639,0.671,0.686,0.722,0.741,0.78,0.793,0.821,0.835,0.866,0.882,0.906,0.925,0.952,0.971,0.999,1.015,1.041,1.045,1.066,1.079,1.095,1.097,1.114,1.111,1.121,1.135,1.14,1.16,1.169,
D,3,Sample X39,0.076,0.079,0.108,0.152,0.184,0.234,0.277,0.309,0.352,0.365,0.375,0.382,0.399,0.405,0.419,0.433,0.447,0.458,0.478,0.486,0.503,0.518,0.527,0.536,0.553,0.561,0.575,0.585,0.597,0.613,0.63,0.635,0.654,0.665,0.669,0.684,0.69,0.703,0.712,0.724,0.737,0.745,0.756,0.761,0.773,0.782,0.785,0.792,0.799,0.811,0.809,0.817,0.822,0.828,0.835,
D,4,Sample X40,0.054,0.055,0.061,0.081,0.11,0.138,0.168,0.204,0.241,0.264,0.298,0.358,0.397,0.421,0.447,0.468,0.484,0.511,0.534,0.567,0.6,0.64,0.658,0.683,0.718,0.745,0.779,0.817,0.846,0.879,0.915,0.942,0.975,0.993,1.018,1.035,1.054,1.073,1.08,1.104,1.121,1.128,1.131,1.144,1.146,1.152,1.163,1.16,1.179,1.175,1.176,1.195,1.196,1.19,1.189,
D,5,Sample X41,0.049,0.048,0.054,0.07,0.099,0.129,0.162,0.199,0.235,0.273,0.304,0.313,0.314,0.33,0.345,0.344,0.363,0.36,0.383,0.394,0.41,0.423,0.439,0.45,0.464,0.475,0.486,0.498,0.509,0.519,0.532,0.54,0.551,0.559,0.57,0.575,0.586,0.598,0.6,0.61,0.621,0.627,0.635,0.641,0.64,0.65,0.662,0.661,0.668,0.671,0.674,0.682,0.685,0.689,0.691,
D,6,Sample X42,0.06,0.062,0.069,0.084,0.105,0.131,0.167,0.193,0.229,0.26,0.292,0.309,0.319,0.323,0.336,0.341,0.353,0.358,0.367,0.378,0.387,0.394,0.41,0.416,0.434,0.439,0.456,0.474,0.485,0.498,0.509,0.521,0.534,0.537,0.55,0.563,0.571,0.587,0.589,0.599,0.619,0.622,0.635,0.643,0.649,0.659,0.675,0.676,0.683,0.686,0.696,0.715,0.712,0.72,0.721,
D,7,Sample X43,0.054,0.055,0.058,0.079,0.107,0.149,0.189,0.235,0.291,0.339,0.381,0.407,0.422,0.434,0.447,0.468,0.484,0.493,0.51,0.525,0.541,0.562,0.585,0.604,0.622,0.644,0.671,0.691,0.719,0.75,0.779,0.804,0.833,0.853,0.884,0.903,0.938,0.962,0.989,1.012,1.048,1.058,1.087,1.102,1.104,1.12,1.141,1.137,1.148,1.154,1.16,1.173,1.179,1.191,1.184,
D,8,Sample X44,0.044,0.042,0.044,0.051,0.066,0.095,0.121,0.144,0.183,0.23,0.263,0.293,0.312,0.332,0.335,0.347,0.355,0.359,0.37,0.373,0.379,0.403,0.411,0.424,0.45,0.46,0.477,0.489,0.502,0.514,0.53,0.546,0.556,0.562,0.573,0.582,0.594,0.611,0.623,0.64,0.661,0.657,0.671,0.679,0.696,0.706,0.717,0.727,0.733,0.743,0.758,0.768,0.78,0.789,0.8,
D,9,Sample X45,0.049,0.047,0.051,0.068,0.099,0.126,0.167,0.203,0.238,0.271,0.302,0.336,0.353,0.369,0.382,0.4,0.422,0.443,0.473,0.49,0.511,0.538,0.558,0.576,0.597,0.61,0.632,0.653,0.67,0.687,0.705,0.716,0.734,0.754,0.774,0.78,0.797,0.817,0.835,0.851,0.879,0.882,0.903,0.915,0.938,0.955,0.966,0.971,0.995,1.002,1.01,1.019,1.035,1.039,1.049,
D,10,Sample X46,0.084,0.101,0.14,0.19,0.232,0.284,0.333,0.373,0.407,0.427,0.44,0.449,0.456,0.465,0.478,0.491,0.502,0.526,0.531,0.547,0.562,0.581,0.594,0.605,0.618,0.631,0.648,0.663,0.678,0.688,0.701,0.713,0.723,0.734,0.755,0.762,0.777,0.792,0.801,0.815,0.845,0.839,0.853,0.856,0.873,0.888,0.904,0.908,0.923,0.926,0.938,0.954,0.965,0.963,0.98,
D,11,Sample X47,0.045,0.045,0.05,0.066,0.098,0.128,0.149,0.173,0.202,0.227,0.252,0.27,0.28,0.293,0.314,0.325,0.332,0.335,0.35,0.356,0.367,0.383,0.389,0.397,0.405,0.421,0.437,0.445,0.464,0.481,0.496,0.513,0.536,0.545,0.566,0.579,0.599,0.613,0.632,0.646,0.666,0.676,0.694,0.704,0.723,0.736,0.753,0.758,0.768,0.776,0.789,0.807,0.814,0.828,0.84,
D,12,Sample X48,0.032,0.029,0.026,0.028,0.028,0.032,0.029,0.027,0.03,0.032,0.032,0.028,0.03,0.027,0.029,0.03,0.03,0.026,0.027,0.027,0.028,0.03,0.034,0.027,0.032,0.028,0.029,0.025,0.031,0.028,0.031,0.03,0.031,0.028,0.029,0.03,0.028,0.028,0.027,0.03,0.03,0.029,0.029,0.03,0.032,0.03,0.03,0.032,0.03,0.03,0.029,0.032,0.031,0.032,0.029,
E,1,Sample X49,0.028,0.029,0.028,0.027,0.027,0.027,0.028,0.025,0.029,0.028,0.031,0.027,0.027,0.026,0.027,0.028,0.029,0.026,0.245,0.027,0.028,0.03,0.03,0.028,0.028,0.028,0.027,0.026,0.055,0.028,0.029,0.03,0.03,0.028,0.029,0.027,0.027,0.031,0.029,0.028,0.029,0.029,0.028,0.03,0.028,0.028,0.029,0.03,0.028,0.028,0.028,0.033,0.029,0.03,0.029,
E,2,Sample X50,0.034,0.034,0.033,0.039,0.044,0.062,0.085,0.107,0.14,0.167,0.199,0.221,0.239,0.258,0.277,0.292,0.288,0.294,0.307,0.322,0.347,0.369,0.384,0.394,0.412,0.423,0.432,0.446,0.473,0.485,0.5,0.517,0.527,0.538,0.533,0.545,0.552,0.567,0.572,0.601,0.608,0.625,0.643,0.649,0.66,0.657,0.675,0.689,0.693,0.7,0.699,0.724,0.741,0.748,0.747,
E,3,Sample X51,0.061,0.058,0.064,0.09,0.122,0.153,0.196,0.236,0.281,0.309,0.34,0.352,0.365,0.385,0.404,0.424,0.443,0.467,0.477,0.503,0.526,0.547,0.568,0.592,0.605,0.618,0.629,0.65,0.671,0.682,0.693,0.708,0.719,0.727,0.735,0.75,0.754,0.768,0.77,0.785,0.801,0.807,0.817,0.824,0.836,0.84,0.857,0.856,0.864,0.878,0.883,0.892,0.902,0.91,0.911,
E,4,Sample X52,0.035,0.036,0.037,0.044,0.06,0.094,0.127,0.181,0.249,0.293,0.326,0.355,0.374,0.387,0.381,0.385,0.383,0.388,0.402,0.409,0.428,0.444,0.461,0.481,0.496,0.515,0.537,0.55,0.576,0.578,0.611,0.616,0.634,0.634,0.647,0.655,0.649,0.668,0.674,0.687,0.685,0.703,0.701,0.715,0.714,0.726,0.727,0.741,0.734,0.743,0.742,0.752,0.758,0.764,0.763,
E,5,Sample X53,0.039,0.039,0.044,0.054,0.082,0.117,0.155,0.216,0.288,0.351,0.407,0.414,0.423,0.434,0.451,0.463,0.472,0.492,0.505,0.531,0.556,0.58,0.598,0.618,0.649,0.666,0.691,0.711,0.729,0.744,0.782,0.79,0.813,0.826,0.845,0.862,0.889,0.905,0.93,0.939,0.963,0.978,0.986,1.005,1.011,1.024,1.035,1.037,1.039,1.054,1.058,1.067,1.064,1.073,1.071,
E,6,Sample X54,0.048,0.049,0.053,0.072,0.106,0.142,0.18,0.225,0.267,0.295,0.321,0.349,0.362,0.373,0.388,0.404,0.412,0.426,0.449,0.452,0.472,0.48,0.497,0.5,0.517,0.531,0.543,0.549,0.567,0.582,0.593,0.594,0.613,0.623,0.628,0.642,0.65,0.669,0.671,0.684,0.695,0.701,0.71,0.716,0.729,0.742,0.749,0.755,0.762,0.766,0.778,0.783,0.793,0.798,0.804,
