Well Row,Well Col,Content,Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),
E,7,Sample X55,0.044,0.048,0.05,0.07,0.098,0.135,0.178,0.218,0.261,0.298,0.333,0.362,0.381,0.401,0.41,0.429,0.443,0.465,0.47,0.483,0.498,0.51,0.508,0.54,0.556,0.567,0.575,0.589,0.603,0.601,0.618,0.634,0.645,0.661,0.678,0.685,0.702,0.716,0.736,0.748,0.76,0.777,0.788,0.806,0.813,0.835,0.841,0.856,0.877,0.885,0.9,0.912,0.919,0.936,0.94,
E,8,Sample X56,0.048,0.052,0.057,0.072,0.11,0.146,0.189,0.239,0.295,0.325,0.349,0.358,0.371,0.377,0.386,0.401,0.417,0.441,0.455,0.466,0.479,0.49,0.51,0.526,0.535,0.549,0.564,0.572,0.586,0.59,0.607,0.623,0.634,0.646,0.665,0.67,0.674,0.683,0.7,0.713,0.721,0.736,0.738,0.755,0.76,0.774,0.779,0.784,0.799,0.813,0.817,0.822,0.83,0.838,0.832,
E,9,Sample X57,0.039,0.045,0.047,0.055,0.064,0.098,0.126,0.15,0.184,0.212,0.221,0.234,0.256,0.269,0.286,0.298,0.31,0.328,0.34,0.346,0.363,0.385,0.399,0.41,0.413,0.44,0.451,0.47,0.484,0.508,0.539,0.551,0.567,0.576,0.58,0.587,0.581,0.61,0.609,0.642,0.628,0.654,0.66,0.673,0.684,0.682,0.691,0.7,0.711,0.723,0.724,0.73,0.733,0.754,0.762,
E,10,Sample X58,0.049,0.055,0.054,0.063,0.077,0.099,0.117,0.136,0.16,0.178,0.196,0.22,0.242,0.261,0.277,0.291,0.304,0.318,0.355,0.406,0.452,0.452,0.461,0.478,0.487,0.509,0.515,0.521,0.517,0.524,0.536,0.539,0.553,0.576,0.573,0.564,0.559,0.578,0.568,0.583,0.594,0.613,0.605,0.601,0.626,0.619,0.616,0.609,0.615,0.628,0.628,0.632,0.638,0.646,0.643,
E,11,Sample X59,0.04,0.043,0.043,0.048,0.052,0.064,0.076,0.098,0.124,0.147,0.166,0.194,0.221,0.252,0.273,0.29,0.31,0.321,0.333,0.34,0.354,0.367,0.387,0.4,0.409,0.427,0.445,0.46,0.465,0.475,0.485,0.506,0.512,0.526,0.529,0.534,0.546,0.567,0.578,0.594,0.597,0.611,0.621,0.636,0.646,0.654,0.661,0.674,0.69,0.694,0.698,0.712,0.719,0.727,0.738,
E,12,Sample X60,0.031,0.031,0.028,0.03,0.028,0.03,0.028,0.029,0.031,0.031,0.027,0.029,0.031,0.029,0.025,0.028,0.026,0.031,0.03,0.029,0.025,0.032,0.03,0.03,0.03,0.03,0.029,0.032,0.029,0.029,0.03,0.03,0.028,0.027,0.031,0.027,0.028,0.03,0.028,0.03,0.029,0.03,0.03,0.03,0.029,0.03,0.031,0.042,0.031,0.03,0.032,0.031,0.032,0.029,0.029,
F,1,Sample X61,0.03,0.03,0.029,0.031,0.031,0.031,0.031,0.032,0.03,0.03,0.029,0.03,0.031,0.03,0.027,0.029,0.03,0.033,0.032,0.032,0.028,0.032,0.032,0.03,0.031,0.032,0.033,0.032,0.032,0.03,0.031,0.032,0.029,0.03,0.033,0.03,0.03,0.031,0.032,0.032,0.03,0.031,0.03,0.032,0.03,0.032,0.031,0.031,0.033,0.031,0.033,0.033,0.032,0.031,0.03,
F,2,Sample X62,0.042,0.044,0.049,0.069,0.094,0.13,0.169,0.209,0.249,0.299,0.322,0.351,0.378,0.392,0.423,0.434,0.46,0.482,0.502,0.518,0.538,0.563,0.582,0.613,0.637,0.651,0.646,0.675,0.692,0.699,0.713,0.747,0.747,0.759,0.769,0.761,0.765,0.792,0.812,0.818,0.83,0.848,0.868,0.88,0.91,0.914,0.911,0.928,0.923,0.948,0.95,0.955,0.974,0.981,0.982,
F,3,Sample X63,0.042,0.043,0.047,0.064,0.09,0.123,0.162,0.209,0.267,0.317,0.366,0.386,0.412,0.428,0.448,0.457,0.471,0.51,0.522,0.548,0.569,0.6,0.634,0.659,0.683,0.697,0.726,0.751,0.77,0.803,0.828,0.846,0.861,0.891,0.907,0.958,0.941,0.973,0.993,1.008,1.027,1.035,1.056,1.064,1.074,1.087,1.086,1.1,1.103,1.1,1.121,1.117,1.124,1.129,1.134,
F,4,Sample X64,0.039,0.04,0.041,0.049,0.063,0.084,0.104,0.126,0.145,0.164,0.19,0.205,0.225,0.239,0.248,0.26,0.268,0.28,0.283,0.291,0.299,0.304,0.297,0.295,0.302,0.305,0.31,0.316,0.317,0.327,0.329,0.335,0.343,0.356,0.398,0.448,0.514,0.488,0.499,0.512,0.54,0.567,0.585,0.605,0.623,0.636,0.663,0.631,0.671,0.696,0.655,0.703,0.718,0.695,0.732,
F,5,Sample X65,0.046,0.045,0.045,0.051,0.06,0.079,0.097,0.111,0.118,0.131,0.142,0.158,0.179,0.206,0.217,0.228,0.234,0.251,0.261,0.268,0.282,0.303,0.292,0.292,0.298,0.304,0.323,0.337,0.354,0.377,0.412,0.436,0.482,0.527,0.551,0.566,0.58,0.56,0.605,0.64,0.661,0.682,0.649,0.708,0.732,0.695,0.761,0.722,0.756,0.8,0.77,0.793,0.822,0.798,0.841,
F,6,Sample X66,0.048,0.048,0.053,0.071,0.097,0.124,0.164,0.207,0.249,0.28,0.316,0.344,0.364,0.375,0.385,0.398,0.41,0.425,0.441,0.453,0.462,0.473,0.484,0.492,0.51,0.521,0.532,0.545,0.558,0.567,0.584,0.6,0.617,0.623,0.641,0.655,0.668,0.683,0.689,0.707,0.717,0.729,0.746,0.762,0.783,0.793,0.815,0.819,0.833,0.872,0.876,0.885,0.894,0.921,0.915,
F,7,Sample X67,0.057,0.06,0.066,0.087,0.124,0.157,0.191,0.228,0.266,0.299,0.336,0.356,0.37,0.377,0.385,0.394,0.405,0.419,0.434,0.439,0.456,0.468,0.477,0.493,0.504,0.514,0.527,0.535,0.547,0.56,0.577,0.589,0.605,0.618,0.633,0.647,0.667,0.67,0.678,0.7,0.718,0.749,0.762,0.784,0.815,0.836,0.875,0.85,0.889,0.916,0.903,0.941,0.938,0.966,0.975,
F,8,Sample X68,0.033,0.034,0.033,0.035,0.03,0.034,0.03,0.034,0.034,0.031,0.031,0.032,0.029,0.032,0.029,0.029,0.029,0.031,0.03,0.03,0.026,0.029,0.029,0.029,0.029,0.03,0.029,0.031,0.029,0.029,0.029,0.029,0.028,0.028,0.029,0.03,0.029,0.029,0.03,0.028,0.028,0.028,0.028,0.029,0.028,0.03,0.028,0.026,0.029,0.029,0.032,0.03,0.029,0.029,0.03,
F,9,Sample X69,0.032,0.032,0.03,0.032,0.03,0.033,0.03,0.03,0.03,0.028,0.029,0.031,0.031,0.03,0.026,0.028,0.026,0.032,0.029,0.028,0.028,0.028,0.028,0.028,0.028,0.029,0.029,0.031,0.029,0.029,0.029,0.03,0.028,0.028,0.029,0.028,0.028,0.029,0.028,0.029,0.028,0.027,0.028,0.028,0.029,0.033,0.028,0.026,0.031,0.029,0.03,0.031,0.03,0.029,0.028,
F,10,Sample X70,0.03,0.031,0.028,0.031,0.027,0.029,0.027,0.03,0.03,0.027,0.027,0.028,0.03,0.027,0.026,0.026,0.027,0.027,0.03,0.03,0.027,0.028,0.028,0.028,0.029,0.03,0.027,0.03,0.029,0.026,0.029,0.031,0.026,0.028,0.029,0.028,0.028,0.029,0.03,0.028,0.027,0.029,0.029,0.028,0.029,0.03,0.029,0.027,0.028,0.029,0.029,0.029,0.03,0.027,0.029,
F,11,Sample X71,0.052,0.053,0.059,0.071,0.086,0.109,0.127,0.154,0.184,0.225,0.265,0.304,0.333,0.344,0.349,0.353,0.371,0.379,0.391,0.403,0.411,0.419,0.428,0.439,0.447,0.454,0.46,0.472,0.473,0.474,0.494,0.497,0.5,0.507,0.509,0.508,0.522,0.522,0.528,0.528,0.531,0.534,0.54,0.541,0.543,0.551,0.555,0.549,0.55,0.554,0.563,0.568,0.566,0.57,0.57,
F,12,Sample X72,0.029,0.029,0.028,0.03,0.029,0.03,0.027,0.03,0.027,0.029,0.029,0.029,0.03,0.03,0.026,0.027,0.028,0.03,0.029,0.029,0.027,0.029,0.029,0.027,0.029,0.03,0.029,0.029,0.029,0.029,0.029,0.029,0.027,0.028,0.029,0.028,0.027,0.03,0.029,0.03,0.028,0.028,0.028,0.029,0.028,0.029,0.028,0.027,0.029,0.03,0.03,0.033,0.03,0.028,0.03,
G,1,Sample X73,0.031,0.034,0.03,0.033,0.032,0.036,0.031,0.035,0.033,0.032,0.03,0.033,0.034,0.029,0.028,0.03,0.033,0.033,0.032,0.034,0.029,0.031,0.031,0.032,0.033,0.034,0.032,0.032,0.033,0.033,0.033,0.032,0.029,0.031,0.034,0.033,0.03,0.035,0.034,0.035,0.033,0.033,0.032,0.032,0.036,0.034,0.034,0.031,0.033,0.034,0.034,0.035,0.033,0.034,0.033,
G,2,Sample X74,0.029,0.029,0.025,0.029,0.027,0.03,0.029,0.03,0.03,0.029,0.03,0.031,0.03,0.03,0.026,0.029,0.028,0.034,0.03,0.032,0.029,0.031,0.031,0.031,0.031,0.032,0.03,0.033,0.031,0.032,0.032,0.032,0.03,0.031,0.031,0.034,0.03,0.033,0.032,0.034,0.03,0.032,0.031,0.031,0.031,0.033,0.033,0.031,0.031,0.035,0.032,0.035,0.033,0.032,0.031,
G,3,Sample X75,0.03,0.03,0.029,0.03,0.028,0.031,0.029,0.031,0.03,0.029,0.03,0.032,0.03,0.03,0.027,0.028,0.029,0.032,0.029,0.033,0.028,0.03,0.032,0.031,0.031,0.03,0.03,0.031,0.03,0.03,0.033,0.033,0.03,0.03,0.031,0.033,0.029,0.031,0.032,0.033,0.03,0.031,0.031,0.031,0.03,0.032,0.033,0.03,0.034,0.032,0.032,0.035,0.032,0.03,0.033,
G,4,Sample X76,0.03,0.03,0.027,0.031,0.031,0.032,0.032,0.029,0.031,0.03,0.03,0.03,0.029,0.03,0.028,0.031,0.029,0.03,0.032,0.029,0.027,0.03,0.03,0.029,0.032,0.03,0.03,0.03,0.032,0.03,0.031,0.032,0.028,0.028,0.032,0.03,0.029,0.032,0.03,0.031,0.03,0.03,0.03,0.03,0.03,0.032,0.029,0.03,0.033,0.032,0.033,0.033,0.032,0.032,0.031,
G,5,Sample X77,0.03,0.032,0.031,0.033,0.032,0.031,0.03,0.031,0.032,0.031,0.032,0.032,0.029,0.029,0.027,0.029,0.027,0.031,0.03,0.032,0.028,0.032,0.03,0.028,0.03,0.032,0.031,0.03,0.032,0.03,0.031,0.031,0.029,0.028,0.034,0.032,0.029,0.031,0.033,0.032,0.029,0.031,0.031,0.03,0.03,0.031,0.032,0.03,0.032,0.031,0.031,0.032,0.032,0.032,0.032,
G,6,Sample X78,0.032,0.034,0.031,0.033,0.031,0.031,0.032,0.032,0.032,0.03,0.028,0.031,0.031,0.03,0.028,0.028,0.026,0.035,0.03,0.029,0.026,0.03,0.029,0.029,0.031,0.031,0.03,0.031,0.032,0.029,0.029,0.031,0.028,0.029,0.03,0.029,0.027,0.031,0.031,0.031,0.028,0.028,0.03,0.03,0.029,0.03,0.03,0.027,0.032,0.033,0.031,0.034,0.031,0.03,0.028,
G,7,Sample X79,0.031,0.034,0.031,0.035,0.033,0.033,0.031,0.032,0.032,0.03,0.029,0.034,0.031,0.031,0.028,0.027,0.027,0.034,0.032,0.031,0.027,0.031,0.03,0.03,0.032,0.031,0.029,0.032,0.029,0.031,0.029,0.03,0.03,0.028,0.03,0.029,0.03,0.029,0.031,0.03,0.029,0.03,0.03,0.03,0.028,0.033,0.035,0.029,0.032,0.03,0.036,0.033,0.033,0.029,0.03,
G,8,Sample X80,0.03,0.032,0.031,0.032,0.029,0.032,0.028,0.029,0.032,0.029,0.03,0.032,0.032,0.029,0.027,0.028,0.029,0.035,0.032,0.029,0.027,0.03,0.03,0.028,0.029,0.033,0.03,0.031,0.029,0.03,0.03,0.032,0.028,0.029,0.03,0.03,0.027,0.03,0.029,0.031,0.027,0.03,0.029,0.029,0.03,0.03,0.03,0.027,0.03,0.03,0.032,0.032,0.031,0.029,0.029,
G,9,Sample X81,0.034,0.036,0.034,0.037,0.034,0.034,0.033,0.032,0.032,0.03,0.031,0.03,0.03,0.032,0.028,0.03,0.027,0.033,0.03,0.029,0.027,0.032,0.031,0.029,0.028,0.029,0.031,0.032,0.03,0.03,0.03,0.031,0.028,0.029,0.031,0.03,0.029,0.028,0.031,0.031,0.028,0.029,0.031,0.031,0.029,0.029,0.029,0.028,0.031,0.03,0.031,0.03,0.03,0.029,0.031,
G,10,Sample X82,0.036,0.036,0.032,0.034,0.033,0.032,0.033,0.031,0.032,0.031,0.032,0.03,0.032,0.032,0.029,0.032,0.029,0.032,0.033,0.03,0.027,0.031,0.03,0.03,0.03,0.031,0.029,0.031,0.029,0.029,0.031,0.032,0.028,0.029,0.029,0.03,0.029,0.029,0.03,0.032,0.029,0.029,0.031,0.029,0.029,0.031,0.03,0.028,0.029,0.03,0.032,0.03,0.032,0.031,0.03,
G,11,Sample X83,0.035,0.035,0.031,0.036,0.03,0.032,0.032,0.033,0.03,0.03,0.03,0.029,0.029,0.03,0.027,0.029,0.028,0.035,0.033,0.029,0.026,0.03,0.029,0.029,0.029,0.031,0.029,0.03,0.029,0.028,0.031,0.031,0.026,0.028,0.03,0.029,0.026,0.03,0.032,0.031,0.026,0.028,0.029,0.031,0.03,0.029,0.029,0.028,0.03,0.029,0.03,0.031,0.03,0.031,0.03,
G,12,Sample X84,0.036,0.035,0.033,0.034,0.033,0.034,0.032,0.033,0.031,0.031,0.032,0.035,0.034,0.033,0.029,0.03,0.029,0.033,0.032,0.031,0.029,0.032,0.033,0.031,0.03,0.033,0.032,0.034,0.031,0.032,0.034,0.034,0.03,0.031,0.033,0.032,0.03,0.032,0.033,0.034,0.031,0.032,0.03,0.034,0.03,0.032,0.032,0.032,0.035,0.033,0.034,0.034,0.034,0.034,0.033,
H,1,Blank B,0.032,0.034,0.035,0.035,0.037,0.035,0.033,0.036,0.035,0.037,0.033,0.035,0.036,0.036,0.032,0.033,0.033,0.038,0.037,0.037,0.034,0.035,0.034,0.033,0.036,0.036,0.035,0.037,0.036,0.037,0.035,0.036,0.034,0.035,0.036,0.034,0.035,0.037,0.037,0.038,0.034,0.037,0.036,0.038,0.037,0.041,0.037,0.04,0.039,0.038,0.041,0.039,0.041,0.037,0.037,
H,2,Blank B,0.028,0.03,0.027,0.031,0.029,0.032,0.028,0.03,0.03,0.03,0.029,0.032,0.032,0.032,0.03,0.029,0.028,0.031,0.033,0.032,0.028,0.029,0.031,0.03,0.033,0.032,0.03,0.034,0.03,0.032,0.031,0.031,0.03,0.031,0.034,0.031,0.033,0.033,0.033,0.034,0.03,0.032,0.034,0.032,0.032,0.035,0.032,0.031,0.033,0.033,0.035,0.037,0.033,0.032,0.035,
H,3,Blank B,0.033,0.034,0.031,0.034,0.031,0.033,0.03,0.032,0.032,0.032,0.03,0.033,0.033,0.035,0.03,0.03,0.027,0.033,0.03,0.034,0.031,0.03,0.033,0.032,0.032,0.034,0.032,0.033,0.034,0.033,0.033,0.034,0.03,0.032,0.036,0.032,0.034,0.034,0.033,0.035,0.031,0.034,0.033,0.033,0.031,0.033,0.033,0.032,0.033,0.033,0.035,0.035,0.036,0.034,0.034,
H,4,Blank B,0.032,0.036,0.032,0.034,0.033,0.032,0.028,0.032,0.031,0.032,0.029,0.031,0.032,0.031,0.029,0.032,0.028,0.034,0.03,0.03,0.03,0.032,0.034,0.03,0.032,0.034,0.029,0.032,0.032,0.032,0.032,0.033,0.03,0.032,0.035,0.031,0.029,0.033,0.034,0.034,0.031,0.034,0.032,0.033,0.033,0.036,0.033,0.033,0.033,0.033,0.035,0.035,0.035,0.031,0.034,
H,5,Blank B,0.034,0.035,0.031,0.031,0.033,0.033,0.031,0.029,0.032,0.03,0.029,0.032,0.031,0.031,0.027,0.028,0.028,0.032,0.029,0.03,0.03,0.032,0.032,0.032,0.03,0.033,0.031,0.034,0.031,0.03,0.031,0.033,0.029,0.032,0.032,0.03,0.031,0.032,0.034,0.033,0.031,0.031,0.033,0.032,0.031,0.033,0.033,0.029,0.031,0.034,0.035,0.034,0.035,0.032,0.034,
H,6,Blank B,0.035,0.036,0.033,0.036,0.034,0.032,0.03,0.032,0.029,0.029,0.029,0.032,0.031,0.03,0.027,0.031,0.029,0.033,0.031,0.034,0.028,0.032,0.029,0.029,0.029,0.032,0.032,0.033,0.032,0.031,0.032,0.031,0.029,0.031,0.032,0.031,0.031,0.031,0.033,0.035,0.03,0.032,0.032,0.031,0.031,0.031,0.031,0.029,0.032,0.033,0.034,0.035,0.033,0.032,0.031,
H,7,Blank B,0.028,0.029,0.028,0.029,0.028,0.029,0.027,0.03,0.03,0.03,0.029,0.031,0.032,0.03,0.032,0.03,0.028,0.03,0.032,0.03,0.028,0.032,0.031,0.03,0.032,0.029,0.031,0.033,0.032,0.032,0.035,0.032,0.03,0.029,0.038,0.032,0.033,0.032,0.037,0.051,0.029,0.052,0.031,0.032,0.035,0.032,0.031,0.029,0.031,0.032,0.033,0.034,0.033,0.032,0.031,
H,8,Blank B,0.028,0.029,0.029,0.029,0.031,0.029,0.029,0.029,0.031,0.029,0.029,0.03,0.032,0.034,0.03,0.029,0.026,0.033,0.031,0.03,0.029,0.03,0.031,0.029,0.03,0.031,0.032,0.032,0.031,0.032,0.031,0.032,0.028,0.029,0.031,0.031,0.03,0.032,0.032,0.032,0.029,0.032,0.03,0.032,0.032,0.032,0.032,0.03,0.034,0.031,0.032,0.032,0.035,0.032,0.032,
H,9,Blank B,0.032,0.033,0.031,0.031,0.031,0.031,0.029,0.029,0.029,0.029,0.028,0.032,0.032,0.03,0.028,0.028,0.027,0.03,0.031,0.032,0.027,0.031,0.03,0.03,0.032,0.03,0.03,0.033,0.03,0.03,0.032,0.031,0.03,0.03,0.032,0.031,0.03,0.03,0.033,0.033,0.029,0.031,0.031,0.032,0.031,0.033,0.031,0.03,0.032,0.031,0.032,0.033,0.034,0.032,0.033,
H,10,Blank B,0.034,0.033,0.031,0.031,0.03,0.031,0.031,0.03,0.028,0.03,0.029,0.029,0.03,0.029,0.028,0.029,0.027,0.032,0.03,0.03,0.03,0.03,0.031,0.029,0.029,0.03,0.03,0.032,0.03,0.03,0.03,0.03,0.03,0.029,0.031,0.031,0.03,0.029,0.031,0.031,0.029,0.029,0.029,0.031,0.03,0.033,0.029,0.029,0.03,0.03,0.031,0.033,0.032,0.033,0.031,
H,11,Blank B,0.033,0.03,0.033,0.032,0.029,0.031,0.029,0.033,0.03,0.03,0.029,0.031,0.03,0.029,0.029,0.03,0.027,0.033,0.031,0.03,0.027,0.031,0.029,0.029,0.03,0.03,0.029,0.033,0.031,0.031,0.031,0.032,0.03,0.029,0.032,0.031,0.029,0.032,0.032,0.033,0.03,0.031,0.031,0.032,0.032,0.032,0.031,0.029,0.031,0.03,0.031,0.033,0.034,0.034,0.034,
H,12,Blank B,0.03,0.03,0.03,0.031,0.03,0.033,0.029,0.03,0.03,0.03,0.029,0.033,0.031,0.034,0.027,0.029,0.028,0.035,0.031,0.031,0.028,0.031,0.031,0.03,0.032,0.031,0.031,0.034,0.032,0.031,0.031,0.033,0.031,0.031,0.032,0.033,0.029,0.032,0.033,0.034,0.032,0.032,0.031,0.033,0.031,0.032,0.032,0.03,0.032,0.032,0.035,0.036,0.032,0.033,0.032,
